"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Ibn-Kathir_1" "Samarqandi_1"
"وإن" 0.165333333333333 0.0853333333333333 0.0893333333333333 0.137333333333333 0.121333333333333 0.0986666666666667 0.122666666666667 0.125333333333333 0.0333333333333333 0.0893333333333333 0.092 0.044 0.088 0.032 0.168 0.122666666666667 0.084 0.0613333333333333
"فِى" 0 0.186666666666667 0.218666666666667 0 0 0.184 0 0.096 0.542666666666667 0.012 0.1 0 0.0666666666666667 0 0 0 0.152 0.2
"ومن" 0.145333333333333 0.0653333333333333 0.0866666666666667 0.144 0.072 0.108 0.096 0.105333333333333 0.04 0.0826666666666667 0.126666666666667 0.0466666666666667 0.0453333333333333 0.112 0.0693333333333333 0.192 0.068 0.146666666666667
"الأرض" 0.092 0.0706666666666667 0.0653333333333333 0.150666666666667 0.128 0.0746666666666667 0.102666666666667 0.0746666666666667 0.0466666666666667 0.064 0.1 0.136 0.154666666666667 0.0986666666666667 0.048 0.0906666666666667 0.0933333333333333 0.148
"هي" 0.165333333333333 0.0853333333333333 0.0666666666666667 0.096 0.112 0.1 0.0866666666666667 0.092 0.068 0.104 0.129333333333333 0.02 0.0533333333333333 0.0786666666666667 0.0786666666666667 0.268 0.06 0.048
"ٱللَّهِ" 0.00133333333333333 0.112 0.165333333333333 0 0 0.158666666666667 0.0506666666666667 0.068 0.428 0.012 0.076 0.272 0.008 0 0.0866666666666667 0 0.106666666666667 0.162666666666667
"معنى" 0.132 0.0493333333333333 0.0893333333333333 0.0773333333333333 0.12 0.1 0.096 0.0733333333333333 0.024 0.170666666666667 0.197333333333333 0.00133333333333333 0.00533333333333333 0.196 0.0853333333333333 0.170666666666667 0.016 0.104
"ٱلَّذِينَ" 0 0.126666666666667 0.177333333333333 0 0.00133333333333333 0.16 0.0746666666666667 0.0693333333333333 0.405333333333333 0.0146666666666667 0.0413333333333333 0.281333333333333 0.00666666666666667 0 0.102666666666667 0 0.102666666666667 0.137333333333333
"لاَ" 0.00133333333333333 0.110666666666667 0.148 0 0.0493333333333333 0.142666666666667 0.0666666666666667 0.0866666666666667 0.346666666666667 0.0173333333333333 0.0493333333333333 0.321333333333333 0.00933333333333333 0.00133333333333333 0.0986666666666667 0.00533333333333333 0.106666666666667 0.14
"شيء" 0.112 0.0973333333333333 0.0533333333333333 0.137333333333333 0.044 0.136 0.104 0.072 0.0693333333333333 0.0706666666666667 0.121333333333333 0.0746666666666667 0.088 0.117333333333333 0.125333333333333 0.0973333333333333 0.0986666666666667 0.0813333333333333
"قلت" 0.0826666666666667 0.032 0.00266666666666667 0.117333333333333 0.00666666666666667 0.0253333333333333 0.102666666666667 0.024 0.008 0.036 0.758666666666667 0.004 0.0133333333333333 0.0293333333333333 0.345333333333333 0.0106666666666667 0.0853333333333333 0.0146666666666667
"وقوله" 0.0333333333333333 0.024 0.0413333333333333 0.068 0.0213333333333333 0.044 0.0506666666666667 0.126666666666667 0.00266666666666667 0.232 0.0533333333333333 0.00533333333333333 0.00533333333333333 0.0266666666666667 0.0573333333333333 0.576 0.292 0.0306666666666667
"وَلاَ" 0 0.102666666666667 0.16 0 0.0546666666666667 0.142666666666667 0.0666666666666667 0.068 0.342666666666667 0.024 0.08 0.284 0.00666666666666667 0.00133333333333333 0.084 0.00533333333333333 0.109333333333333 0.134666666666667
"ـ" 0.00666666666666667 0.0133333333333333 0.02 0.00133333333333333 0.00533333333333333 0.0666666666666667 0.261333333333333 0.0146666666666667 0 0.00666666666666667 0.0373333333333333 0 1.088 0.0506666666666667 0.008 0 0.0333333333333333 0.00133333333333333
"الحسن" 0.0973333333333333 0.132 0.00133333333333333 0.0333333333333333 0.294666666666667 0.0333333333333333 0.141333333333333 0.0533333333333333 0.00533333333333333 0.138666666666667 0.0933333333333333 0.0133333333333333 0.0466666666666667 0.153333333333333 0.0213333333333333 0.201333333333333 0.092 0.06
"السلام" 0.0653333333333333 0.0933333333333333 0.0533333333333333 0.0693333333333333 0.048 0.170666666666667 0.136 0.256 0.012 0.0293333333333333 0.0826666666666667 0.032 0.0466666666666667 0.0306666666666667 0.0653333333333333 0.192 0.0746666666666667 0.149333333333333
"وَمَا" 0 0.109333333333333 0.182666666666667 0 0.0306666666666667 0.137333333333333 0.0573333333333333 0.0573333333333333 0.328 0.00933333333333333 0.064 0.269333333333333 0.0773333333333333 0.004 0.048 0.00133333333333333 0.0986666666666667 0.132
"يقال" 0.0733333333333333 0.137333333333333 0.0533333333333333 0.072 0.0573333333333333 0.116 0.169333333333333 0.182666666666667 0.0173333333333333 0.0813333333333333 0.122666666666667 0.0173333333333333 0.036 0.172 0.0786666666666667 0.0693333333333333 0.0386666666666667 0.101333333333333
"قبل" 0.0866666666666667 0.0973333333333333 0.0573333333333333 0.108 0.092 0.0893333333333333 0.068 0.076 0.096 0.0773333333333333 0.0706666666666667 0.161333333333333 0.136 0.0466666666666667 0.0853333333333333 0.06 0.0746666666666667 0.106666666666667
"ولم" 0.106666666666667 0.0946666666666667 0.088 0.105333333333333 0.0773333333333333 0.0826666666666667 0.124 0.072 0.0733333333333333 0.0226666666666667 0.114666666666667 0.0506666666666667 0.0706666666666667 0.0906666666666667 0.118666666666667 0.0853333333333333 0.0653333333333333 0.141333333333333
"النبي" 0.028 0.156 0.0506666666666667 0.141333333333333 0.172 0.0373333333333333 0.064 0.044 0.096 0.00933333333333333 0.0373333333333333 0.102666666666667 0.0253333333333333 0.064 0.0493333333333333 0.176 0.168 0.152
"موسى" 0.0586666666666667 0.0933333333333333 0.056 0.158666666666667 0.092 0.0573333333333333 0.0853333333333333 0.092 0.0533333333333333 0.102666666666667 0.0506666666666667 0.112 0.0866666666666667 0.0746666666666667 0.04 0.106666666666667 0.133333333333333 0.105333333333333
"إِنَّ" 0 0.12 0.133333333333333 0 0.0426666666666667 0.134666666666667 0.0613333333333333 0.0506666666666667 0.314666666666667 0.012 0.0573333333333333 0.268 0.02 0.0266666666666667 0.0533333333333333 0.00266666666666667 0.0973333333333333 0.153333333333333
"ٱللَّهُ" 0 0.096 0.137333333333333 0 0 0.130666666666667 0.056 0.08 0.388 0.02 0.0573333333333333 0.253333333333333 0.00266666666666667 0 0.0773333333333333 0 0.0946666666666667 0.14
"عز" 0.0106666666666667 0.0173333333333333 0.00266666666666667 0.261333333333333 0.305333333333333 0.012 0.08 0.00266666666666667 0 0.00533333333333333 0.0133333333333333 0.00133333333333333 0.00533333333333333 0.0826666666666667 0.028 0.0613333333333333 0.162666666666667 0.441333333333333
"وجل" 0.016 0.032 0.00666666666666667 0.222666666666667 0.314666666666667 0.0133333333333333 0.0746666666666667 0.00266666666666667 0 0.004 0.024 0.00666666666666667 0.00666666666666667 0.084 0.0253333333333333 0.0613333333333333 0.122666666666667 0.456
"وكان" 0.096 0.108 0.0426666666666667 0.113333333333333 0.0693333333333333 0.0946666666666667 0.108 0.048 0.052 0.0906666666666667 0.0826666666666667 0.068 0.1 0.0893333333333333 0.0706666666666667 0.064 0.0653333333333333 0.101333333333333
"بمعنى" 0.137333333333333 0.0546666666666667 0.141333333333333 0.0306666666666667 0.04 0.118666666666667 0.0906666666666667 0.064 0.114666666666667 0.024 0.138666666666667 0 0.0373333333333333 0.137333333333333 0.0813333333333333 0.201333333333333 0.012 0.0306666666666667
"بعض" 0.112 0.056 0.0666666666666667 0.0773333333333333 0.0613333333333333 0.0746666666666667 0.068 0.0866666666666667 0.056 0.104 0.109333333333333 0.04 0.0773333333333333 0.0786666666666667 0.0986666666666667 0.144 0.0706666666666667 0.0653333333333333
"كانوا" 0.0826666666666667 0.105333333333333 0.0853333333333333 0.136 0.0746666666666667 0.0826666666666667 0.0466666666666667 0.122666666666667 0.016 0.0813333333333333 0.0946666666666667 0.0466666666666667 0.0946666666666667 0.116 0.048 0.056 0.0586666666666667 0.0893333333333333
"القيامة" 0.0746666666666667 0.0746666666666667 0.0613333333333333 0.108 0.0946666666666667 0.056 0.0773333333333333 0.0666666666666667 0.092 0.0333333333333333 0.056 0.157333333333333 0.108 0.088 0.008 0.0706666666666667 0.101333333333333 0.0946666666666667
"رضي" 0.0173333333333333 0.172 0.06 0.0666666666666667 0.036 0.110666666666667 0.068 0.0413333333333333 0.00666666666666667 0.0253333333333333 0.150666666666667 0.00533333333333333 0.206666666666667 0.0173333333333333 0.0546666666666667 0.0733333333333333 0.233333333333333 0.076
"أنهم" 0.068 0.0573333333333333 0.0613333333333333 0.105333333333333 0.202666666666667 0.101333333333333 0.0333333333333333 0.164 0.0213333333333333 0.0386666666666667 0.1 0.024 0.028 0.150666666666667 0.08 0.08 0.048 0.0533333333333333
"قتادة" 0.0746666666666667 0.12 0 0.0186666666666667 0.354666666666667 0.0133333333333333 0.072 0.0133333333333333 0 0.26 0.0333333333333333 0 0.02 0.137333333333333 0.00533333333333333 0.109333333333333 0.125333333333333 0.056
"فِي" 0 0.044 0.0933333333333333 0.00133333333333333 0.096 0.0493333333333333 0.104 0.056 0.0706666666666667 0.110666666666667 0.0306666666666667 0.514666666666667 0.0186666666666667 0.00266666666666667 0.0986666666666667 0 0.0306666666666667 0.0733333333333333
"مجاهد" 0.0693333333333333 0.12 0 0.0306666666666667 0.368 0.00266666666666667 0.0813333333333333 0.0106666666666667 0.00266666666666667 0.14 0.0186666666666667 0 0.0133333333333333 0.204 0.00666666666666667 0.101333333333333 0.145333333333333 0.0773333333333333
"مثل" 0.0946666666666667 0.101333333333333 0.106666666666667 0.0773333333333333 0.0626666666666667 0.0826666666666667 0.117333333333333 0.0666666666666667 0.0533333333333333 0.044 0.0573333333333333 0.0706666666666667 0.0573333333333333 0.06 0.112 0.06 0.048 0.1
"بأن" 0.0493333333333333 0.0173333333333333 0.176 0.0546666666666667 0.044 0.104 0.0226666666666667 0.106666666666667 0.209333333333333 0.0226666666666667 0.0666666666666667 0.028 0.0386666666666667 0.012 0.266666666666667 0.0813333333333333 0.0186666666666667 0.0466666666666667
"قالوا" 0.08 0.092 0.0253333333333333 0.116 0.048 0.0586666666666667 0.0626666666666667 0.0973333333333333 0.0413333333333333 0.0866666666666667 0.0706666666666667 0.096 0.0706666666666667 0.101333333333333 0.0813333333333333 0.0773333333333333 0.072 0.08
"العذاب" 0.0693333333333333 0.0786666666666667 0.0786666666666667 0.106666666666667 0.0613333333333333 0.0906666666666667 0.028 0.064 0.110666666666667 0.024 0.068 0.153333333333333 0.0826666666666667 0.0866666666666667 0.0266666666666667 0.0413333333333333 0.0253333333333333 0.125333333333333
"معناه" 0.0573333333333333 0.088 0.028 0.18 0.164 0.0306666666666667 0.0533333333333333 0.052 0.00266666666666667 0.0533333333333333 0.072 0.00133333333333333 0.02 0.0426666666666667 0.0506666666666667 0.290666666666667 0.0146666666666667 0.110666666666667
"منها" 0.068 0.0613333333333333 0.0866666666666667 0.0906666666666667 0.0786666666666667 0.056 0.072 0.0986666666666667 0.096 0.052 0.0706666666666667 0.0613333333333333 0.072 0.0613333333333333 0.0933333333333333 0.0573333333333333 0.0653333333333333 0.068
"ليس" 0.122666666666667 0.0653333333333333 0.048 0.096 0.0506666666666667 0.0453333333333333 0.0773333333333333 0.124 0.0373333333333333 0.0213333333333333 0.096 0.048 0.044 0.064 0.157333333333333 0.084 0.0733333333333333 0.0506666666666667
"وذلك" 0.08 0.096 0.0626666666666667 0.158666666666667 0.028 0.0453333333333333 0.0586666666666667 0.24 0.0133333333333333 0.0853333333333333 0.056 0.00666666666666667 0.016 0.0546666666666667 0.0266666666666667 0.125333333333333 0.0346666666666667 0.113333333333333
"إنما" 0.112 0.0426666666666667 0.028 0.096 0.0306666666666667 0.0546666666666667 0.08 0.186666666666667 0.004 0.032 0.0493333333333333 0.004 0.0173333333333333 0.0533333333333333 0.214666666666667 0.185333333333333 0.0573333333333333 0.052
"أمر" 0.0933333333333333 0.052 0.0586666666666667 0.110666666666667 0.0413333333333333 0.076 0.0693333333333333 0.0506666666666667 0.0506666666666667 0.068 0.084 0.096 0.0693333333333333 0.048 0.064 0.12 0.072 0.0746666666666667
"والثاني" 0.028 0.008 0.0186666666666667 0.0106666666666667 0.324 0.00933333333333333 0.00533333333333333 0.068 0.00933333333333333 0.00133333333333333 0.028 0 0.0226666666666667 0.698666666666667 0.0146666666666667 0.0106666666666667 0.00666666666666667 0.012
"الآخرة" 0.052 0.0773333333333333 0.0653333333333333 0.0893333333333333 0.088 0.052 0.0333333333333333 0.0506666666666667 0.101333333333333 0.0333333333333333 0.044 0.157333333333333 0.112 0.0853333333333333 0.0413333333333333 0.0533333333333333 0.0266666666666667 0.101333333333333
"مِنَ" 0 0.0786666666666667 0.14 0 0.0373333333333333 0.088 0.0453333333333333 0.044 0.237333333333333 0.102666666666667 0.032 0.194666666666667 0.0293333333333333 0.0173333333333333 0.04 0.00133333333333333 0.0626666666666667 0.096
"كانت" 0.0733333333333333 0.068 0.068 0.0986666666666667 0.0546666666666667 0.0626666666666667 0.0893333333333333 0.125333333333333 0.0133333333333333 0.0693333333333333 0.096 0.0173333333333333 0.0773333333333333 0.0706666666666667 0.0866666666666667 0.0906666666666667 0.0333333333333333 0.0506666666666667
"ٱللَّهَ" 0 0.08 0.134666666666667 0 0 0.109333333333333 0.0333333333333333 0.044 0.314666666666667 0.0173333333333333 0.0333333333333333 0.210666666666667 0.00266666666666667 0 0.076 0 0.0653333333333333 0.105333333333333
"لها" 0.08 0.0813333333333333 0.0866666666666667 0.08 0.0653333333333333 0.0613333333333333 0.08 0.0613333333333333 0.0426666666666667 0.052 0.106666666666667 0.0426666666666667 0.08 0.0773333333333333 0.0533333333333333 0.0706666666666667 0.0573333333333333 0.04
"هم" 0.0986666666666667 0.0786666666666667 0.0453333333333333 0.130666666666667 0.072 0.084 0.0613333333333333 0.0533333333333333 0.0533333333333333 0.072 0.0853333333333333 0.0426666666666667 0.0373333333333333 0.052 0.036 0.105333333333333 0.0573333333333333 0.052
"مِنْ" 0.00266666666666667 0.0546666666666667 0.106666666666667 0 0.0493333333333333 0.0653333333333333 0.0586666666666667 0.0333333333333333 0.169333333333333 0.226666666666667 0.056 0.133333333333333 0.024 0.0893333333333333 0.0346666666666667 0.00533333333333333 0.0426666666666667 0.0613333333333333
"عرفة" 0.00133333333333333 0.00133333333333333 0 0 0.008 0 0.00533333333333333 0.004 0.004 0.00266666666666667 0.00266666666666667 0 0.004 0.012 1.156 0 0.00533333333333333 0.00133333333333333
"أنها" 0.0533333333333333 0.0306666666666667 0.0413333333333333 0.0466666666666667 0.341333333333333 0.0453333333333333 0.0453333333333333 0.068 0.0186666666666667 0.0253333333333333 0.04 0.00666666666666667 0.0213333333333333 0.218666666666667 0.0866666666666667 0.0666666666666667 0.032 0.0186666666666667
"بل" 0.112 0.032 0.056 0.0973333333333333 0.0346666666666667 0.048 0.0453333333333333 0.141333333333333 0.044 0.0946666666666667 0.0266666666666667 0.028 0.028 0.0546666666666667 0.141333333333333 0.112 0.076 0.0253333333333333
"أحدها" 0.0106666666666667 0.00133333333333333 0 0.008 0.725333333333333 0 0.00933333333333333 0.0786666666666667 0 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.322666666666667 0.008 0.00133333333333333 0.00266666666666667 0.00133333333333333
"السماء" 0.06 0.0653333333333333 0.0333333333333333 0.088 0.0906666666666667 0.0666666666666667 0.052 0.0413333333333333 0.0426666666666667 0.0466666666666667 0.0626666666666667 0.072 0.138666666666667 0.072 0.0186666666666667 0.0586666666666667 0.0786666666666667 0.0893333333333333
"أَن" 0.00133333333333333 0.0773333333333333 0.109333333333333 0 0.0426666666666667 0.108 0.0533333333333333 0.0453333333333333 0.233333333333333 0.0133333333333333 0.0453333333333333 0.194666666666667 0.0333333333333333 0 0.0506666666666667 0.0106666666666667 0.0653333333333333 0.092
"فلما" 0.0586666666666667 0.137333333333333 0.024 0.148 0.0346666666666667 0.036 0.0866666666666667 0.092 0.0146666666666667 0.0186666666666667 0.06 0.024 0.0813333333333333 0.072 0.0213333333333333 0.0626666666666667 0.0986666666666667 0.105333333333333
"وابن" 0.181333333333333 0.0386666666666667 0.06 0.0186666666666667 0.0786666666666667 0.008 0.0466666666666667 0.0146666666666667 0.00533333333333333 0.0146666666666667 0.00533333333333333 0.00266666666666667 0.0146666666666667 0.301333333333333 0.0253333333333333 0.224 0.0826666666666667 0.0533333333333333
"المعنى" 0.145333333333333 0.008 0.0453333333333333 0.0293333333333333 0.008 0.0413333333333333 0.128 0.088 0.0253333333333333 0.0133333333333333 0.0626666666666667 0 0.00666666666666667 0.24 0.068 0.245333333333333 0.00933333333333333 0.008
"قرأ" 0.0466666666666667 0.162666666666667 0.0373333333333333 0.00666666666666667 0.0373333333333333 0.0146666666666667 0.0533333333333333 0.0386666666666667 0.00533333333333333 0.0413333333333333 0.0413333333333333 0.004 0.00666666666666667 0.154666666666667 0.012 0.0586666666666667 0.028 0.42
"فهو" 0.088 0.04 0.0333333333333333 0.08 0.0386666666666667 0.0506666666666667 0.084 0.118666666666667 0.0173333333333333 0.0333333333333333 0.0586666666666667 0.016 0.036 0.0813333333333333 0.210666666666667 0.08 0.0306666666666667 0.0693333333333333
"عَلَىٰ" 0 0.092 0.112 0 0 0.138666666666667 0.036 0.04 0.244 0.012 0.0493333333333333 0.216 0.00533333333333333 0 0.0346666666666667 0 0.076 0.104
"فيما" 0.0666666666666667 0.044 0.088 0.0693333333333333 0.0573333333333333 0.06 0.064 0.0413333333333333 0.0586666666666667 0.04 0.0493333333333333 0.161333333333333 0.0693333333333333 0.0506666666666667 0.0373333333333333 0.0653333333333333 0.0746666666666667 0.0626666666666667
"مكة" 0.028 0.0826666666666667 0.032 0.0853333333333333 0.044 0.072 0.0293333333333333 0.02 0.133333333333333 0.0186666666666667 0.0346666666666667 0.237333333333333 0.0613333333333333 0.0746666666666667 0.00933333333333333 0.044 0.0266666666666667 0.113333333333333
"الملائكة" 0.044 0.072 0.064 0.112 0.084 0.0586666666666667 0.0493333333333333 0.0546666666666667 0.0533333333333333 0.02 0.06 0.0906666666666667 0.084 0.1 0.0226666666666667 0.052 0.0466666666666667 0.0733333333333333
"واحد" 0.0666666666666667 0.0386666666666667 0.04 0.06 0.0466666666666667 0.0613333333333333 0.0666666666666667 0.0933333333333333 0.0146666666666667 0.0333333333333333 0.0653333333333333 0.0266666666666667 0.088 0.0693333333333333 0.108 0.0773333333333333 0.076 0.106666666666667
