"Abu-Hayyan" "al-Baghawi" "al-Baydawi" "al-Khazin" "al-Mawardi" "al-Nasafi" "al-Qurtubi" "al-Razi" "al-Suyuti" "al-Tabari" "al-Zamakhshari" "Fairuzabadi" "Ibn-Abd-al-Salam" "Ibn-al-Jawzi" "Ibn-Arafa" "Ibn-Atiya" "Ibn-Kathir" "Samarqandi"
"عليه" 0.557231031438563 0.821892852546014 0.699857479924457 0.957234896860547 0.566666431207371 0.622487535019784 0.843142169212487 0.69598795795628 0.426327036866013 0.453933383967573 0.752266946350855 0.566628117363974 0.896574901598911 0.494109420817534 0.581424743414733 0.691014580313877 1.01230575871977 0.638685439758276
"بن" 0.341679525418124 1.49923268086455 0.0873530339994289 0.37512426700033 0.664752046225369 0.0890224573784193 0.654629835029772 0.0931398574772873 0.0617476186896618 1.58999553575289 0.191774265307007 0.2822648337095 0.256896620470844 0.517652875838083 0.11426260174933 0.578747202502219 2.0182445666058 0.388174679264821
"إلى" 0.714130442951949 0.600548509420699 0.642905806503324 0.762696802816217 0.484978874255654 0.627261610021151 0.552353063196066 0.731145394815032 0.39411088798445 0.212631953542705 0.632448184274617 0.535244632631363 0.653349054722967 0.320581695115289 0.455028060063704 0.640101451188906 0.505275698827062 0.565717300864379
"تعالى" 0.358243177538647 0.316076078454669 0.261714699355278 0.644795674608662 0.523779202418638 0.159942313620436 0.713710082023901 1.19754086906996 0.262561613384736 0.161709501747245 0.247614733960053 0.0692022159631419 0.669298290583685 1.34632186563861 1.06577683401588 0.811644990784191 0.860110008294777 0.838573317983878
"ابن" 0.546325904453454 0.560707319729508 0.138262006502322 0.375346117335656 1.11269653703287 0.0946606183528836 0.362760815892361 0.12470032884884 0.0472503516929586 1.40719349029948 0.179139221584938 0.0932644419988435 0.172023901069168 1.33561110927733 1.57439708782042 0.613643856959703 1.01171440105719 0.280765842473851
"وقال" 0.863224992209591 0.73425015593905 0.0266755501675675 0.323433138869189 0.156210423917552 0.0759531570353124 0.717872247177715 0.187125084723456 0.0257729191052502 0.226102056966706 0.0772022586746803 0.0259741470966779 0.071201945806775 0.559114954708321 0.197178826027605 0.777381899406909 0.828354101814443 0.624711414965587
"ذلك" 0.569870572258282 0.268670607221711 0.282973735228258 0.515851329709285 0.225738190118581 0.304698316263675 0.379769447547945 0.658526474080383 0.308738093448309 1.14898616993537 0.374768245993594 0.263052358657738 0.212466606287417 0.293299579855425 0.503564386470499 0.584880093118567 0.412531105413051 0.291872555575586
"قوله" 0.357339836999788 0.37516460233067 0.137698438541035 0.48991949051331 0.711221620007044 0.170332947446939 0.586122846417006 0.767546022510374 0.024162111661172 0.824292967468335 0.359295671266144 0.078948350152021 0.0581007877783284 1.32385622257895 0.969715354669094 0.445040050056552 0.189411859323108 0.565783216075665
"أو" 0.587395378712152 0.146731220482966 1.93404000581101 0.23244985134795 0.15671497955036 1.08025868141777 0.257379293835811 0.256544861038615 0.401091053575456 0.163575293099894 0.71259505059639 0.15160135046912 7.07975187545925 0.160796071914309 0.645128671823651 0.286142429542083 0.174982732356253 0.122767081020671
"كان" 0.46550944648495 0.308907832595717 0.245339919146783 0.428614847851343 0.315347270505393 0.301587606760522 0.414709136649957 0.633811840248983 0.0918160243124537 0.395616027420762 0.366362729619166 0.162699819066983 0.328668181844073 0.311891836180666 0.450983366196471 0.354212446878904 0.315863839503953 0.324335797134073
"به" 0.443836500276639 0.269027039336244 0.593624919221926 0.423241139728983 0.329575739350597 0.440489426936022 0.301138273425903 0.274861206031034 0.439750432233331 0.35980193487114 0.503046062765115 0.258995355430788 0.440312832869097 0.328261105336584 0.38323474392032 0.317263048041568 0.384047377998972 0.270021663034189
"هذا" 0.414539359920356 0.237304581142761 0.124360663457251 0.365486102432244 0.232549691161497 0.185303236930862 0.45594831895774 0.673162974196497 0.0751710140569796 0.231130592197625 0.195896716012937 0.10725410829867 0.0962650307307598 0.511421775439225 0.484352090601143 0.659057658548527 0.36969709872046 0.222299050062933
"يعني" 0.0522058564217539 0.481024940347125 0.0894820685198451 1.17745832972827 0.447036290668445 0.134365368816736 0.11710307905729 0.0685744065462783 0.0107387162938542 0.0976810033770824 0.139306710867904 0.60971628956744 0.0381642429524314 0.2471557552801 0.00808938773446585 0.0234925190138616 0.164417142118227 3.46351477703685
"وهو" 0.465979183565157 0.261502361362759 0.470986268979717 0.389100838125917 0.428519098944369 0.50343809007621 0.327056188329649 0.384460910184766 0.249138218017418 0.13970681591784 0.392864198442999 0.221503049747253 0.191960445895065 0.27039607568665 0.37716770311947 0.251068377422143 0.23610940274453 0.258321713030877
"ثم" 0.261000375211526 0.38150117325571 0.160460322310779 0.434974557464044 0.221298100549865 0.255855856634312 0.296368657141533 0.510338126358911 0.0649692335778181 0.230698274689084 0.29108785049531 0.176736117587808 0.217593146385504 0.348705850969593 0.177966530158249 0.404238587691593 0.479019418608685 0.896446873493219
"ولا" 0.445650408078668 0.282927891803051 0.262591360628391 0.469312059365178 0.277909242550993 0.344943120460713 0.364583169284031 0.285486343714419 0.159469936963735 0.238957814457517 0.386332523298539 0.360933390535524 0.333225106375707 0.279389069235272 0.305374386976086 0.325980876025137 0.332343006367739 0.311185712482462
"هو" 0.504157968099505 0.249898515856279 0.204512551284684 0.412025372776351 0.255204239074605 0.363326549538373 0.290586622306235 0.407302469822371 0.197592379806918 0.221050768182706 0.383173762368021 0.101471712894742 0.121897731221199 0.21882950968313 0.477273876333485 0.547525213909903 0.23792289957643 0.198899150056308
"أنه" 0.332226970019501 0.156315284007089 0.236698543740388 0.25779008964972 0.960472102614506 0.210966590331872 0.258346716006697 0.749610922707842 0.0757079498716723 0.202165319125408 0.285198635201125 0.0339948891085785 0.0934169528984888 0.659823009803373 0.360988927650538 0.285559551508298 0.220970646582584 0.287093702757332
"صلى" 0.177560616318175 0.510965237967941 0.177085577168735 0.598749405009726 0.339565940880207 0.168885603442 0.484858493134227 0.160504224942618 0.22175449146809 0.373545080932113 0.297084142431207 0.304974725336218 0.549109406061849 0.276357723095287 0.136508418019111 0.346026811882704 0.71773079506855 0.394766200393448
"وسلم" 0.17330407569907 0.564350848011406 0.174925233317136 0.583934732617348 0.337093618279445 0.166660582061273 0.478986465538847 0.159808038074128 0.220680619838704 0.371565521814059 0.295210301201239 0.303529126485236 0.531451323501769 0.272282246618197 0.128419030284645 0.342757626388865 0.708466191688192 0.396084504619173
"وقيل" 0.512367526916657 0.418055266779537 0.386607621442634 0.870343515524224 0.0668031657838625 0.268665931185489 0.510596422517808 0.0640823436567348 0.059599875430891 0.0144485062064867 0.479542739909231 0.00139896662998265 0.0216453915252596 0.0912435188135446 0.108195560948481 0.172405185384359 0.0445292319919765 0.0125568477500337
"له" 0.282218037788252 0.270531974930941 0.312623671858171 0.359989144123591 0.243347181703602 0.282944951890933 0.336347940808162 0.258020114164701 0.260950805940658 0.260027604610598 0.380603922966922 0.160368208017011 0.254048542638573 0.266084827843116 0.35997775418373 0.263942379211832 0.341311930916809 0.263726760356351
"الذي" 0.297466426084197 0.19061197413887 0.169477409691365 0.321091385329629 0.265497173983901 0.251989071904698 0.224104470795325 0.257141592640178 0.112756521085469 0.46228393794833 0.293657689896409 0.167689466713921 0.222719686483592 0.241598287356794 0.189089438293139 0.339158988093322 0.233054054821221 0.247478660774286
"فيه" 0.294662457051577 0.161859783566499 0.306862754920574 0.273294963085337 1.09332160073302 0.230430126875904 0.27094570241824 0.286630079284081 0.2652462924582 0.0726520949878928 0.289963545757329 0.096528697468803 0.254048542638573 0.356048444953112 0.395368825522018 0.214549801479344 0.171730265212085 0.143596287787131
"إلا" 0.299323694232091 0.202453441055039 0.203479343355659 0.357351590136928 0.204799131357023 0.285839639900812 0.261541458989624 0.356746042467731 0.0794665005745213 0.150605767843678 0.274062664463029 0.132388875417358 0.239808153477218 0.119839217400735 0.291217958440771 0.2594314100808 0.241944131681947 0.221771728372642
"إذا" 0.25631745785808 0.252987594182236 0.213216545353445 0.277707319754614 0.270239996932302 0.276140274852787 0.334998049406925 0.322898099956853 0.105776355494464 0.209378195452111 0.337719727961084 0.124321501184458 0.240377769043672 0.169182796234933 0.301329693108853 0.220226526677947 0.180107832098579 0.262902820215273
"إن" 0.24846200853216 0.209700894050554 0.17461214000531 0.482820279782853 0.197432619118017 0.21606469757315 0.282554768468877 0.262760815221562 0.117588943417704 0.205077773919786 0.175766307370995 0.148850049430154 0.140125429347733 0.121388572094505 0.389301784721169 0.283608177221279 0.229880435365396 0.276810929796675
"لم" 0.296230656227037 0.215166186473401 0.221607446110379 0.289292837266124 0.187038773082159 0.245767652898393 0.271778135449003 0.320279111261104 0.14067718344949 0.0678055881816225 0.323371457971615 0.199446009214527 0.260314313869569 0.224622748972879 0.370089488851813 0.232416280341019 0.153378465750141 0.263364226694276
"فقال" 0.121589636530455 0.416352313343432 0.0992818891799961 0.351879281865535 0.156311335044113 0.144259153208708 0.294703791080008 0.22510042081181 0.0402701861019534 0.315318738597626 0.194933026237525 0.164471843464961 0.155505049641997 0.27885016325483 0.272005662571414 0.227297090652993 0.444917793400133 0.419649192654013
"هذه" 0.241148563529555 0.155642023346304 0.0702268298425516 0.266787353249084 0.134564987270061 0.118055746074511 0.195216794808858 0.494143493727605 0.0370485712137971 0.149445336636542 0.125547362407854 0.100958758463748 0.079746179303588 0.236983904899262 0.164821275089742 0.487792886708531 0.209577155616952 0.154043848776004
"كما" 0.282261398134118 0.171483450658904 0.195495463904098 0.145780320346954 0.151265778716027 0.249137588193475 0.246512668055855 0.201446643160967 0.154100578816808 0.212677460648868 0.345108016239243 0.112710078155602 0.131011580284466 0.161402341142306 0.17695535669144 0.20902513141999 0.311270961657946 0.186474132728847
"أبو" 0.201560567754587 0.453223235413511 0.0460560261695914 0.0833417759710944 0.201317697490643 0.0656921361047739 0.2878193449337 0.0654084138824303 0.0128864595526251 0.456231492828763 0.0540737040647899 0.0611814739512413 0.0717715613732292 0.451165350501082 0.172910662824208 0.490200426413295 0.334038231667124 0.145507828914433
"يكون" 0.382871853990106 0.0808704864308274 0.167317065839766 0.142625115577862 0.131386286783367 0.144129540312743 0.200053905663289 0.449720141166806 0.0289945339934064 0.0917878331290823 0.241457827061587 0.0803939490030031 0.0820246415694048 0.147794965136151 0.351888366449264 0.264119776874289 0.0733480620815159 0.106123490170888
"عباس" 0.217509948308686 0.311006821714637 0.0113965965504631 0.265259050939055 0.517674079261653 0.0484104166428143 0.281677339058073 0.0713591540202388 0.0209404967730158 0.157682122851894 0.0801468663217728 0.0531607319393408 0.0820246415694048 0.566356503820507 0.0273016836038222 0.274079388495052 0.329938151873263 0.13337943003776
"أبي" 0.148039447508254 0.244354016296868 0.034064552326659 0.141639114087521 0.145665211191851 0.0410008794234991 0.207388315610009 0.0426828853895737 0.0182558176995522 0.406924543302059 0.0793437915089294 0.0913058887168678 0.0677842524080498 0.18669724059929 0.0778603569442338 0.251093719945351 0.807163785572135 0.141915449899331
"لأن" 0.252884763810415 0.092197106959337 0.208708001663152 0.210240167778014 0.179268616336906 0.321418379843121 0.196971653630465 0.336854989082298 0.0375855070284898 0.0871233547474606 0.129080891584365 0.0132435507638358 0.160631589740084 0.158404676626098 0.517720815005814 0.170403126050923 0.0292919162196003 0.144057694266135
"وقرأ" 0.362275689704115 0.18138434272928 0.261276368718722 0.00342635517893585 0.0368325611950299 0.0155103432171087 0.139308792607635 0.0273501984049696 0.000536935814692712 0.0397277036795681 0.116981231070857 0 0.005696155664542 0.405695158401308 0.00606704080084939 0.708323523664975 0.0131281401091883 0.195109025407348
"لهم" 0.199652712536517 0.165938951099494 0.204950881921241 0.272925212526459 0.163476025029996 0.223647051987085 0.13656401342512 0.130617917231006 0.283502110157752 0.151220113776867 0.236960608109664 0.262259610900748 0.141834276047096 0.197138543970349 0.152687193488043 0.202638815571561 0.150362541671003 0.226221005134465
"الآية" 0.146803677651095 0.160354847971802 0.0424241437524108 0.230157397882907 0.143091977464527 0.068197985426758 0.168353955924246 0.32550051277478 0.0220143684024012 0.136794361123461 0.0520392478722533 0.0532539963813397 0.0706323302403208 0.193871426463921 0.343798978714799 0.539871771901072 0.21736336484087 0.138290113278586
"قاله" 0.131873265224829 0.0172275522024534 0.00845351941929957 0.0126701191508851 2.57283008281776 0.00777677375788181 0.166779082622803 0.0110229587510938 0.00966484466446881 0.013151553680865 0.00567506201076013 0 0.243795462442398 1.08784908476924 0.0232569897365893 0.0841625195739314 0.0515466762545456 0.00128534662008219
"رسول" 0.0820160942041093 0.340432272947793 0.069506715225352 0.362675998184771 0.163778758409681 0.123197057614444 0.21364281243574 0.0566397745150188 0.0171819460701668 0.19210824866357 0.210298524323262 0.0547462274533211 0.039873089651794 0.144830982243722 0.0313463774710552 0.151903084109047 0.557354596977926 0.162085504552928
"كل" 0.180545253458566 0.151483648676746 0.152413824196853 0.221061534134509 0.151871245475397 0.197249225508941 0.151052847798395 0.240549138941163 0.0907421526830683 0.0480327505541628 0.188883195980771 0.142321538490235 0.224428533182955 0.116841552884528 0.143586632286769 0.201701142212864 0.148430773306588 0.147847818915095
"محمد" 0.0532609581711415 0.466173602241562 0.0389488079911432 0.145607770086144 0.104140282611701 0.0642231899505073 0.120095338330031 0.0753539405751465 0.124569109008709 0.297411692322815 0.0527352460433842 0.555156590998116 0.119619268955382 0.0804317175809319 0.0434804590727539 0.31113015742522 0.294239860975756 0.141025594546966
"أهل" 0.0965634902418987 0.231878892288195 0.0754554881500443 0.190618738120223 0.132698131428669 0.120648003993805 0.168668930584534 0.105157368897653 0.101480868976923 0.376707824810383 0.132828574044301 0.31131670739214 0.178289672300165 0.152544074088794 0.0596592345416856 0.126940698749118 0.143305673564262 0.209906990341115
"حتى" 0.13254535058574 0.27076959634063 0.128556113835719 0.260772744158003 0.189309273429798 0.140154744836492 0.203698612446629 0.102306317912407 0.0493980949517295 0.0765657061178388 0.19996562839801 0.0887411165618996 0.172593516635623 0.157192138170104 0.0748268365438091 0.124938639415683 0.220615831985038 0.172500107936158
"يوم" 0.148473050966907 0.167800318808725 0.105074115448775 0.219434631675446 0.148288900482456 0.136395970853516 0.132964303021822 0.0822992333822267 0.129938467155636 0.129513224137515 0.120728913530793 0.321435899349014 0.166897360971081 0.170597424433593 0.0333687244046716 0.16510653870044 0.185666594126793 0.192439459350254
"بعد" 0.16660490226289 0.125345293610954 0.160429012979596 0.169025305481749 0.180176816475961 0.161022421086808 0.123830037873453 0.141027568502716 0.156248322075579 0.110149950465515 0.153869134140798 0.289026505754416 0.255187773771482 0.161166569775862 0.149653673087618 0.164599688236279 0.105084256639764 0.136839978630288
"لما" 0.191710542518866 0.0798011900872269 0.257550558307994 0.179230420906781 0.112919550622571 0.145274454227098 0.135686584014316 0.295183232239817 0.134770889487871 0.0299436758547031 0.167093099392287 0.017580347316782 0.244934693575306 0.0832609739782511 0.181000050558673 0.121061233364851 0.116182068774108 0.0724737748092496
"وما" 0.21613687068962 0.0878803180166533 0.121417586326088 0.241668965282641 0.144555188799672 0.158062926628948 0.102659241064056 0.08609510940328 0.0730232707982088 0.10352866651892 0.214046206783198 0.0866426666169256 0.0871511816674926 0.193433565354812 0.0707821426765762 0.155425694834966 0.119020585554473 0.100092248338195
"يقول" 0.051858973654832 0.129107632597697 0.0197561879762149 0.10774531285704 0.0349152497903571 0.041908169695252 0.109318705310158 0.0959246049512479 0.020403560958323 0.851528970506389 0.06301460364778 0.313928111768107 0.0301896250220726 0.0888521235253343 0.111229081348905 0.0727837266535173 0.225504388662333 0.174082073007029
"حدثنا" 0.000216801729326221 0.271442857001416 0.000156546655912955 0.00177480268261425 0.000201822253123452 0.000367236538566641 0.00800935564733817 0.000232062289496712 0 0.938515803935363 0.000428306566849821 0.000233161104997109 0.0017088466993626 0.00205457905043419 0 0.000709590649825377 0.866457247206426 0.0841078096012756
"عبد" 0.0968742393872663 0.382728883872437 0.019599641320302 0.0691926545846974 0.0925355030571026 0.0373285140378327 0.145968256853736 0.0258915211567045 0.0150342028113959 0.44797195306033 0.0669229010702846 0.084917274439947 0.0472780920156986 0.0884816256637806 0.0728044896101926 0.120148902529361 0.459327208444903 0.0984114104503953
"وفي" 0.206987837712054 0.0719596835674894 0.0696945712124476 0.108632714198348 0.420597575509273 0.0738361464012223 0.179198083514181 0.125628578006827 0.203498673768538 0.0177705249563246 0.123084599648467 0.0192124750517618 0.0421515519176108 0.326408616028815 0.120329642550179 0.22253269628988 0.107173720380866 0.0698042087521558
"يا" 0.0711832344621091 0.215284997178246 0.0439896103115404 0.278989121692057 0.105401671693723 0.0758451462886751 0.160322102086887 0.0652426551042183 0.131012338785022 0.215589915443246 0.097600358920903 0.582529704724777 0.0848727194016758 0.124318873363157 0.0283128570706305 0.112723543229403 0.238455121472749 0.171577294978151
"قد" 0.147526350082182 0.126652211364244 0.046619594130878 0.172550260809719 0.144958833305919 0.0888712423331272 0.162684412039051 0.155282823428942 0.0268467907346356 0.159456899992218 0.1186409190174 0.0795545690250135 0.082594257135859 0.253016357817404 0.116284948682947 0.170403126050923 0.175357258875884 0.13380787891112
"وقد" 0.158012327057261 0.0583360560786527 0.086507682057499 0.0937933917687117 0.0947050922781797 0.0707470390473971 0.333265688775338 0.0936702855675655 0.0542305172839639 0.12603193051611 0.112269858835509 0.0349741657495663 0.0393034740853398 0.239644753177693 0.0869609181455079 0.170529838666963 0.252292890777028 0.0934018543926391
"ثنا" 0 0.0257819229512579 0 0 0 0 0 0 0 2.09521542836522 0 0 0 0 0 0 0.000867324571778205 0.000758024929792061
"غير" 0.168194781611282 0.0891476322016614 0.143866376784006 0.129782446166167 0.0969251370625377 0.192647967702195 0.13840886500681 0.171245393770752 0.083761987092063 0.110400239549407 0.171215550098216 0.0917255787058626 0.12474580905347 0.124992505838709 0.279083876839072 0.163611329831166 0.081863612422611 0.0768900939654295
"عنه" 0.124118990039261 0.129582875417075 0.150253480345254 0.142477215354311 0.126744374961528 0.149033228210074 0.144190899842108 0.126838617087774 0.0719493991688234 0.0923794255091904 0.212386518836655 0.0244819160246964 0.190821214762157 0.0872017239602314 0.199201172961222 0.159835293873166 0.231516524898523 0.0974556398867445
"ذكر" 0.180017702583872 0.0553261848892585 0.0563567961286638 0.109322915241586 0.0440477067441933 0.0904265970847035 0.076471347880063 0.181522438019892 0.0757079498716723 0.405559330117194 0.0871603863539386 0.0583369084702766 0.0535438632466948 0.075076339400292 0.0697709692097679 0.116981087128355 0.0761668669397951 0.0839100639674168
"وهذا" 0.173188448110096 0.0531479886337759 0.0265816221740198 0.0880745831247324 0.252984194290247 0.072907253980142 0.165766664071875 0.170748117436116 0.0510089023958076 0.0316956994419464 0.059266921187844 0.0297979892186305 0.0216453915252596 0.162682242845855 0.14864249962081 0.313791122362065 0.131695351455686 0.0823610565021895
"فيها" 0.162492896130002 0.104593023831447 0.155356901328017 0.160594992739332 0.209945598811671 0.138793809428863 0.126214846015638 0.0998033603614072 0.133697017858485 0.0472818833024871 0.152209446194255 0.0687825259741471 0.147530431711638 0.153217706564346 0.155720713888468 0.138066066437452 0.116950833735457 0.11571415341304
"منه" 0.149506472543362 0.100117820615637 0.154261074736626 0.145583120048886 0.112011350483516 0.143200647891663 0.127542239226854 0.178339869478223 0.144435734152339 0.118819054189407 0.183904132141142 0.063792878327209 0.140125429347733 0.0920518777842072 0.19414530562718 0.108516684376867 0.103034216742834 0.0804165577692447
"بين" 0.146413434538308 0.11124642330274 0.128963135141092 0.15541848491504 0.125281163626383 0.158754195407426 0.116113158696383 0.167515821260983 0.0655061693925108 0.032719609330595 0.179299836547506 0.128984723284401 0.164618898705264 0.118054091340522 0.140553111886344 0.118653693660086 0.116182068774108 0.130314372712948
"قول" 0.14064650853823 0.0884743715408758 0.0222922438020048 0.0797675205686073 0.577817110692442 0.0317335573620233 0.182842790297521 0.0966870953310228 0.00859097303508339 0.150378232312867 0.0554121620861956 0.018792785062767 0.0506957854144238 0.165814633857172 0.102128520147631 0.323497308750748 0.0533010373201878 0.0649264831169721
"التي" 0.167219173829314 0.0942168889416937 0.0964953587047455 0.151868879549811 0.142940610774685 0.128532788498324 0.11233346277292 0.128711691281569 0.0590629396161983 0.0778399050903794 0.158794659659571 0.043787655518457 0.121328115654745 0.102964723888153 0.0687597957429597 0.200205933343589 0.0962138917011231 0.080746133825676
"عليهم" 0.137358348976783 0.123800754447976 0.139420451756078 0.186181731413687 0.123212485531867 0.167071022898494 0.0933449903955227 0.100466395474255 0.105239419679771 0.0432545044071357 0.173357082932465 0.123855178974464 0.159492358607176 0.117245732369859 0.109206734415289 0.106615995136263 0.127398152440967 0.152099350043059
"لأنه" 0.167233627277936 0.0657023197790121 0.16844420176234 0.121302833349233 0.164787869675298 0.182754183310223 0.135956562294563 0.165510140044619 0.0456395442488805 0.0377936516676762 0.157884508205015 0.01370987297383 0.178289672300165 0.107073881989021 0.233581070832701 0.0883947209496756 0.0295875950508883 0.100257036366411
"و" 0.124632087465333 0.0751675725982911 0.211431913476037 0.00675411020883758 0.0131184464530244 0.20861195605518 0.122727626562443 0.0249964237543601 0.110608777826699 0.0148353166088651 0.183529363895148 0.0227565238477178 0.0495565542815154 0.134254952377552 0.0869609181455079 0.67200768790784 0.00843670265275163 0.00988728169293992
"الدنيا" 0.0980449687256279 0.136790724844308 0.0999080758036479 0.168261154326735 0.16312283608703 0.12848958419967 0.0975971483094185 0.133120874782006 0.163228487666584 0.054790555819244 0.0908545304930183 0.285995411389454 0.230694304413951 0.123948375501604 0.0485363264067951 0.102611876469391 0.115295032280244 0.189044825969011
"الذين" 0.143226449117212 0.101345531232364 0.0703833764984646 0.23178430034197 0.0820407458946831 0.124363573678127 0.0648172854493856 0.0905374446593599 0.0434918009901096 0.159570667757624 0.112805242044072 0.0983007218667811 0.0774677170377712 0.143988941649281 0.0343798978714799 0.123113977744703 0.0656604124680273 0.126952696937349
"فإن" 0.105784790462574 0.0858209324660152 0.243430049944645 0.162345145384687 0.0695277662010291 0.0642447920998348 0.124302499863886 0.224271626920751 0.0225513042170939 0.0846659710147038 0.399663565191739 0.0127772285538416 0.0449996297498818 0.0673632475552193 0.269983315637798 0.0651809696911025 0.0922320834397777 0.0549073710014597
"عند" 0.120657389094353 0.106692012950367 0.0763947680855221 0.148910875078788 0.117208273501445 0.134170949472789 0.13327927768211 0.141574572470815 0.0993331257181517 0.0857353880095146 0.117195384354282 0.0992333662867695 0.213605837420325 0.106366567889691 0.109206734415289 0.122049591769965 0.103349607496207 0.109221505101343
"ومن" 0.162529029751557 0.0788903080167523 0.0878539832983504 0.147012822209881 0.0713441664791402 0.106844230573565 0.110893578611601 0.096024060218175 0.0375855070284898 0.0680331237124333 0.123941212782167 0.0498032120273824 0.0501261698479696 0.122230612688945 0.0697709692097679 0.15575514763667 0.083657397332425 0.134697734263485
"الناس" 0.100422561023905 0.106058355857863 0.0672837527113881 0.146618421613744 0.106461238522621 0.091744328193678 0.11271593200327 0.0874543313846179 0.0821511796479849 0.107191988564974 0.111520322343522 0.0551659174423159 0.11392311329084 0.0964304888752965 0.0758380100106173 0.273091030089938 0.138988762627457 0.115153874117107
"وقوله" 0.0443504070958339 0.0221383946693597 0.0356300188857886 0.08425382734966 0.0206867809451538 0.0356219442409642 0.039979283666629 0.130137216774192 0.00268467907346356 0.25543138688822 0.0546090872733522 0.00289119770196415 0.0051265400980878 0.0299766451620726 0.0546033672076445 0.542684791977165 0.304963146590468 0.0251136955000674
"بها" 0.124632087465333 0.100632667003297 0.165970764598915 0.137300707530019 0.131991753542737 0.119157455690211 0.117238068197414 0.0803267039215046 0.144435734152339 0.100229401322163 0.148086995488326 0.0725597358751003 0.168036592103989 0.102661589274154 0.124374336417412 0.115308480596624 0.0898666527894735 0.0815041587554681
"وإن" 0.156798237373034 0.0872862644924308 0.09461679883379 0.149576426084768 0.106007138453093 0.118941434196937 0.115955671366239 0.135706711722113 0.0300684056227919 0.0811164167340551 0.106327105220468 0.0366529257055455 0.0956954151643056 0.0352309784713797 0.19414530562718 0.108896822224987 0.0871266956195378 0.0613670617075138
"وهي" 0.152281534678737 0.0804744507480124 0.0907031324359662 0.0918460388252877 0.0772474673830011 0.146311357394815 0.109791167300591 0.0919795460298038 0.0869836019802193 0.0533798355282169 0.137914714525642 0.0700882281621309 0.082594257135859 0.0881111278022269 0.0829162242782749 0.211407328601546 0.0651281905717088 0.0677278795966385
