"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiay_1" "Ibn-Kathir_1" "Samarqandi_1"
"المخاطب" 0.0133333333333333 0 0.00933333333333333 0.004 0 0.00933333333333333 0 0.00533333333333333 0 0 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.012 0.00133333333333333 0 0
"النسخ" 0.00266666666666667 0.00133333333333333 0.004 0 0 0.00533333333333333 0.004 0.00933333333333333 0.004 0.00133333333333333 0.008 0 0.00266666666666667 0.00133333333333333 0.0133333333333333 0.004 0 0
"الوقف" 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.00933333333333333 0 0 0 0.008 0 0 0.008 0.00933333333333333 0.008 0 0.00133333333333333
"انقضاء" 0.004 0.00133333333333333 0 0.016 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.008 0.004 0.00133333333333333 0 0.008 0.00133333333333333 0.00133333333333333 0 0 0.00666666666666667
"بالنبوة" 0 0.004 0.00133333333333333 0.00266666666666667 0.008 0.00266666666666667 0 0.00266666666666667 0 0 0 0.024 0.008 0.00133333333333333 0 0.00133333333333333 0 0.00533333333333333
"بعبادة" 0.004 0.004 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.0106666666666667 0.00533333333333333 0 0.00666666666666667 0.00533333333333333 0 0 0.00133333333333333 0 0.00266666666666667 0.00666666666666667
"تسلية" 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.004 0.008 0.004 0.00533333333333333 0.00666666666666667 0 0.004 0 0.00133333333333333 0 0.004 0.0106666666666667 0 0
"تقتضي" 0.008 0 0.00133333333333333 0.00133333333333333 0 0 0.00266666666666667 0.0133333333333333 0 0 0 0 0 0 0.02 0.0146666666666667 0 0
"ثلاثاً" 0 0.00533333333333333 0.00666666666666667 0.0106666666666667 0.004 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0 0.004 0.00133333333333333 0 0 0.012 0.00133333333333333
"حبيب" 0.00666666666666667 0.008 0.00133333333333333 0 0.004 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.008 0.00933333333333333 0.00133333333333333
"رزق" 0.004 0.004 0.00533333333333333 0.00666666666666667 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.004
"سيرين" 0.00133333333333333 0.00666666666666667 0 0 0.00533333333333333 0 0.008 0.00133333333333333 0 0.008 0 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.008 0.008 0.004
"شركاء" 0.004 0 0.00666666666666667 0.004 0.00133333333333333 0.004 0 0.00666666666666667 0.016 0 0.00266666666666667 0 0 0.00533333333333333 0 0 0 0.0106666666666667
"عقولهم" 0.00533333333333333 0.004 0.00533333333333333 0.00533333333333333 0 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.008 0.00133333333333333 0.00666666666666667 0 0 0.00133333333333333 0.00133333333333333 0.004
"عنى" 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.0213333333333333 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0
"فكل" 0.00266666666666667 0.00266666666666667 0 0.004 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.0146666666666667 0.004 0 0.004 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667
"فـيـما" 0 0 0 0 0 0 0 0 0 0.0613333333333333 0 0 0 0 0 0 0 0
"فـيها" 0 0 0 0 0 0 0 0 0 0.0613333333333333 0 0 0 0 0 0 0 0
"قتال" 0.00266666666666667 0.0106666666666667 0.00266666666666667 0.00933333333333333 0 0.00266666666666667 0.00266666666666667 0 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.008 0.00266666666666667 0 0.004
"لأمر" 0.00266666666666667 0 0.00133333333333333 0.008 0.008 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.008 0 0.00266666666666667 0 0.00133333333333333 0.008 0.00266666666666667 0.00133333333333333
"لكونه" 0.00266666666666667 0 0.0146666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0 0.008 0 0 0.004 0 0.00266666666666667 0 0.0133333333333333 0.00133333333333333 0.004 0
"مؤمناً" 0.00266666666666667 0.004 0.00533333333333333 0.004 0.004 0.00666666666666667 0.004 0.008 0.00266666666666667 0 0 0.00266666666666667 0.004 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.00266666666666667
"محال" 0.004 0 0.00133333333333333 0.004 0 0.00133333333333333 0.004 0.0306666666666667 0 0 0.00933333333333333 0 0 0 0.004 0.00133333333333333 0.00133333333333333 0
"معكم" 0.004 0.00133333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.00266666666666667 0.004 0 0.00266666666666667 0.00133333333333333 0.00666666666666667
"نبيّ" 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0.012 0 0.00533333333333333 0.0226666666666667 0.0106666666666667 0 0 0.00533333333333333 0 0 0 0
"نص" 0.008 0 0.00133333333333333 0.00133333333333333 0 0 0.004 0.00266666666666667 0 0 0 0 0.00266666666666667 0.00133333333333333 0.02 0.016 0.004 0
"نعلم" 0.004 0.00133333333333333 0.004 0.004 0.004 0.00266666666666667 0.008 0.00533333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333
"وَأَطِيعُونِ" 0 0.00133333333333333 0.0213333333333333 0 0 0.00266666666666667 0.00133333333333333 0 0.008 0 0.00133333333333333 0.0186666666666667 0 0 0 0 0.00133333333333333 0.00533333333333333
"والوعيد" 0.008 0 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00666666666666667 0 0 0.004 0.00933333333333333 0.004 0 0.00133333333333333 0.004 0.00266666666666667 0
"والياء" 0.004 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.0266666666666667 0 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0 0.004
"وَعَلَى" 0 0.00133333333333333 0.004 0 0 0.00266666666666667 0 0.00133333333333333 0.0173333333333333 0 0.004 0.00666666666666667 0.004 0.00266666666666667 0.00933333333333333 0 0.00266666666666667 0.00533333333333333
"وكفر" 0.00666666666666667 0.004 0.00266666666666667 0.00266666666666667 0.004 0.008 0.00133333333333333 0 0.00266666666666667 0 0.00133333333333333 0.008 0.008 0 0.00533333333333333 0.00533333333333333 0.00133333333333333 0
"وهارون" 0.008 0.00533333333333333 0 0.00533333333333333 0.004 0.00133333333333333 0.004 0 0 0 0.00133333333333333 0.0106666666666667 0.00266666666666667 0.00666666666666667 0 0.00266666666666667 0.00133333333333333 0.008
"وَيْلٌ" 0 0.004 0.004 0 0 0.0106666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.004 0.00266666666666667 0.0133333333333333 0 0 0 0 0.00533333333333333 0.00933333333333333
"يحسن" 0.008 0 0.008 0.00266666666666667 0 0.004 0.004 0.00933333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0.0106666666666667 0.00133333333333333 0
"آثار" 0.00266666666666667 0 0.0106666666666667 0.004 0.00133333333333333 0.00933333333333333 0.00666666666666667 0.012 0 0 0.00533333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0.004 0.00133333333333333
"أَحْسَنَ" 0 0.00133333333333333 0.00666666666666667 0 0 0.00666666666666667 0.004 0.00266666666666667 0.0106666666666667 0 0.00266666666666667 0.004 0.00533333333333333 0 0.00533333333333333 0 0.00266666666666667 0.008
"أَخَافُ" 0 0.00266666666666667 0.00666666666666667 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.016 0 0.00133333333333333 0.0133333333333333 0.004 0 0.004 0 0.004 0.004
"أنزلنا" 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00666666666666667 0 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.0146666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.0106666666666667
"أَنفُسَهُمْ" 0 0.004 0.00666666666666667 0 0 0.00266666666666667 0 0.004 0.0146666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0 0.004 0 0.004 0.00666666666666667
"ٱلْحَكِيمُ" 0 0.00133333333333333 0.00666666666666667 0 0 0.00266666666666667 0.00266666666666667 0 0.02 0 0.00133333333333333 0.0173333333333333 0 0 0.00266666666666667 0 0.00133333333333333 0.004
"ٱلْحَمْدُ" 0 0.00266666666666667 0.008 0 0 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.0106666666666667 0 0.004 0.00933333333333333 0 0 0 0 0.004 0.008
"ٱلْعَلِيمُ" 0 0 0.004 0 0 0.004 0.004 0.00266666666666667 0.016 0 0 0.0146666666666667 0 0 0 0 0.008 0.00666666666666667
"إبراهيـم" 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0
"إحداهما" 0.00533333333333333 0.008 0 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00666666666666667 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00933333333333333 0 0.008 0.00133333333333333 0.00133333333333333 0.00133333333333333
"إِسْرَائِيلَ" 0 0.00133333333333333 0 0 0.00266666666666667 0 0.00266666666666667 0 0.00533333333333333 0 0 0.028 0.00266666666666667 0.00133333333333333 0.012 0 0.00266666666666667 0.00133333333333333
"إلياس" 0.004 0.00533333333333333 0.004 0.008 0.008 0.004 0.00533333333333333 0 0.00133333333333333 0 0.008 0 0 0.004 0 0.00133333333333333 0.00133333333333333 0.00533333333333333
"إِلَيْكُمْ" 0 0 0.004 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.004 0.0106666666666667 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00666666666666667
"إليهما" 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0.004 0.00533333333333333 0.004 0.00266666666666667 0.004 0 0.00266666666666667 0 0.008 0 0.00266666666666667 0.004 0.00533333333333333 0.00133333333333333
"الأخبار" 0.0106666666666667 0.00266666666666667 0 0.008 0 0.004 0.00533333333333333 0.00933333333333333 0 0.004 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.004
"البدن" 0.00533333333333333 0.004 0.004 0.00533333333333333 0.004 0.00133333333333333 0.00133333333333333 0.0146666666666667 0 0.00533333333333333 0.00133333333333333 0 0.008 0 0 0.00533333333333333 0 0
"الحافظ" 0.00133333333333333 0 0 0 0.00533333333333333 0 0.008 0 0 0 0 0 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.04 0
"الحر" 0.00266666666666667 0.00666666666666667 0.004 0.00133333333333333 0.004 0.00133333333333333 0 0.008 0.004 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.004 0.00933333333333333 0.00133333333333333 0.00133333333333333
"الصحيحين" 0 0 0 0.008 0 0 0.004 0 0.00266666666666667 0 0 0 0 0.00933333333333333 0 0.00133333333333333 0.0346666666666667 0
"الطلاق" 0 0.00666666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.004 0.004 0.00533333333333333 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0 0.0106666666666667 0 0.00133333333333333 0.00533333333333333
"الظالمين" 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00533333333333333 0.004 0.004 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0 0.0106666666666667 0.004 0.00266666666666667 0.004 0.008
"الظَّالِمِينَ" 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0.00266666666666667 0.00133333333333333 0 0.0186666666666667 0.00133333333333333 0.016 0 0 0.00266666666666667
"اللحم" 0.00266666666666667 0 0.004 0.00266666666666667 0.0133333333333333 0.004 0.008 0.00266666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0.0106666666666667 0 0 0.00266666666666667 0.00266666666666667 0
"اللّه" 0 0.00133333333333333 0 0 0.004 0.0106666666666667 0.0426666666666667 0 0 0 0 0 0 0 0.00133333333333333 0 0 0
"المسلم" 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.004 0 0 0.00133333333333333 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.008 0.00133333333333333 0.00133333333333333 0.00533333333333333
"المعرفة" 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.004 0 0.00533333333333333 0.004 0.0133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.004 0 0.004 0.00666666666666667 0.00133333333333333 0.00266666666666667
"النَّارِ" 0 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0.008 0.0173333333333333 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.008 0.00133333333333333 0 0.00266666666666667
"بِأَنَّ" 0 0.00666666666666667 0.008 0 0 0.004 0.00266666666666667 0.00133333333333333 0.00933333333333333 0 0.00266666666666667 0.008 0.00266666666666667 0 0.00533333333333333 0 0.004 0.00533333333333333
"بالعبادة" 0.00266666666666667 0 0.00533333333333333 0 0 0.008 0.00266666666666667 0.00666666666666667 0 0 0.004 0.0213333333333333 0.004 0 0.00266666666666667 0 0.00266666666666667 0
"بَصِيرٌ" 0 0.00266666666666667 0.00533333333333333 0 0 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.0173333333333333 0 0 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0 0.004 0.00533333333333333
"بَنِي" 0 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.004 0.00266666666666667 0 0 0.00266666666666667 0.00533333333333333 0.004 0.00933333333333333 0.00533333333333333 0.00266666666666667 0.00933333333333333 0 0 0.00266666666666667
"تبع" 0.004 0.00266666666666667 0.00533333333333333 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0.008 0.00133333333333333 0 0.00133333333333333 0.004 0.004 0 0 0.00533333333333333 0.004 0.008
"تسمع" 0.00533333333333333 0.004 0.004 0.008 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0 0.00133333333333333 0.00533333333333333 0 0 0.004 0.00533333333333333 0.00666666666666667
"تنبيه" 0.00933333333333333 0 0.0133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00933333333333333 0 0 0.004 0 0 0.00133333333333333 0.00933333333333333 0.004 0.00266666666666667 0.004
"داخل" 0.00933333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.008 0.004 0.00533333333333333 0.00133333333333333 0 0.00666666666666667 0.00533333333333333 0.004 0 0.004 0.00266666666666667 0 0
"سَبِيلاً" 0 0.00533333333333333 0.004 0 0 0.00533333333333333 0 0 0.0173333333333333 0.00133333333333333 0.00133333333333333 0.0146666666666667 0.00266666666666667 0 0 0 0.00133333333333333 0.00666666666666667
"سقط" 0.004 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.008 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333
"شامي" 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0 0 0
"طلوع" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00933333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.004 0 0.00266666666666667
"عروة" 0 0.008 0.00133333333333333 0.004 0.004 0 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.02 0.004
"غافر" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00666666666666667 0.008 0.00266666666666667 0.00266666666666667 0.004 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.0133333333333333 0.00533333333333333
"فصلت" 0.008 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.012 0 0.00133333333333333 0.008 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0
"فعلاً" 0.0133333333333333 0 0.004 0.004 0 0.00533333333333333 0.00533333333333333 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0 0 0.00666666666666667 0 0
"فهلا" 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.004 0 0.008 0.004 0.00266666666666667 0 0.0146666666666667 0 0.00133333333333333 0.00666666666666667
"قَالَتْ" 0 0.00533333333333333 0.008 0 0 0.00533333333333333 0 0 0.0133333333333333 0 0.00133333333333333 0.008 0.00533333333333333 0 0.00533333333333333 0 0.00133333333333333 0.00666666666666667
"كُلُواْ" 0 0.00266666666666667 0.00933333333333333 0 0 0.004 0.00133333333333333 0.00266666666666667 0.012 0 0.004 0.0106666666666667 0.00266666666666667 0 0.004 0 0.00133333333333333 0.00533333333333333
"كونهم" 0.00533333333333333 0 0.004 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0.0186666666666667 0 0 0.00933333333333333 0 0 0.00266666666666667 0.008 0.00133333333333333 0.00133333333333333 0
"كيسان" 0.00266666666666667 0.0146666666666667 0 0.00133333333333333 0 0.00133333333333333 0.012 0 0 0.00133333333333333 0.00533333333333333 0 0 0.0106666666666667 0 0.00933333333333333 0.00133333333333333 0
"كيفية" 0.00933333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0 0.00133333333333333 0.024 0.00133333333333333 0 0 0 0 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.004 0.00133333333333333
"لعن" 0 0.00266666666666667 0 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0 0 0.008 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00666666666666667 0.012
"لفظه" 0.0106666666666667 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0.008 0.00666666666666667 0.00533333333333333 0.00266666666666667
"لِمَنْ" 0 0.00133333333333333 0.008 0 0 0.00133333333333333 0.00266666666666667 0 0.0106666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.0106666666666667 0.00133333333333333 0.00133333333333333 0.008
"لَوْلاَ" 0 0.00533333333333333 0.012 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0 0.004 0.0146666666666667 0 0 0.00133333333333333 0 0.004 0.00266666666666667
"مَاذَا" 0 0.00133333333333333 0.004 0 0.00266666666666667 0.00533333333333333 0.008 0.00266666666666667 0.0133333333333333 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.004 0 0.00266666666666667 0.008
"متعلقة" 0.0133333333333333 0 0.00933333333333333 0.004 0 0.00133333333333333 0.004 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.00533333333333333 0.0133333333333333 0 0
"مختلف" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.012 0.00266666666666667 0.00133333333333333 0.004 0 0.00133333333333333 0.008 0.00266666666666667 0.00133333333333333 0.004 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667
"مخرج" 0.00533333333333333 0 0.00266666666666667 0 0.012 0.00266666666666667 0.00133333333333333 0 0 0.00266666666666667 0.00533333333333333 0 0 0.00266666666666667 0.0146666666666667 0.004 0.00666666666666667 0
"مسجد" 0.00133333333333333 0.00666666666666667 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00533333333333333 0.00266666666666667 0.0106666666666667 0 0.008 0.00133333333333333 0.00133333333333333 0.004
"مقامه" 0.004 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.008 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.004 0.00133333333333333 0
"مقدر" 0.00133333333333333 0 0.0133333333333333 0 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.004 0 0.004 0 0.004 0 0.0146666666666667 0.00933333333333333 0 0
"ملة" 0.00666666666666667 0 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.008 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00666666666666667 0 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333
"موت" 0.004 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0 0.004 0.004 0.00533333333333333 0.004 0.00666666666666667 0.00666666666666667 0 0.00266666666666667
"نَفْسٌ" 0 0.004 0.004 0 0.00133333333333333 0 0.00133333333333333 0 0.008 0.00666666666666667 0.00666666666666667 0.00933333333333333 0 0.00266666666666667 0.00533333333333333 0 0.00666666666666667 0.004
"نقل" 0.012 0 0 0.00133333333333333 0.004 0.004 0.00533333333333333 0.0133333333333333 0 0.00133333333333333 0 0 0.00133333333333333 0.00533333333333333 0.012 0 0 0
"نوحاً" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.0133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0 0.004 0.012 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.008
"وَٱتَّقُواْ" 0 0.00266666666666667 0.00933333333333333 0 0 0.008 0.00133333333333333 0.004 0.012 0 0.00133333333333333 0.0106666666666667 0 0 0.004 0 0.00266666666666667 0.004
"وإِن" 0 0 0 0 0 0 0.00133333333333333 0 0.004 0 0 0 0 0.052 0 0 0.00133333333333333 0.00133333333333333
"وَالْأَرْضِ" 0 0 0.00133333333333333 0 0.00266666666666667 0 0.00133333333333333 0 0.012 0 0.004 0.00266666666666667 0.0133333333333333 0.00133333333333333 0.0173333333333333 0.00266666666666667 0 0.00133333333333333
"والأصل" 0.004 0 0 0 0 0.00933333333333333 0.0146666666666667 0.004 0.00533333333333333 0 0.0106666666666667 0 0 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0.00133333333333333
"والجمهور" 0.0306666666666667 0 0 0 0.004 0.00133333333333333 0.00133333333333333 0 0 0 0 0 0 0.0133333333333333 0 0.008 0.00133333333333333 0
"والفعل" 0.0146666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0 0.004 0 0.00133333333333333 0.00266666666666667 0.012 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0
"والهاء" 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.00133333333333333 0 0.004 0.00533333333333333 0 0.004 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00933333333333333 0 0.004 0 0.00266666666666667
"وسمي" 0.00666666666666667 0.00133333333333333 0 0.00666666666666667 0.0133333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00133333333333333 0 0.004 0 0.00533333333333333 0.00266666666666667 0 0.00533333333333333 0 0
"وَكَذٰلِكَ" 0 0 0.0133333333333333 0 0 0.00533333333333333 0 0.00533333333333333 0.012 0 0.00133333333333333 0.016 0 0 0 0 0 0.00666666666666667
"وَلَكُمْ" 0 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.012 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.00666666666666667 0 0.00666666666666667 0.00266666666666667
"ولهم" 0.00666666666666667 0.004 0.00266666666666667 0.008 0.00933333333333333 0.004 0.00266666666666667 0 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.00133333333333333
"ويروى" 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0 0.00266666666666667 0.00933333333333333 0.00133333333333333 0 0.00133333333333333 0.00933333333333333 0 0.00133333333333333 0.00266666666666667 0 0.0173333333333333 0.00133333333333333 0.004
"يستوي" 0.004 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0.0106666666666667 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0 0.0146666666666667 0.004 0.00133333333333333 0 0 0.00533333333333333
"يصدقون" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0.004 0 0.00133333333333333 0.00133333333333333 0 0 0.028 0.00133333333333333 0 0 0.00133333333333333 0 0.016
"يملك" 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0 0 0.00666666666666667 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667
"آبائهم" 0.00266666666666667 0.004 0 0.004 0.00266666666666667 0.00266666666666667 0.00666666666666667 0 0.00666666666666667 0 0.00533333333333333 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333
"أسباب" 0.00133333333333333 0 0.012 0 0.00933333333333333 0.00666666666666667 0 0.00266666666666667 0 0.00133333333333333 0.0106666666666667 0 0.00266666666666667 0 0.00933333333333333 0.00133333333333333 0 0.00133333333333333
"أسد" 0.00266666666666667 0.00666666666666667 0.004 0.00266666666666667 0 0.004 0.008 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0.004 0.00133333333333333 0.004 0.004 0
"أصبح" 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.004 0.00133333333333333 0 0.004 0.00666666666666667 0 0.004 0.00666666666666667 0 0.004 0.004 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667
"ٱلظَّـٰلِمِينَ" 0 0.00666666666666667 0.0146666666666667 0 0 0.016 0 0.00266666666666667 0 0.00133333333333333 0 0 0 0 0 0 0.00533333333333333 0.012
"الإحسان" 0.0106666666666667 0 0.00133333333333333 0.008 0.004 0.00266666666666667 0.00133333333333333 0.008 0 0.00133333333333333 0.004 0.00133333333333333 0.00533333333333333 0 0.004 0.00133333333333333 0.004 0.00133333333333333
