identifier,مصر_الثورة_النظام_أى_هى_الدولة_الآن,الشرطة_الأمن_الثورة_التحرير_المتظاهرين_ميدان_مبارك,المجلس_مجلس_وزير_وزارة_أمس_الوزراء_المصرى,المحافظة_وفى_المحافظ_بالمحافظة_مدينة_جنيه_سيناء,مصر_هل_الآن_الناس_الله_ولكن_أحد,AY_العام_النيابة_الدولة_وزير_المستشار_مبارك,الفريق_النادى_الفنى_الكرة_الأول_الأهلى_المباراة,جنيه_مصر_الشركة_شركة_المالية_الشركات_ألف,يا_اللى_أنا_مش_ده_إيه_لى,المسلمين_مصر_الإسلامية_الأقباط_الله_الكنيسة_الإسلام,مدير_النيابة_اللواء_المتهم_الأمن_التحقيقات_القبض,الحزب_الانتخابات_الشعب_الوطنى_مجلس_الإخوان_المجلس,مصر_الأمريكية_المتحدة_العربية_إسرائيل_المصرية_الدول,القذافى_أمس_ليبيا_تونس_الرئيس_وفى_البلاد,الفيلم_فيلم_المصرى_وفى_مصر_العام_السينما
AY041546,0.222107081174439,4.93461633358006e-05,4.93461633358006e-05,4.93461633358006e-05,0.505847520355292,4.93461633358006e-05,0.00251665433012583,4.93461633358006e-05,0.0962743646681471,0.111078213668887,4.93461633358006e-05,4.93461633358006e-05,0.0617320503330866,4.93461633358006e-05,4.93461633358006e-05
AY041547,0.154293725902559,7.01016473887136e-05,7.01016473887136e-05,7.01016473887136e-05,0.567893445495969,0.00708026638626008,7.01016473887136e-05,7.01016473887136e-05,0.245425867507886,7.01016473887136e-05,0.0246056782334385,7.01016473887136e-05,7.01016473887136e-05,7.01016473887136e-05,7.01016473887136e-05
AY041548,0.000191754554170662,0.0289549376797699,0.000191754554170662,0.249472674976031,0.0289549376797699,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.105656759348035,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.585043144774688,0.000191754554170662
AY041549,0.123013859066953,3.90396252195979e-05,3.90396252195979e-05,3.90396252195979e-05,3.90396252195979e-05,0.0195588522350185,3.90396252195979e-05,0.00394300214717939,3.90396252195979e-05,0.117157915284013,3.90396252195979e-05,3.90396252195979e-05,0.507554167479992,0.228420847159867,3.90396252195979e-05
AY041550,0.172135963071758,8.39278220730172e-05,8.39278220730172e-05,8.39278220730172e-05,8.39278220730172e-05,0.159546789760806,8.39278220730172e-05,8.39278220730172e-05,8.39278220730172e-05,8.39278220730172e-05,0.0420478388585816,8.39278220730172e-05,0.625346202266051,8.39278220730172e-05,8.39278220730172e-05
AY041551,0.000361663652802893,0.126943942133816,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.41627486437613,0.45244122965642,0.000361663652802893
AY041552,0.156787013713966,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,0.0364399664147775,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,5.59753708368318e-05,0.0252448922474111,0.78091239854464,5.59753708368318e-05,5.59753708368318e-05
AY041553,0.000297176820208024,0.193462109955423,0.0151560178306092,0.342050520059435,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.000297176820208024,0.0448736998514116,0.000297176820208024,0.000297176820208024,0.386627043090639,0.0151560178306092
AY041554,0.195461708162622,6.30318310746927e-05,6.30318310746927e-05,6.30318310746927e-05,0.0851560037819099,0.0252757642609518,6.30318310746927e-05,6.30318310746927e-05,6.30318310746927e-05,6.30318310746927e-05,6.30318310746927e-05,6.30318310746927e-05,0.39086038449417,0.0788528206744406,0.223826032146234
AY041555,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.123266364225535,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.162151652624757,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.324173687621517,0.000129617627997408,0.38898250162022
AY041556,5.372011818426e-05,0.0322857910287403,5.372011818426e-05,0.0430298146655923,5.372011818426e-05,5.372011818426e-05,5.372011818426e-05,5.372011818426e-05,0.0269137792103143,5.372011818426e-05,0.883749664249261,0.0134837496642493,5.372011818426e-05,5.372011818426e-05,5.372011818426e-05
AY041557,8.42815002107038e-05,0.0169405815423515,8.42815002107038e-05,0.0422250316055626,0.0801517067003793,0.122292456805731,8.42815002107038e-05,8.42815002107038e-05,8.42815002107038e-05,8.42815002107038e-05,0.720691108301728,8.42815002107038e-05,0.0169405815423515,8.42815002107038e-05,8.42815002107038e-05
AY041558,6.79578661230037e-05,0.0442405708460754,6.79578661230037e-05,0.102004757050629,6.79578661230037e-05,6.79578661230037e-05,6.79578661230037e-05,6.79578661230037e-05,6.79578661230037e-05,6.79578661230037e-05,0.85293917770982,6.79578661230037e-05,6.79578661230037e-05,6.79578661230037e-05,6.79578661230037e-05
AY041559,0.000169061707523246,0.000169061707523246,0.68486897717667,0.126965342349958,0.000169061707523246,0.186136939983094,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246,0.000169061707523246
AY041560,0.000122473974280465,0.000122473974280465,0.177709736680955,0.128720146968769,0.000122473974280465,0.0919779546846295,0.00624617268830374,0.000122473974280465,0.000122473974280465,0.000122473974280465,0.496142069810165,0.000122473974280465,0.000122473974280465,0.000122473974280465,0.0981016533986528
AY041561,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.116861081654295,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.880381760339342,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513
AY041562,8.49978750531237e-05,0.0510837229069273,8.49978750531237e-05,8.49978750531237e-05,8.49978750531237e-05,8.49978750531237e-05,8.49978750531237e-05,0.00433489162770931,8.49978750531237e-05,8.49978750531237e-05,8.49978750531237e-05,0.123331916702082,8.49978750531237e-05,0.531321716957076,0.289077773055674
AY041563,0.158141005374644,6.32311097059753e-05,6.32311097059753e-05,6.32311097059753e-05,0.395257666772052,6.32311097059753e-05,6.32311097059753e-05,6.32311097059753e-05,6.32311097059753e-05,6.32311097059753e-05,0.0380018969332912,0.328865001580778,6.32311097059753e-05,6.32311097059753e-05,0.0791021182421751
AY041564,6.48718780408693e-05,6.48718780408693e-05,6.48718780408693e-05,6.48718780408693e-05,0.356860201102822,6.48718780408693e-05,6.48718780408693e-05,6.48718780408693e-05,0.304962698670126,6.48718780408693e-05,6.48718780408693e-05,6.48718780408693e-05,0.0843983133311709,6.48718780408693e-05,0.253065196237431
AY041565,3.58873138345595e-05,0.0502781266822178,3.58873138345595e-05,0.696249775704289,3.58873138345595e-05,3.58873138345595e-05,0.0108020814642024,0.132818948501705,3.58873138345595e-05,3.58873138345595e-05,0.109492194509241,3.58873138345595e-05,3.58873138345595e-05,3.58873138345595e-05,3.58873138345595e-05
AY041566,0.256219709208401,0.0738979921532426,4.61573967228248e-05,4.61573967228248e-05,4.61573967228248e-05,0.108516039695361,4.61573967228248e-05,4.61573967228248e-05,4.61573967228248e-05,0.487006692822525,0.0185091160858528,4.61573967228248e-05,0.0554350334641126,4.61573967228248e-05,4.61573967228248e-05
AY041567,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.935457348406989,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.0104830421377184,0.0515930113052415,0.000205549845837616,0.000205549845837616,0.000205549845837616
AY041568,0.155542758422113,5.75871004894904e-05,0.103714367981572,5.75871004894904e-05,5.75871004894904e-05,0.0173337172473366,5.75871004894904e-05,0.529858911603801,5.75871004894904e-05,5.75871004894904e-05,5.75871004894904e-05,5.75871004894904e-05,0.192974373740282,5.75871004894904e-05,5.75871004894904e-05
AY041569,0.246386242156635,4.64792005577504e-05,4.64792005577504e-05,4.64792005577504e-05,0.167371601208459,4.64792005577504e-05,0.118568440622821,4.64792005577504e-05,4.64792005577504e-05,0.0302579595630955,4.64792005577504e-05,0.0581454798977458,0.371880083662561,4.64792005577504e-05,0.00701835928422031
AY041570,0.0128417037507947,0.000127145581691036,0.654926891290528,0.000127145581691036,0.000127145581691036,0.000127145581691036,0.000127145581691036,0.133630006357279,0.000127145581691036,0.000127145581691036,0.000127145581691036,0.197202797202797,0.000127145581691036,0.000127145581691036,0.000127145581691036
AY041571,0.193503480278422,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.0310904872389791,0.0233565351894818,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.00788863109048724,0.673008507347254,0.000154679040989946,0.0697602474864656
AY041572,8.08734330772341e-05,8.08734330772341e-05,0.804771532551557,0.044561261625556,8.08734330772341e-05,8.08734330772341e-05,0.0607359482410028,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,0.0364739183178326,8.08734330772341e-05,0.0526486049332794,8.08734330772341e-05
AY041573,0.35060423654827,0.00506364012314479,9.18990947939163e-06,0.00414464917520562,0.208620135091669,0.0294169002435326,9.18990947939163e-06,0.0482562146762854,0.00919909938887102,0.13096539999081,9.18990947939163e-06,0.014713045076506,0.198970730138308,9.18990947939163e-06,9.18990947939163e-06
AY041574,0.297182025894897,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.419040365575019,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.281949733434882,0.000152322924600152,0.000152322924600152,0.000152322924600152
AY041575,0.107897240723121,6.34316523945449e-05,0.00640659689184903,0.0730098319061211,0.21255946717412,6.34316523945449e-05,6.34316523945449e-05,0.0381224230891215,0.0508087535680304,6.34316523945449e-05,6.34316523945449e-05,0.507516650808754,0.00323501427212179,6.34316523945449e-05,6.34316523945449e-05
AY041576,0.279087908790879,6.000600060006e-05,6.000600060006e-05,0.126072607260726,0.126072607260726,6.000600060006e-05,6.000600060006e-05,6.000600060006e-05,0.0120612061206121,6.000600060006e-05,6.000600060006e-05,0.447104710471047,0.00906090609060906,6.000600060006e-05,6.000600060006e-05
AY041577,0.201862390067253,0.000103466114847387,0.000103466114847387,0.000103466114847387,0.160475944128298,0.000103466114847387,0.000103466114847387,0.000103466114847387,0.0880496637351267,0.000103466114847387,0.000103466114847387,0.39327470253492,0.000103466114847387,0.000103466114847387,0.155302638385929
AY041578,0.0796054724785237,6.36334712058543e-05,6.36334712058543e-05,6.36334712058543e-05,0.222780782691696,6.36334712058543e-05,0.0127903277123767,0.120967228762329,6.36334712058543e-05,6.36334712058543e-05,6.36334712058543e-05,0.563219853643016,6.36334712058543e-05,6.36334712058543e-05,6.36334712058543e-05
AY041579,0.182111284451378,0.000104004160166407,0.000104004160166407,0.0261050442017681,0.187311492459698,0.000104004160166407,0.000104004160166407,0.000104004160166407,0.000104004160166407,0.0937077483099324,0.0157046281851274,0.494123764950598,0.000104004160166407,0.000104004160166407,0.000104004160166407
AY041580,0.000121728545343883,0.000121728545343883,0.000121728545343883,0.115763846622033,0.158368837492392,0.000121728545343883,0.0731588557516738,0.000121728545343883,0.0305538648813147,0.000121728545343883,0.000121728545343883,0.620937309799148,0.000121728545343883,0.000121728545343883,0.000121728545343883
AY041581,0.229348182115952,6.55093350802489e-05,0.0164428431051425,0.0885031116934163,0.167114313789715,6.55093350802489e-05,6.55093350802489e-05,6.55093350802489e-05,6.55093350802489e-05,6.55093350802489e-05,0.00661644284310514,0.491385522436947,6.55093350802489e-05,6.55093350802489e-05,6.55093350802489e-05
AY041582,0.147926433465561,7.21240533717995e-05,7.21240533717995e-05,0.137107825459791,0.21644428416877,7.21240533717995e-05,0.00367832672196177,7.21240533717995e-05,0.0902271907681212,7.21240533717995e-05,0.00728452939055175,0.396754417598269,7.21240533717995e-05,7.21240533717995e-05,7.21240533717995e-05
AY041583,0.0659348701061105,7.31796560556165e-05,7.31796560556165e-05,0.0988657153311379,0.219612147822905,7.31796560556165e-05,7.31796560556165e-05,0.0147091108671789,0.0256860592755214,0.0732528357116722,7.31796560556165e-05,0.501353823637029,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05
AY041584,0.376541189307147,0.00010911074740862,0.00010911074740862,0.0437534097108565,0.109219858156028,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.0382978723404255,0.00010911074740862,0.00010911074740862,0.431096563011457,0.00010911074740862,0.00010911074740862,0.00010911074740862
AY041585,0.131983042863872,9.42063118228921e-05,9.42063118228921e-05,0.0990108337258596,0.315685350918512,9.42063118228921e-05,9.42063118228921e-05,9.42063118228921e-05,9.42063118228921e-05,9.42063118228921e-05,9.42063118228921e-05,0.452284503061705,9.42063118228921e-05,9.42063118228921e-05,9.42063118228921e-05
AY041586,0.15189725627554,0.000116754232340922,0.000116754232340922,0.000116754232340922,0.221949795680093,0.000116754232340922,0.0117921774664332,0.000116754232340922,0.000116754232340922,0.000116754232340922,0.000116754232340922,0.613076474022183,0.000116754232340922,0.000116754232340922,0.000116754232340922
AY041587,0.195315114333519,0.00011154489682097,0.00011154489682097,0.0670384829894032,0.212046848856665,0.00011154489682097,0.00568878973786949,0.00011154489682097,0.0279977691020636,0.00011154489682097,0.00011154489682097,0.490909090909091,0.00011154489682097,0.00011154489682097,0.00011154489682097
AY041588,0.00547504025764895,0.000107353730542136,0.000107353730542136,0.139667203435319,0.187976382179281,0.000107353730542136,0.000107353730542136,0.00547504025764895,0.0430488459473967,0.000107353730542136,0.0537842190016103,0.493934514224369,0.000107353730542136,0.000107353730542136,0.0698872785829308
AY041589,0.757931251970987,2.10238620834647e-05,0.00212341007042994,2.10238620834647e-05,0.111447492904447,2.10238620834647e-05,2.10238620834647e-05,0.00212341007042994,2.10238620834647e-05,2.10238620834647e-05,2.10238620834647e-05,0.126164196362872,2.10238620834647e-05,2.10238620834647e-05,2.10238620834647e-05
AY041590,0.297204490424829,4.40237728373322e-05,4.40237728373322e-05,4.40237728373322e-05,0.222364076601365,4.40237728373322e-05,4.40237728373322e-05,4.40237728373322e-05,0.0990975126568347,4.40237728373322e-05,4.40237728373322e-05,4.40237728373322e-05,0.288399735857363,0.00664758969843716,0.085890380805635
AY041591,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.175455158462576,0.000134861766689144,0.0271072151045179,0.121510451786918,0.344032366824005,0.0743088334457181,0.000134861766689144,0.148482805124747,0.108024275118004,0.000134861766689144,0.000134861766689144
AY041592,0.382393739996443,0.0444958207362618,3.55682020273875e-05,3.55682020273875e-05,0.364609638982749,0.0178196692157211,3.55682020273875e-05,0.0605015116485862,0.0516094611417393,3.55682020273875e-05,3.55682020273875e-05,3.55682020273875e-05,3.55682020273875e-05,3.55682020273875e-05,0.0782856126622799
AY041593,0.33446088794926,3.84393619065923e-05,3.84393619065923e-05,0.0115702479338843,0.28256774937536,0.00772631174322506,3.84393619065923e-05,3.84393619065923e-05,0.0749951950797617,3.84393619065923e-05,3.84393619065923e-05,0.105746684605036,0.173015567941572,0.00964827983855468,3.84393619065923e-05
AY041594,0.144631086540506,0.0532000850520944,4.25260472039124e-05,4.25260472039124e-05,0.180778226663832,4.25260472039124e-05,4.25260472039124e-05,0.0659578992132681,0.0319370614501382,4.25260472039124e-05,0.0128003402083776,0.338124601318307,0.172273017223049,4.25260472039124e-05,4.25260472039124e-05
AY041595,0.413056221689315,5.32907007727152e-05,5.32907007727152e-05,5.32907007727152e-05,0.122621902478018,5.32907007727152e-05,5.32907007727152e-05,5.32907007727152e-05,5.32907007727152e-05,5.32907007727152e-05,5.32907007727152e-05,0.463682387423395,5.32907007727152e-05,5.32907007727152e-05,5.32907007727152e-05
AY041596,3.46440325653906e-05,3.46440325653906e-05,0.162861597089901,0.505837519487268,0.0450718863675732,3.46440325653906e-05,3.46440325653906e-05,0.280651307812229,3.46440325653906e-05,3.46440325653906e-05,0.00523124891737398,3.46440325653906e-05,3.46440325653906e-05,3.46440325653906e-05,3.46440325653906e-05
AY041597,0.283791125867794,6.03682463024449e-05,0.0875943253848476,6.03682463024449e-05,0.504135224871717,6.03682463024449e-05,6.03682463024449e-05,6.03682463024449e-05,0.0845759130697253,6.03682463024449e-05,6.03682463024449e-05,6.03682463024449e-05,6.03682463024449e-05,6.03682463024449e-05,0.0392997283428916
AY041598,0.0795235394214407,0.000113442994895065,0.385819625638117,0.124900737379467,0.000113442994895065,0.000113442994895065,0.000113442994895065,0.357458876914351,0.000113442994895065,0.000113442994895065,0.0511627906976744,0.000113442994895065,0.000113442994895065,0.000113442994895065,0.000113442994895065
AY041599,0.000118133490844654,0.000118133490844654,0.000118133490844654,0.20685174246899,0.000118133490844654,0.000118133490844654,0.000118133490844654,0.714825753101004,0.000118133490844654,0.000118133490844654,0.000118133490844654,0.07690490253987,0.000118133490844654,0.000118133490844654,0.000118133490844654
AY041600,0.141623231571109,0.000148920327624721,0.53626209977662,0.0820551005212212,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.193745346239762,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.000148920327624721,0.044825018615041,0.000148920327624721,0.000148920327624721
AY041601,0.330003083564601,6.16712920135677e-05,0.0370644465001542,0.0617329633055812,0.218994757940179,6.16712920135677e-05,6.16712920135677e-05,6.16712920135677e-05,0.265248226950355,0.00314523589269195,0.0493987049028677,6.16712920135677e-05,6.16712920135677e-05,6.16712920135677e-05,0.0339808818994758
AY041602,0.0248450285147533,4.95908752789487e-05,0.394297049342921,4.95908752789487e-05,4.95908752789487e-05,0.0669972725018597,4.95908752789487e-05,0.0124473096950161,0.0248450285147533,4.95908752789487e-05,0.109149516488966,0.367022067939499,4.95908752789487e-05,4.95908752789487e-05,4.95908752789487e-05
AY041603,0.0833073322932917,0.000104004160166407,0.000104004160166407,0.0261050442017681,0.000104004160166407,0.000104004160166407,0.000104004160166407,0.000104004160166407,0.000104004160166407,0.0417056682267291,0.0469058762350494,0.800936037441498,0.000104004160166407,0.000104004160166407,0.000104004160166407
AY041604,0.10514165792235,0.304512067156348,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.398950682056663,0.189087093389297,0.000209863588667366,0.000209863588667366
AY041605,0.11927661323469,8.2203041512536e-05,8.2203041512536e-05,8.2203041512536e-05,8.2203041512536e-05,8.2203041512536e-05,8.2203041512536e-05,8.2203041512536e-05,8.2203041512536e-05,0.0699547883271681,8.2203041512536e-05,8.2203041512536e-05,0.526181668721743,0.283682696259762,8.2203041512536e-05
AY041606,0.000130463144161774,0.0392694063926941,0.000130463144161774,0.698108284409654,0.000130463144161774,0.000130463144161774,0.000130463144161774,0.228440965427267,0.000130463144161774,0.000130463144161774,0.000130463144161774,0.000130463144161774,0.0327462491846053,0.000130463144161774,0.000130463144161774
AY041607,0.000191754554170662,0.000191754554170662,0.134419942473634,0.000191754554170662,0.000191754554170662,0.0864813039309684,0.000191754554170662,0.000191754554170662,0.287823585810163,0.000191754554170662,0.489165867689358,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.000191754554170662
AY041608,0.262242052426101,0.00011154489682097,0.00011154489682097,0.0168432794199665,0.145119910764083,0.0224205242610151,0.00011154489682097,0.00011154489682097,0.00011154489682097,0.00011154489682097,0.00011154489682097,0.00011154489682097,0.552258784160625,0.00011154489682097,0.00011154489682097
AY041609,0.115939447907391,0.000178094390026714,0.445414069456812,0.000178094390026714,0.000178094390026714,0.0625111308993767,0.000178094390026714,0.320747996438112,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.053606411398041,0.000178094390026714,0.000178094390026714,0.000178094390026714
AY041610,0.000106213489113117,0.0425916091343601,0.000106213489113117,0.297503983005842,0.000106213489113117,0.0425916091343601,0.000106213489113117,0.605523101433882,0.000106213489113117,0.000106213489113117,0.000106213489113117,0.0107275624004249,0.000106213489113117,0.000106213489113117,0.000106213489113117
AY041611,0.152475247524752,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.12962680883473,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.106778370144707,0.609444021325209,0.000152322924600152,0.000152322924600152
AY041612,0.000139567341242149,0.118771807397069,0.195533845080251,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.042009769713887,0.042009769713887,0.000139567341242149,0.000139567341242149,0.47466852756455,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.125750174459177
AY041613,0.00010851871947911,0.00010851871947911,0.0489419424850787,0.00010851871947911,0.00010851871947911,0.00010851871947911,0.00010851871947911,0.00553445469343462,0.00010851871947911,0.00010851871947911,0.00010851871947911,0.309386869234943,0.255127509495388,0.00010851871947911,0.379924036896365
AY041614,0.00816821674080065,0.0607359482410028,0.117347351395067,8.08734330772341e-05,8.08734330772341e-05,0.0202992317023858,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05,0.792640517589972,8.08734330772341e-05,8.08734330772341e-05,8.08734330772341e-05
AY041615,0.173558368495077,9.3764650726676e-05,0.154805438349742,0.328270042194093,0.0938584153774027,0.00947022972339428,9.3764650726676e-05,9.3764650726676e-05,9.3764650726676e-05,9.3764650726676e-05,0.0469760900140647,9.3764650726676e-05,0.192311298640413,9.3764650726676e-05,9.3764650726676e-05
AY041616,0.000122473974280465,0.147091243110839,0.116472749540723,0.0368646662584201,0.000122473974280465,0.000122473974280465,0.000122473974280465,0.000122473974280465,0.000122473974280465,0.0491120636864666,0.0246172688303735,0.514513165952235,0.110349050826699,0.000122473974280465,0.000122473974280465
AY041617,0.000405679513184584,0.000405679513184584,0.243813387423935,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.487221095334686,0.040973630831643,0.223529411764706,0.000405679513184584,0.000405679513184584,0.000405679513184584
AY041618,0.000124766063630692,0.1747972551466,0.112414223331254,0.536618839675608,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.1747972551466,0.000124766063630692,0.000124766063630692
AY041619,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.973132454488387,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.000125549278091651,0.0252354048964218,0.000125549278091651
AY041620,0.184418673803152,5.94707106749926e-05,5.94707106749926e-05,0.0119536128456735,0.52340172465061,5.94707106749926e-05,0.151709782931906,0.0625037169194172,5.94707106749926e-05,5.94707106749926e-05,5.94707106749926e-05,5.94707106749926e-05,5.94707106749926e-05,5.94707106749926e-05,0.0654772524531668
AY041621,0.0299489706141123,3.51926799225761e-05,3.51926799225761e-05,3.51926799225761e-05,0.0405067745908851,3.51926799225761e-05,0.82882280485659,0.0950554284708781,3.51926799225761e-05,3.51926799225761e-05,3.51926799225761e-05,3.51926799225761e-05,3.51926799225761e-05,0.00531409466830899,3.51926799225761e-05
AY041622,6.38365783593999e-05,0.0511330992658793,6.38365783593999e-05,6.38365783593999e-05,0.105394190871369,6.38365783593999e-05,0.545866581551229,6.38365783593999e-05,0.0287902968400894,6.38365783593999e-05,6.38365783593999e-05,0.236259176508139,0.0319821257580594,6.38365783593999e-05,6.38365783593999e-05
AY041623,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.0630007855459544,0.000157109190887667,0.934956794972506,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667
AY041624,0.178857364943646,7.77302759424796e-05,7.77302759424796e-05,7.77302759424796e-05,7.77302759424796e-05,7.77302759424796e-05,7.77302759424796e-05,0.0311698406529343,7.77302759424796e-05,7.77302759424796e-05,7.77302759424796e-05,7.77302759424796e-05,0.342090944422853,7.77302759424796e-05,0.4470268169452
AY041625,0.186437692646411,2.93556436224864e-05,2.93556436224864e-05,2.93556436224864e-05,0.226067811536768,2.93556436224864e-05,0.020578306179363,0.00883604873036841,0.0543372963452224,0.00296492000587113,2.93556436224864e-05,2.93556436224864e-05,2.93556436224864e-05,2.93556436224864e-05,0.500543079407016
AY041626,0.196448271222925,2.69070361899637e-05,2.69070361899637e-05,2.69070361899637e-05,0.0753666083680883,2.69070361899637e-05,0.00675366608368088,0.0376967577021391,0.0578770348446119,2.69070361899637e-05,2.69070361899637e-05,2.69070361899637e-05,0.141288847033499,0.0121350733216736,0.472245392170052
AY041627,0.313798355162961,6.09198903441974e-05,0.195004568991776,6.09198903441974e-05,0.0670727992689613,0.0335668595796528,0.350350289369479,0.0152908924763935,0.0244288760280231,6.09198903441974e-05,6.09198903441974e-05,6.09198903441974e-05,6.09198903441974e-05,6.09198903441974e-05,6.09198903441974e-05
AY041628,0.278823073945025,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,0.0310491676345335,0.4801393728223,0.0697638404955478,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,7.74293457220286e-05,0.139450251645374,7.74293457220286e-05,7.74293457220286e-05
AY041629,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.0513213981244672,0.000170502983802217,0.750383631713555,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.196248934356351
AY041630,0.000128783000643915,0.103155183515776,0.000128783000643915,0.000128783000643915,0.000128783000643915,0.0580811332904057,0.186864133934321,0.000128783000643915,0.000128783000643915,0.000128783000643915,0.000128783000643915,0.0580811332904057,0.35428203477141,0.116033483580167,0.122472633612363
AY041631,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.869350411710887,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.128270814272644,0.000182982616651418,0.000182982616651418
AY041632,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.265323435843054,0.000212089077412513,0.509225874867444,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.000212089077412513,0.222905620360551,0.000212089077412513,0.000212089077412513
AY041633,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.0731470230862697,0.717132442284326,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.000243013365735115,0.206804374240583,0.000243013365735115,0.000243013365735115
AY041634,0.09479121825226,8.6095566078347e-05,0.284201463624623,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,0.0517434352130865,8.6095566078347e-05,0.0259147653895824,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,0.314334911752045,8.6095566078347e-05,0.228239345673698
AY041635,0.170118433039781,6.07348921955664e-05,6.07348921955664e-05,6.07348921955664e-05,0.4616459155785,6.07348921955664e-05,0.0273914363802004,0.0365016702095354,6.07348921955664e-05,6.07348921955664e-05,0.00309747950197388,6.07348921955664e-05,0.249073792894018,6.07348921955664e-05,0.051685393258427
AY041636,0.228769184471863,0.0391814625338549,6.01865783930184e-05,6.01865783930184e-05,0.469515498043936,6.01865783930184e-05,6.01865783930184e-05,6.01865783930184e-05,0.0120975022569967,0.147517303641288,6.01865783930184e-05,6.01865783930184e-05,0.0783027384893169,6.01865783930184e-05,0.0241348179356004
AY041637,0.0768968456947997,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.852685421994885,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.000170502983802217,0.0683716965046888,0.000170502983802217,0.000170502983802217,0.000170502983802217
