"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.0101406228713987,0.0101228858100307,0.00979785416046177,0.00927638455624213,0.00955263928704896,0.21100752174576,0.00940542167769444,0.00967192102474887,0.00949898467641072,0.00969231864532208,0.634847019077441,0.00949455041106871,0.00896908996804126,0.0104594465494887,0.00925376980299791,0.0100510507114902,0.00944178265349887,0.00931673637085436
