"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.00672208166892818,0.00615484626847216,0.00648366398747557,0.00637438921680978,0.00656785523123852,0.00676852344646114,0.00691082900007818,0.00720388406686369,0.107848183015814,0.00756101388553959,0.0376962637658961,0.00607289019047282,0.00709386424094336,0.114745159507086,0.00685494985598772,0.580286478160513,0.0721538275295874,0.006501296961833
