author_id,author_name,text_hash,words,sura,aaya
02-13,"البغوي",f764d464bb82ee1d0a24a819d8d45105,4401,17,2
02-13,"البغوي",cd495d5b2d0a664ba36f3bf8506fe380,3749,18,10
02-13,"البغوي",63f5e3f4b3edc9b555d1db1f8f38cbaa,3262,4,43
02-13,"البغوي",739484e1eadad89cc5ba99cf96a31655,3181,21,82
02-13,"البغوي",a069eff3bbdaad1c5022d2e37ecbf0cf,3162,2,196
02-13,"البغوي",5b235e0941ee3933cf3e949d2f435ac6,3153,33,8
02-13,"البغوي",b658cc670d2cd56f7ba8adcf4f7aedab,3146,110,1
02-13,"البغوي",b0a4df59b2e25faa20fdc464260f1244,3131,48,21
02-13,"البغوي",61e1fff403468bd8fe0deb3c5fe4041f,2871,1,1
02-13,"البغوي",94c01c086f1431bfa4c71b50ee51003d,2859,2,184
02-13,"البغوي",feadf0696f8226657a4bde51ac172e91,2775,62,1
02-13,"البغوي",ae7de6d6ec94b33cbdd6a8bf095945be,2730,37,123
02-13,"البغوي",99018ed5226ccd6d4c5498287674b9a8,2655,48,18
02-13,"البغوي",f9a9446ac7a93c3f5d6dae8249976d34,2624,33,24
02-13,"البغوي",dad9d8204ffd26ce6843bdab76d977a3,2537,17,1
02-13,"البغوي",cd9bb78f91899d1b43c68ff30bdbc25d,2522,3,103
02-13,"البغوي",c672f0b76d9cc904051caf8399c6c5f5,2153,7,76
02-13,"البغوي",bef76fdc341ed9fc3b18c52256723c30,2121,2,259
02-13,"البغوي",1475c3b2a15d2f750239ab6f4f0f208f,2114,2,250
02-13,"البغوي",436c3201e6fcc712577086f18f0c043c,2113,24,11
02-13,"البغوي",c9d12c3abd67576407987833545bb3c7,2058,9,116
02-13,"البغوي",5920f4288f468da59d12ee09f35f00fa,2003,27,25
02-13,"البغوي",0b64cf7f3c1ba21cb908130287b1b8a1,2001,2,219
02-13,"البغوي",16ac9403125ce668b8d03a57ca5d5260,1977,4,11
02-13,"البغوي",fa4bd12bd57e6dbf642555283691c35e,1974,49,12
02-13,"البغوي",8800d906ef74870d6f31e5a1622917ae,1956,2,222
02-13,"البغوي",2194da7cacf4c252950bdec9641e5587,1955,17,79
02-13,"البغوي",4e7aee0e0b929c6815a3567123c0673d,1910,2,1
02-13,"البغوي",6819c023bd8b59a2e2d1a17e5df8694f,1907,48,26
02-13,"البغوي",bf177d151323959472f68d56b46f5ab2,1892,2,100
02-13,"البغوي",eea1ba165f98c04f460b6bb210c41cd6,1852,9,24
02-13,"البغوي",077a5d4bb772ded61c4e0c3b7f3cd5e0,1818,24,7
02-13,"البغوي",883abb3e53b373558bf42c84c409d5d4,1795,46,29
02-13,"البغوي",b25dcc985b3b695b5bf4401462042994,1765,38,34
02-13,"البغوي",11c532215ee68c6d2ae1ecd4f84034a5,1722,2,226
02-13,"البغوي",2a0d4520e3b63508d581e646e7ff44f3,1707,9,40
02-13,"البغوي",0aa183b49e39ca8b97c494ebe7e8eab6,1703,9,59
02-13,"البغوي",ec64fc9b91f1fee3a150c9faa7a36298,1688,4,102
02-13,"البغوي",13dda18799a8bdfb54c34b49580223a8,1687,2,204
02-13,"البغوي",e0dc2e40ba6a91790baf00127953cd13,1680,2,229
02-13,"البغوي",85202e1551a34fd5b974d013a1347741,1680,2,282
02-13,"البغوي",1f4d29ba706933ed28f85dc0725210bb,1640,3,166
02-13,"البغوي",55e8be8ce754a8f7f90cd69eb088994f,1608,3,94
02-13,"البغوي",eb7fec9d6a0f2e37b8484cda71082c72,1607,105,1
02-13,"البغوي",5dd1210326db0cf165cb26168c81cd24,1591,49,2
02-13,"البغوي",c9ad9fe1b05f1a1c8954a9e4af78f312,1578,2,265
02-13,"البغوي",1381538f0f01ef38e3255b6a54622336,1553,2,255
02-13,"البغوي",87dc671643ebaa5062478d3f34502b86,1524,5,6
02-13,"البغوي",ec5d8fdc4c3168252d0b4b6d5d119ced,1499,28,21
02-13,"البغوي",aac129a4d340515f8f45c46f0e9ca028,1479,85,4
02-13,"البغوي",3abc274dacc4daef95100604d1c55711,1471,8,5
02-13,"البغوي",fc6844eed7f187257a84bf26bc45b343,1469,6,74
02-13,"البغوي",3b3859155ad674fe68a5acefc8c4cf91,1434,57,26
02-13,"البغوي",96a1e0ec356497a501db31027ca7db65,1433,8,39
02-13,"البغوي",9c63bf427bd097747676a95044324c92,1382,7,68
02-13,"البغوي",86b39d006bb276b19ff9ac14fec374ab,1371,2,34
02-13,"البغوي",501413d685d374853fc6664eedb2cfa2,1369,27,20
02-13,"البغوي",498198d7eb24292c95a3ecae0321982c,1354,19,72
02-13,"البغوي",a5cb19e095e95568568ef64f51e694a4,1353,24,31
02-13,"البغوي",c9c19811da9c23f79a8e5bb738ee5f15,1352,63,1
02-13,"البغوي",7a44c52a71978c55dd04d8d54863a771,1338,2,187
