author_id,author_name,text_hash,words,sura,aaya
02-18,"الخازن",2fe3c2c4c3fa5d640edfe2d3184ce792,4845,17,1
02-18,"الخازن",0904a3cbf282650de73383be01cfa8b1,4181,110,1
02-18,"الخازن",2e08a44b7743cfe9af30da28af5abb18,3970,4,43
02-18,"الخازن",2a17acc1a3f38b29f072fed2ca2c2841,3887,48,21
02-18,"الخازن",8594b2b224f55656321958ad18aba8c6,3830,18,2
02-18,"الخازن",c5baac35ad3331d755dc9c2e403f4d73,3694,9,38
02-18,"الخازن",a61679487057c054eb07aef4aa44aaad,3679,33,7
02-18,"الخازن",f968b705ef60f43abf22646197756402,3671,17,2
02-18,"الخازن",b1e501547fbf1b8d21690b3e330610a3,3356,9,118
02-18,"الخازن",cc5ddb8e5b0feb0c425f1c17dab66d36,3243,33,27
02-18,"الخازن",a9a419834657c3e7bfd6ac01509658af,3101,21,82
02-18,"الخازن",cb9d4896704279dd2d7390fbc7c49ebe,3027,2,196
02-18,"الخازن",87d130ed929cb0828371c3de2cedb50c,2842,5,6
02-18,"الخازن",3b68abe35b1ce239578a70a196ecb85a,2822,4,11
02-18,"الخازن",1590f77ad1df8d5c1d1059eb031622df,2751,9,59
02-18,"الخازن",bc376a6189f53bb089b99fa6bf9371f4,2627,3,103
02-18,"الخازن",30fcce8c8f5019c7faa561c3ce3eaeb8,2563,16,106
02-18,"الخازن",28b8fdb0f84214d1d27f1075d0216013,2535,108,1
02-18,"الخازن",b2c041cd2f9a89fc93d11a84bf60a923,2513,2,219
02-18,"الخازن",57e31cc7e15e90aeac4e69fb80b594f8,2435,3,166
02-18,"الخازن",2bfec66a2bd3a7ca55311ee46428bab0,2431,2,101
02-18,"الخازن",fa661399ffd18a4556c1d88274edf05e,2397,24,10
02-18,"الخازن",e4b1869420ded0ac73adb5c06c0aba6e,2377,7,54
02-18,"الخازن",d380b9502ad4c80e2443640e5e5ccfd8,2371,5,23
02-18,"الخازن",34296c1284dfcb5ab0c2b2d5db753a02,2359,2,259
