author_id,author_name,text_hash,words,sura,aaya
01-05,"القرطبي",c67b06e3aabfa6ca238b54e486109dcb,4015,24,33
01-05,"القرطبي",670832c54db54ce615a5333399628f13,3992,27,20
01-05,"القرطبي",3310bf2420f55933af4f714ba3ab0473,3978,2,124
01-05,"القرطبي",95ff872fb1f1d17c33fcfb89da68bf32,3974,6,141
01-05,"القرطبي",d0e618fd958485b2495f1078157668fe,3970,2,238
01-05,"القرطبي",99cd8dfdbbb21a21994d2eefc5bffe0d,3970,38,21
01-05,"القرطبي",f5ee313e4ed806a2d822386afa8d5f8c,3963,2,198
01-05,"القرطبي",9c94640f448f1f636dba78dac8739623,3949,24,36
01-05,"القرطبي",e3100edea055d11dd556a222d15354f6,3944,2,228
01-05,"القرطبي",866867e76a68a69e7c29831db56aeb3b,3940,2,102
01-05,"القرطبي",4198cd3c4a1ebd5796fee41b4fe6374c,3935,37,102
01-05,"القرطبي",95dd36a7155b5c6ace3dbf5da6228e77,3932,2,30
01-05,"القرطبي",800c83fe7f2ab36290f9ad94fa5fee5a,3927,3,96
01-05,"القرطبي",14c4e89c6696e34b8b83a9b3997f1cde,3927,21,78
01-05,"القرطبي",cdaef81ef6b195a73922f4620354c87d,3925,2,229
01-05,"القرطبي",c12d5bea5a85152a65fb4fb6cf88dcfc,3923,5,106
01-05,"القرطبي",a133f0e7e7e57bf18d31e36b7543735f,3923,25,48
01-05,"القرطبي",70bbd21c1ce9f18cd5398f236852cf49,3922,2,196
01-05,"القرطبي",4a628848ab7837120767be18bd93f84d,3920,4,11
01-05,"القرطبي",e4e6488610c5274b43999a95540f5e29,3919,33,9
01-05,"القرطبي",35c64aa96c33316d0795844ba063cfdb,3917,2,185
01-05,"القرطبي",20e1a8649dd74b46d62ec68c55b6e46c,3914,2,183
01-05,"القرطبي",74812b9c81a3026e53440b37568a789f,3911,2,233
01-05,"القرطبي",26094bbc6fb5b7479f9630b6c66b720c,3907,3,190
01-05,"القرطبي",7002673570afdfc49664058231d06775,3907,4,92
01-05,"القرطبي",c7f60e080af09741fce97335a73ca6c0,3906,4,24
01-05,"القرطبي",1da81d89c6b528fcff7b23bd4c7d8003,3906,5,6
01-05,"القرطبي",fbeed01f8969faf84a43deb93d04605e,3904,5,3
01-05,"القرطبي",82e5ec6b696758af3f1bdbffaae21b31,3904,24,6
01-05,"القرطبي",d2b0e3f7b3e7bde1bcbc6c48365988eb,3903,2,282
01-05,"القرطبي",ca0abd8aa4d1f8a823eeeabc3b10f314,3903,8,41
01-05,"القرطبي",0ac901cbfc6697cca4f1b5537292dbd6,3898,2,221
01-05,"القرطبي",8baf1b8de3a55a235dc1d20fcc773ca3,3897,2,234
01-05,"القرطبي",f360bc41a0ddfdd470058d66b4adbff7,3896,2,173
01-05,"القرطبي",597a08845fa2c5cbe7e684330a5f9dc8,3896,2,187
01-05,"القرطبي",8592e7bce002bd07582b744d52c41dee,3893,2,3
01-05,"القرطبي",04abb4b3c3ee9aa679e06decf97f6d26,3888,5,38
01-05,"القرطبي",a24786d234700ee8af111d5efcc5c438,3887,2,203
01-05,"القرطبي",9c8f15699e6cc50d8e3ec42af042c835,3886,5,95
01-05,"القرطبي",e81878b5624268f3f9fc0df728bd04f4,3879,2,43
01-05,"القرطبي",16af54f4ac665624600afad7b9bd8888,3877,5,45
01-05,"القرطبي",a446415ce9598f6e1489391a8fa7e2ad,3877,5,89
01-05,"القرطبي",0fa8d6930af2c6730aa98007c5b6991c,3874,20,9
01-05,"القرطبي",7f2271fd85eff1fd705676aa7e87021f,3870,4,23
01-05,"القرطبي",aa91205484e7c390b2db8c78d82423b9,3869,2,283
01-05,"القرطبي",62a41cbde3afc48193c4b982113f0d5e,3868,2,275
