author_id,author_name,text_hash,words,sura,aaya
02-16,"ابن عبد السلام",a3d9e460902b3fd009ebb1b867254379,795,5,89
02-16,"ابن عبد السلام",82bc272efff3679855a6ce138d26fd83,499,2,1
02-16,"ابن عبد السلام",017b23c56afcfb4762f8a3873fd379fb,454,5,95
02-16,"ابن عبد السلام",872d6eff4f619ed48ad8cfeeff92137d,448,24,35
02-16,"ابن عبد السلام",8cd332ac0464cc6d6b151e8957df8758,447,24,61
02-16,"ابن عبد السلام",50bb798eee9f5e35c68e6362cb90f8da,381,2,102
02-16,"ابن عبد السلام",fa178bc0b2d7c96bee62fa87008b2676,372,5,3
02-16,"ابن عبد السلام",2c7083736b4b311330ce75ff88ce3e39,368,38,34
02-16,"ابن عبد السلام",fd8754dd705d35a9c193df08f25acce4,332,33,6
02-16,"ابن عبد السلام",5a059cb87fd7cbf60f81f3f46528f422,302,33,37
02-16,"ابن عبد السلام",9df289a3b62627b672c54f7bf904efa3,299,2,30
02-16,"ابن عبد السلام",084342dda9698e34e2e72688fda719ad,297,2,196
02-16,"ابن عبد السلام",89840ec5c83fed1200e077d8e50be86b,291,5,90
02-16,"ابن عبد السلام",3d0c514240388672e0d4fe09ba48f3cb,283,2,178
02-16,"ابن عبد السلام",afb4ababf6a924d7dd23214d976a789b,281,2,124
02-16,"ابن عبد السلام",ee6d22bc1a48eb42e3b96ac58791d855,265,72,1
02-16,"ابن عبد السلام",767ddbbf79b69c25447b77b872c9e704,264,33,50
02-16,"ابن عبد السلام",49408c29897cb8b3ecfa1dae850c6054,256,4,24
02-16,"ابن عبد السلام",5a6c94bd849d98c859b35126a514afee,251,33,4
02-16,"ابن عبد السلام",9f7311c841d6226e238328e8d7c46113,249,33,53
02-16,"ابن عبد السلام",e7f04bb57bba58492b1de74399ae95fc,247,2,187
02-16,"ابن عبد السلام",7f9758eeb19091d351147905ac83c323,244,5,103
02-16,"ابن عبد السلام",8a1c4f4d72be590429fc881b491b0630,244,27,40
02-16,"ابن عبد السلام",165b6b4b3b929fcb1691bd65331efcf2,243,33,28
