"Abu-Hayyan" "al-Baghawi" "al-Baydawi" "al-Khazin" "al-Mawardi" "al-Nasafi" "al-Qurtubi" "al-Razi" "al-Suyuti" "al-Tabari" "al-Zamakhshari" "Fairuzabadi" "Ibn-Abd-al-Salam" "Ibn-al-Jawzi" "Ibn-Arafa" "Ibn-Atiay" "Ibn-Kathir" "Samarqandi"
"عبد" 0.0967740069529203 0.378711905735796 0.0195430851663301 0.0682971274149537 0.0912857876090685 0.0372240644837324 0.145336370735501 0.0258486375979611 0.0137574560498413 0.446334334014426 0.0662077539711347 0.0836788677498586 0.0431195710901459 0.0876217368947849 0.0616797450570538 0.119565772294809 0.457811858868075 0.0976308594929761
"وفي" 0.206591970013362 0.0715414901160615 0.0692124917152616 0.108124825907475 0.416369349407243 0.0730670622271989 0.178296944231518 0.125285581080188 0.185725656672858 0.0176590781053307 0.121717952839216 0.0190895312917728 0.0384439549478409 0.324709933167475 0.101942911969297 0.221263651752494 0.106743391759465 0.0693658393102416
"قد" 0.147337413305414 0.125868802698678 0.0458294712846207 0.171898313493649 0.143613625267586 0.0883451130413916 0.162041184550921 0.15484344021687 0.024566885803288 0.158840910772628 0.117140889461791 0.0790454863683603 0.074290345372179 0.251434831081783 0.0985162594661275 0.169656527037635 0.174461682881206 0.132986755819114
"يا" 0.0705776361227925 0.212650367420037 0.0434256093711903 0.277072939512789 0.10410485597326 0.0752681373444978 0.159504028689171 0.0648120227792568 0.118903727287914 0.213724780770944 0.0966505475977336 0.577875325900463 0.0737708324674785 0.122952001120915 0.0239865675221876 0.111402647278697 0.237378095760079 0.170246683702278
"وقد" 0.157669904035817 0.0578412157947186 0.086070744095163 0.0934229964639396 0.0937895118989497 0.0704991412570167 0.3318061002208 0.0934756945807114 0.0491337716065761 0.125656370682662 0.111020397736163 0.0347503603612369 0.0353268775196376 0.237926200642381 0.0736730288181476 0.1696059813719 0.251350774253667 0.0929364368610004
"ثنا" 0 0.025702820124479 0 0 0 0 0 0 0 2.08751639366216 0 0 0 0 0 0 0.000865912470025161 0.000755046996751328
"غير" 0.168125314529984 0.0887556676495067 0.143451240158605 0.129415435101626 0.0961930872172356 0.192119331071693 0.137792261270473 0.170607631756434 0.0766486837062587 0.110017418478841 0.169191679963213 0.0909996103326258 0.113773326129421 0.124292808112419 0.236439022718706 0.16288340782922 0.0814941713266861 0.076555199844526
"عنه" 0.123751279811658 0.128514100622395 0.149382847477459 0.142027539624258 0.125686959352036 0.14798993288663 0.143427890662503 0.126461271835765 0.0653479162367462 0.0919951716721149 0.210172363691327 0.0243252522528659 0.173517310169985 0.0867502123503073 0.168762635781105 0.159168301397739 0.229604563358717 0.0968758124962248
"ذكر" 0.179701464046692 0.0551564358124381 0.0561941745996711 0.108862375879559 0.0436148771297305 0.0901793423058074 0.0762044866794827 0.181122612457719 0.0692786179652723 0.4039570861704 0.0862191008305773 0.0576855981996533 0.048834213041852 0.0746829494267715 0.0591097556796765 0.116406668186406 0.0758263806137942 0.0834491072061685
"وهذا" 0.173078257952186 0.052984922591476 0.0265049190195116 0.0878422016751727 0.251073471789287 0.0726138997030491 0.165251921614906 0.170359246385537 0.0466770830262473 0.0315956770213629 0.0584906122301262 0.0296073070277739 0.019741490378621 0.161768363524955 0.125929479491485 0.312700761066089 0.131264458524269 0.0820374976035465
"فيها" 0.162319163335782 0.104035224313368 0.15490860797976 0.160023758943101 0.208259786432318 0.138430361543851 0.125847421284178 0.0995528566553121 0.122343091300374 0.0471665350936726 0.150989869787869 0.0683423753770993 0.134553842317443 0.15248327510879 0.131926121372032 0.137585302129135 0.116760424651347 0.115259565460605
"منه" 0.149354743545989 0.0997316799300062 0.153503753614768 0.144928569514454 0.111165358470725 0.142228295079583 0.126902698501012 0.177827366537159 0.131187170189558 0.118370298610925 0.181645550083185 0.0633846572988962 0.127800174556336 0.0915771175197216 0.164479320152143 0.108091906173092 0.102669667184574 0.0801006379162279
"بين" 0.145891298437618 0.110470799859128 0.128091499101362 0.154713399144098 0.12413465029231 0.157808454243209 0.115519176183246 0.166799056069354 0.059451863643957 0.0323674105118273 0.177334595041657 0.128066661384612 0.148580690744358 0.116985410008722 0.119076174485145 0.117847219659838 0.115500915604038 0.129408489617119
"قول" 0.140591287447144 0.0879660264782477 0.0220718230233153 0.0793357919971403 0.573352862382794 0.0314840058445018 0.18222616791122 0.0962410517100256 0.00786140345705217 0.149852485413102 0.0546054305260323 0.018672526967438 0.0462366485183492 0.164852219605414 0.0865229757050338 0.322354983221366 0.0531945774199548 0.0646714166782659
"التي" 0.166896116892357 0.0939278173212529 0.0961856955231038 0.151296084273443 0.141861018264669 0.128029202656223 0.112061459345108 0.128415236753484 0.0540471487672337 0.0773322353532928 0.157003918179138 0.0435074511722687 0.110656248701218 0.102337093626541 0.0582530925538841 0.199503742653819 0.096037564857336 0.0803304348282826
"عليهم" 0.137315837271586 0.123105058599271 0.138612297345855 0.185370892983712 0.122281894317798 0.166785388054938 0.0930889221488318 0.100331130817454 0.0958108546328233 0.0431262832906534 0.171905984989361 0.122552937540629 0.145463613316155 0.116650208260846 0.0925196175855807 0.10619644370805 0.127112014633921 0.151337680653201
"لأنه" 0.167127495271204 0.0655007351559304 0.167427421321131 0.120982780420802 0.163493196129242 0.182473443057647 0.135479632476134 0.165192830670891 0.0417637058655897 0.0376560547258916 0.15679103151042 0.0136221412616049 0.162088026266572 0.106560635649779 0.197889182058047 0.08784836704645 0.0294410239808555 0.0996990317014689
"و" 0.12466233217837 0.0748579830353491 0.210259869960436 0.00673628974503143 0.0130193663073822 0.208174231927285 0.122457062566264 0.024772300990743 0.101706907225612 0.0147991245818453 0.181911658419082 0.0226109011417115 0.0451976227089481 0.133309735130283 0.0736730288181476 0.669553161151208 0.00842296675388111 0.0097499546971802
"الدنيا" 0.0980899714826148 0.136292066159296 0.0996197839708615 0.167792618649049 0.161740589126325 0.128331311005656 0.0973549364296514 0.132952409528526 0.149366665683991 0.0546341915161068 0.0902639475362094 0.283979944872028 0.209883213499023 0.123354243218366 0.0411198300380358 0.102329700279366 0.114989240053568 0.188302155363723
"الذين" 0.142861687789584 0.100560803159828 0.0699929663624793 0.230730216266861 0.0813710394211389 0.123864423267608 0.0644617210538582 0.0903460389074157 0.0397983550013266 0.158977099035651 0.111446171073598 0.0973936766390934 0.0701342421345746 0.143030585818687 0.0291265462769421 0.122497420907406 0.0652976721714428 0.126322645369527
"فإن" 0.105523001903087 0.0848864259103378 0.241073009032589 0.161351348892851 0.0689525669433282 0.0638527575694865 0.123579697903321 0.223265330386489 0.0201448463586962 0.0842324406797973 0.395862760480145 0.0126954649853052 0.0410415194713437 0.066939789050836 0.228729054586574 0.0648753619701487 0.0920031999401733 0.0544618681569762
"عند" 0.120287834703286 0.105732952831574 0.0759245736813335 0.148370469384178 0.116172807050488 0.133380836274754 0.132650591426748 0.141016654570299 0.0899148020400342 0.0853673428716566 0.115810347782306 0.0977643471496133 0.194297826358007 0.105689111105301 0.0925196175855807 0.12146123475985 0.102945184788673 0.108693939401898
"ومن" 0.162449313673884 0.0782534400717626 0.087444379474266 0.146428254457691 0.0706550994604474 0.106450034839566 0.110422411753004 0.0958270760918648 0.0343936401246032 0.0676628686786515 0.122463056179727 0.0494845131544014 0.0451976227089481 0.121611194129411 0.0591097556796765 0.154846646977445 0.0832259962667365 0.134135740379388
"وقوله" 0.0443451124209698 0.021912542502436 0.0353711110119041 0.0839086018240594 0.0205305391770258 0.03530351854805 0.0397637436385869 0.129491573360702 0.0024566885803288 0.254376977283344 0.054126435521418 0.00287269645652892 0.00467561614230497 0.0297994353861759 0.0462598087927903 0.540181529703919 0.303935276978831 0.0249822071533809
"الناس" 0.0999409985133939 0.104982793718878 0.0669959437171635 0.14598572447444 0.105557016061391 0.0912798798644569 0.112061459345108 0.0871004700610349 0.0751746705580614 0.106680806034774 0.110115629394114 0.0546739003016795 0.103902580940111 0.0959347402421095 0.064249734434431 0.27163240765686 0.138388556573112 0.114537346594147
"بها" 0.124510490117251 0.0996527158128803 0.165398187238365 0.136668009827116 0.130894705874989 0.118879635501961 0.116731622347269 0.0800628845523011 0.13216984562169 0.0998032987521069 0.147051466416596 0.071956412854668 0.152217281077262 0.10206893222824 0.105369564472467 0.114966116712975 0.0894841818455547 0.0809541693038598
"وإن" 0.156346708931784 0.0865051903114187 0.0939379285391169 0.148616319374872 0.10515642017501 0.118707002159427 0.115451818063023 0.135237554940774 0.0275149120996826 0.0806915458411963 0.105432122682329 0.0361867085895014 0.0872781679896929 0.0350285826530414 0.164479320152143 0.108268816003162 0.0866896461468371 0.0610931504762705
