"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.186445463108854,0.011044989803043,0.0108295439679823,0.0100324506304338,0.00934054886248412,0.0111147425016005,0.0110753659782213,0.0101314544606444,0.00962743496139007,0.0101742061145991,0.0100313255869086,0.0103013360329378,0.0112806864215559,0.00932986094899546,0.648360208435564,0.00918304276896712,0.0108447320555714,0.0108526073602472
