"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.00668926365196493,0.00702498199211968,0.00786745204260814,0.128751448099131,0.0144313244173579,0.00670420106420764,0.00717809046760739,0.00676917880746339,0.00716091244352828,0.750614218092858,0.00743501395818188,0.00645922750342731,0.00636848272405289,0.00790218152607242,0.00703431787477137,0.00729124136534587,0.00718555917372874,0.00713290479557321
