term,حالة_قانون_أمن_الدولة_الطوارئ_القانون_التظاهر,المواطنين_الامن_النار_المسلحة_عناصر_وأضاف_مدينة,السيد_دمشق_العام_جامعة_العربية_وزيرا_العربي,بغداد_بجروح_الشرطة_العراقية_مقتل_مصدر_العراق,سورية_التعاون_البلدين_العلاقات_السورية_مجلس_الوزراء,الرئيس_الأسد_سورية_المنطقة_العلاقات_الخارجية_وزير,العامة_مجلس_المادة_رقم_القانون_مشروع_وزير,الشهيد_الوطن_الشرطي_للوطن_سورية_الله_الشهداء,العربية_الدولية_الدولي_الدول_اسرائيل_المتحدة_العربي,الاحتلال_الفلسطينية_الاسرائيلي_قوات_الفلسطينيين_غزة_مدينة,ليبيا_الليبية_الليبي_أمس_وكالة_الشعب_مصر,سورية_الوطنية_الرئيس_الشعب_السوري_الأسد_السورية,لبنان_اللبنانية_اللبناني_الله_السورية_المقاومة_السوريين,مم_المنطقة_منطقة_محافظة_درجات_الحرارة_دمشق,المتحدة_ونقلت_الولايات_قوله_أمس_العام_الامريكية
لبنان,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,0.000374641403994782,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.00465672974109835,0.0296499943328993,2.95749488353385e-06,1.40642228673012e-06
الفلسطينيين,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00186560715461708,0.0124471270472679,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
غزة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00195656801052235,0.011237738564476,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
المتحدة,0.000621415388279188,1.75646907560546e-06,0.00169496358769075,1.88014454551266e-06,4.8833080869497e-05,1.49259523503897e-06,8.25917966523893e-07,0.00015966511427912,0.00745969979279117,5.03911867829964e-07,0.00410196991255578,8.02746033631848e-07,0.000623381075201044,2.95749488353385e-06,0.0132217759175499
المحتلة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,7.61223569869876e-05,8.25917966523893e-07,1.58084271563485e-06,0.00495827625539625,0.00912130871959018,8.633908466756e-07,8.02746033631848e-07,0.000830714027041746,2.95749488353385e-06,1.40642228673012e-06
السيد,0.00136562543412253,1.75646907560546e-06,0.0137254622384926,1.88014454551266e-06,0.00225110927694485,0.0047031675856078,8.25917966523893e-07,0.00126625501522352,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.00509824005959587,0.00352604240097087,2.95749488353385e-06,1.40642228673012e-06
الفلسطيني,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00309357870933822,0.00952443821385415,8.633908466756e-07,0.00100423528807344,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
القدس,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00263877442981188,0.0102803060155991,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
العربي,1.24035007640557e-06,0.000177403376636151,0.00775477031550206,1.88014454551266e-06,0.000527588775668487,0.00335983187407273,8.25917966523893e-07,1.58084271563485e-06,0.007232297653028,5.03911867829964e-07,8.633908466756e-07,0.00610167260163568,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الدولية,0.000435362876818353,1.75646907560546e-06,0.00107115995394547,1.88014454551266e-06,9.57511389597979e-07,0.0022403854477935,8.25917966523893e-07,1.58084271563485e-06,0.0128263902912021,0.000580002559872289,0.000648406525853376,8.02746033631848e-07,0.00435537420833368,2.95749488353385e-06,0.00140782870901685
الوزراء,0.000869485403560301,1.75646907560546e-06,0.000536471125020942,0.00188202469005817,0.00746954635025384,1.49259523503897e-06,0.00586484348028617,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.00379978311621932,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.00119686536600734
الحكومة,0.00186176546468475,1.75646907560546e-06,0.00419017812267188,1.88014454551266e-06,0.00220323370746495,1.49259523503897e-06,0.00152877415603573,1.58084271563485e-06,9.09608559052697e-07,0.00098313205413626,0.00388612220088688,8.02746033631848e-07,0.00739625750199731,2.95749488353385e-06,0.00288457211008349
الدولي,0.00117957292266169,1.75646907560546e-06,0.000803815539483206,0.000283901826372412,0.00158085130422626,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.0122351447278178,0.00136106595500873,0.00155496691486276,8.02746033631848e-07,0.000623381075201044,0.000298706983236919,1.40642228673012e-06
الشهيد,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.0315393930196309,9.09608559052697e-07,0.00070598052682978,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
دمشق,0.00130360793030225,0.000967814460658606,0.0131907734095681,1.88014454551266e-06,0.00225110927694485,0.0019418664007857,0.000991927477795196,0.00292613986664011,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000830714027041746,0.0149383066567295,1.40642228673012e-06
الله,0.000249310365357519,1.75646907560546e-06,0.000358241515379433,0.000659930735474944,0.000814842192547881,0.00171797711552986,8.25917966523893e-07,0.0106722691732509,9.09608559052697e-07,0.00115950120787675,8.633908466756e-07,0.0012049217964814,0.011059139651183,2.95749488353385e-06,1.40642228673012e-06
وزارة,0.00179974796086447,1.75646907560546e-06,0.00205142280697377,0.00695841496294235,9.57511389597979e-07,0.00112093902151427,0.00520410910706705,1.58084271563485e-06,0.00081955731170648,5.03911867829964e-07,0.00198666233820056,8.02746033631848e-07,1.38221967893801e-06,0.00281257763424069,0.00520516888318819
البلدين,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.0148423840501583,0.00724057948517405,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.000402175762849556,1.38221967893801e-06,2.95749488353385e-06,0.000353011993969261
قوله,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00724043664476925,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00345230020650308,0.00444732625122602,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.00703351785593735
العمل,0.00192378296850503,0.000353050284196696,0.00365548929374735,1.88014454551266e-06,0.00545877243209808,1.49259523503897e-06,0.00491503781878369,1.58084271563485e-06,9.09608559052697e-07,0.000781567307004274,0.0012527801185263,0.00116478449479981,0.00117626894677625,2.95749488353385e-06,1.40642228673012e-06
المقاومة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.000189894599096779,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00390582088755005,8.633908466756e-07,0.00509824005959587,0.00884758816488222,2.95749488353385e-06,1.40642228673012e-06
العلاقات,0.000125275357716962,1.75646907560546e-06,0.000803815539483206,1.88014454551266e-06,0.00861856001777141,0.0111959568580273,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000227264252391314,8.633908466756e-07,8.02746033631848e-07,0.00117626894677625,2.95749488353385e-06,0.00056397533697878
الغربية,0.000311327869177797,0.000265226830416424,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00163820501485391,0.00728203040201081,0.000993762864523616,8.02746033631848e-07,7.04932036258387e-05,0.002664702890064,1.40642228673012e-06
بيان,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00301011141736577,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00211693375675368,0.00302273135421128,0.00509824005959587,0.00228204468992666,2.95749488353385e-06,0.00204071873804541
اسرائيل,0.000125275357716962,0.000353050284196696,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00909699519908603,0.00292319274528162,8.633908466756e-07,8.02746033631848e-07,0.00345693141702397,2.95749488353385e-06,1.40642228673012e-06
التعاون,1.24035007640557e-06,1.75646907560546e-06,0.000358241515379433,1.88014454551266e-06,0.0153211397449573,0.0020911259242896,8.34177146189132e-05,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000475728356518256,8.02746033631848e-07,0.000416048123360342,2.95749488353385e-06,1.40642228673012e-06
الامن,0.00266799301434837,0.00825716112442124,1.78229609641509e-06,0.000941952417301843,9.57511389597979e-07,0.000150752118738936,8.25917966523893e-07,0.00229380278038617,0.00313905913729086,5.03911867829964e-07,0.00155496691486276,0.00224849164020281,0.000416048123360342,2.95749488353385e-06,0.00161879205202637
الليبية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.0146785077843319,8.02746033631848e-07,0.00159093485045765,2.95749488353385e-06,1.40642228673012e-06
الشرطي,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.0282986654525795,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الدول,0.00124159042648197,1.75646907560546e-06,0.000447356320200188,1.88014454551266e-06,0.00177235358214586,1.49259523503897e-06,8.25917966523893e-07,0.00015966511427912,0.0104159276097124,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.00124537993072315,2.95749488353385e-06,0.00323617768176602
المجلس,6.32578538966838e-05,1.75646907560546e-06,0.000625585929841697,0.000189894599096779,9.57511389597979e-07,1.49259523503897e-06,0.0048324460221313,1.58084271563485e-06,0.00368482427272248,0.000328046625957307,0.00379978311621932,8.02746033631848e-07,0.00311137649728947,2.95749488353385e-06,1.40642228673012e-06
قطاع,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000575464345148386,1.49259523503897e-06,0.000826743884490417,1.58084271563485e-06,0.000955998595564385,0.00755918192931729,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
جنوب,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00667639328111545,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00582068598530391,0.00120961057619252,8.02746033631848e-07,0.000554270091254143,2.95749488353385e-06,0.000915580908661311
محافظة,1.24035007640557e-06,0.00114346136821915,0.00187319319733226,0.0031041186446414,0.000144584219829295,1.49259523503897e-06,0.00309801829243112,0.00395368763180276,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.000482450366212741,1.38221967893801e-06,0.0196702984703836,1.40642228673012e-06
المواطنين,0.00260597551052809,0.0105405709227083,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.00235469212255962,1.58084271563485e-06,0.000501194316038036,5.03911867829964e-07,0.000734745610520936,0.00148588290825255,0.00373337535281157,2.95749488353385e-06,1.40642228673012e-06
الاسرائيلية,1.24035007640557e-06,1.75646907560546e-06,0.000180011905737924,9.58873718211456e-05,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00545856096287524,0.00425855919503103,8.633908466756e-07,8.02746033631848e-07,0.00283493256150187,2.95749488353385e-06,1.40642228673012e-06
الوطني,1.24035007640557e-06,0.00254863662870352,0.00222965241661528,0.000565923508199311,0.000575464345148386,0.000673160451002576,0.00049637669788086,0.00205667637304094,0.000955998595564385,0.000479220186306296,0.00259103593087348,0.00457645513773517,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
عبد,0.00018729286153724,0.000528697191757242,0.00169496358769075,0.00141198855368001,0.00148510016526647,1.49259523503897e-06,8.25917966523893e-07,0.00687824665572724,9.09608559052697e-07,0.000655589340046783,0.00194349279586678,0.000763411477983887,0.00559937191937789,2.95749488353385e-06,1.40642228673012e-06
جهة,0.00167571295322392,1.75646907560546e-06,1.78229609641509e-06,0.00291610419009014,0.000336086497748891,1.49259523503897e-06,0.000702856189511833,1.58084271563485e-06,9.09608559052697e-07,0.00362866936024357,0.00237518821920458,8.02746033631848e-07,0.00186737878624526,0.000298706983236919,0.00112654425167083
القانون,0.00614097322828395,0.000440873737976969,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.00673205734513625,1.58084271563485e-06,0.00232041143414343,5.03911867829964e-07,0.000130372017848016,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.000142048650959743
شمال,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00940260287210881,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00405699444789904,0.00164130599953032,0.000161351952760001,1.38221967893801e-06,2.95749488353385e-06,0.00140782870901685
بلدة,1.24035007640557e-06,0.0013191082757797,1.78229609641509e-06,0.00122397409912874,9.57511389597979e-07,7.61223569869876e-05,8.25917966523893e-07,0.00150338142256874,9.09608559052697e-07,0.00589627276547841,0.000518897898852036,0.000121214651078409,0.00159093485045765,2.95749488353385e-06,1.40642228673012e-06
جانب,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00639437159928856,0.00134147345682677,0.00313594258881688,0.000207305409597497,1.58084271563485e-06,9.09608559052697e-07,0.00133587036161723,0.0016844755418641,0.00160629481329733,0.00221293370597976,2.95749488353385e-06,0.000704617565651792
ضرورة,0.00055939788445891,0.000177403376636151,1.78229609641509e-06,1.88014454551266e-06,0.00282561611070364,1.49259523503897e-06,0.000661560291185638,8.06229784973774e-05,0.0054130805349226,5.03911867829964e-07,0.0010369324068574,0.00252945275197395,0.00131449091467005,2.95749488353385e-06,0.000282690879632755
الدولة,0.00899377840401675,0.000528697191757242,0.00116027475876622,1.88014454551266e-06,9.57511389597979e-07,0.00127019854501817,0.00388264036062882,1.58084271563485e-06,0.00168368544280654,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
القطاع,1.24035007640557e-06,1.75646907560546e-06,0.000358241515379433,1.88014454551266e-06,0.000958468900987577,1.49259523503897e-06,0.00421300754723838,1.58084271563485e-06,0.000228311748322227,0.00415777682146503,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
اللجنة,0.00235790549524698,1.75646907560546e-06,0.00392283370820961,1.88014454551266e-06,0.00201173142954536,1.49259523503897e-06,0.000826743884490417,1.58084271563485e-06,0.00186560715461708,0.0018397822294472,0.00155496691486276,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
مؤكدا,0.000435362876818353,0.00175822554468106,1.78229609641509e-06,1.88014454551266e-06,0.00153297573474637,0.00186723663903375,8.25917966523893e-07,0.00102912860787829,0.00263877442981188,0.000504415779697794,0.000821084695188496,0.00321178688056102,0.000968935994935547,2.95749488353385e-06,1.40642228673012e-06
المدينة,1.24035007640557e-06,0.00448075261186952,0.000803815539483206,0.00150599578095564,9.57511389597979e-07,1.49259523503897e-06,0.000248601307923692,0.000317749385842605,0.000455713888085401,0.00287280155849862,0.00289322272720994,8.10773493968166e-05,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
بما,0.000993520411200858,0.00079216755309806,0.00116027475876622,1.88014454551266e-06,0.0043576343340604,0.000897049736258422,0.00177654954599289,8.06229784973774e-05,0.00159272458690127,5.03911867829964e-07,0.0012527801185263,0.00116478449479981,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
اللبنانية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000273792176274862,5.03911867829964e-07,8.633908466756e-07,0.000964097986391849,0.0170717952545634,2.95749488353385e-06,1.40642228673012e-06
مشيرا,0.00136562543412253,0.00307557735138515,1.78229609641509e-06,0.00122397409912874,0.00177235358214586,0.000747790212754525,0.000331193104576081,1.58084271563485e-06,0.00118340073532756,0.000479220186306296,0.0025478663885397,0.00104437258975503,0.00152182386651075,2.95749488353385e-06,1.40642228673012e-06
بشار,0.000683432892099466,1.75646907560546e-06,0.00196230800215301,1.88014454551266e-06,0.000862717762027779,0.00231501520954545,0.000248601307923692,0.00158242355835049,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.00666359482517797,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
