term,حالة_قانون_أمن_الدولة_الطوارئ_القانون_التظاهر,المواطنين_الامن_النار_المسلحة_عناصر_وأضاف_مدينة,السيد_دمشق_العام_جامعة_العربية_وزيرا_العربي,بغداد_بجروح_الشرطة_العراقية_مقتل_مصدر_العراق,سورية_التعاون_البلدين_العلاقات_السورية_مجلس_الوزراء,الرئيس_الأسد_سورية_المنطقة_العلاقات_الخارجية_وزير,العامة_مجلس_المادة_رقم_القانون_مشروع_وزير,الشهيد_الوطن_الشرطي_للوطن_سورية_الله_الشهداء,العربية_الدولية_الدولي_الدول_اسرائيل_المتحدة_العربي,الاحتلال_الفلسطينية_الاسرائيلي_قوات_الفلسطينيين_غزة_مدينة,ليبيا_الليبية_الليبي_أمس_وكالة_الشعب_مصر,سورية_الوطنية_الرئيس_الشعب_السوري_الأسد_السورية,لبنان_اللبنانية_اللبناني_الله_السورية_المقاومة_السوريين,مم_المنطقة_منطقة_محافظة_درجات_الحرارة_دمشق,المتحدة_ونقلت_الولايات_قوله_أمس_العام_الامريكية
علاء,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.00260997132351314,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.00103804697888245,2.95749488353385e-06,1.40642228673012e-06
لافتة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000527588775668487,1.49259523503897e-06,0.00041378490122847,1.58084271563485e-06,0.000228311748322227,5.03911867829964e-07,0.000389389271850696,0.000321901159486371,0.000346937139413441,2.95749488353385e-06,1.40642228673012e-06
معاون,1.24035007640557e-06,1.75646907560546e-06,0.00169496358769075,1.88014454551266e-06,0.00119784674838707,0.000300011642242833,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
مواطن,0.00055939788445891,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000192459789309194,1.49259523503897e-06,8.25917966523893e-07,0.000317749385842605,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.00214382272203286,2.95749488353385e-06,1.40642228673012e-06
نصر,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.00015966511427912,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.00318048748123637,2.95749488353385e-06,1.40642228673012e-06
والتنمية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.000471916280923678,0.000814842192547881,0.000150752118738936,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.00166004583440455,2.95749488353385e-06,1.40642228673012e-06
وحماية,0.000497380380638632,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,0.000822419974506474,0.000537672596207054,0.000633917928969575,0.000364753032180132,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
وزراء,1.24035007640557e-06,1.75646907560546e-06,0.000447356320200188,1.88014454551266e-06,0.000479713206188588,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00100147902351702,5.03911867829964e-07,0.000475728356518256,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
ويكيليكس,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000761603043094845,2.95749488353385e-06,0.00260328765273746
احكام,0.000249310365357519,1.75646907560546e-06,0.000180011905737924,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.0016939577493405,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
اشار,1.24035007640557e-06,0.000528697191757242,1.78229609641509e-06,1.88014454551266e-06,0.000719091053588083,7.61223569869876e-05,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000130372017848016,0.000442313064531148,0.000346937139413441,2.95749488353385e-06,0.000423333108305768
البحر,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000240335358789093,1.49259523503897e-06,0.000124713612945108,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.0010369324068574,8.02746033631848e-07,0.000830714027041746,0.000446581727413612,1.40642228673012e-06
البحرين,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.00202983188053434,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الجماهيرية,1.24035007640557e-06,1.75646907560546e-06,0.000358241515379433,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.00181398416886544,8.02746033631848e-07,7.04932036258387e-05,2.95749488353385e-06,1.40642228673012e-06
الدستورية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00178801746278254,9.57511389597979e-07,1.49259523503897e-06,0.000372489002902276,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.000281763857804779,0.000485159107307243,2.95749488353385e-06,0.000353011993969261
الرئيسي,0.000435362876818353,0.000440873737976969,0.000358241515379433,0.000377909053648045,9.57511389597979e-07,1.49259523503897e-06,0.000207305409597497,1.58084271563485e-06,9.09608559052697e-07,0.000504415779697794,8.72024755142356e-05,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الزيتون,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000192459789309194,1.49259523503897e-06,0.000826743884490417,0.00015966511427912,9.09608559052697e-07,0.000529611373089292,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
السعودية,1.24035007640557e-06,1.75646907560546e-06,0.000180011905737924,1.88014454551266e-06,9.57511389597979e-07,7.61223569869876e-05,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.00112327149152496,8.02746033631848e-07,0.00124537993072315,2.95749488353385e-06,1.40642228673012e-06
السلاح,1.24035007640557e-06,0.00184604899846133,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000259880644849356,8.10773493968166e-05,0.00110715796282935,2.95749488353385e-06,0.000142048650959743
السلمية,0.000807467899740023,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00081955731170648,5.03911867829964e-07,0.000648406525853376,8.02746033631848e-07,1.38221967893801e-06,0.000150832239060226,1.40642228673012e-06
الشارع,0.000621415388279188,0.000353050284196696,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,0.000300011642242833,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000605198153263787,8.633908466756e-07,0.000201489254441594,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
العودة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00154724415894864,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000899825010988647,2.95749488353385e-06,1.40642228673012e-06
الفصل,0.000373345372998075,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000182831320369592,0.000882349680570267,8.633908466756e-07,8.10773493968166e-05,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
القصف,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000504415779697794,0.00116644103385874,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
القومية,1.24035007640557e-06,1.75646907560546e-06,0.00133850436840773,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.00128519639984459,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
المخططات,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.000166009511271303,1.58084271563485e-06,9.09608559052697e-07,0.000227264252391314,8.633908466756e-07,0.00136547100320777,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
المستوطنات,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.00081955731170648,0.000731176120221278,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
المقبلة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000527588775668487,0.00119556878326622,8.25917966523893e-07,1.58084271563485e-06,0.000364753032180132,5.03911867829964e-07,0.000346219729516916,8.02746033631848e-07,0.000277826155466541,2.95749488353385e-06,1.40642228673012e-06
المهنية,1.24035007640557e-06,0.000177403376636151,0.00294257085518131,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.00049637669788086,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
برئاسة,1.24035007640557e-06,1.75646907560546e-06,0.000180011905737924,1.88014454551266e-06,0.00038396206722879,0.000598530689250628,8.25917966523893e-07,1.58084271563485e-06,0.000592155171943306,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.00110715796282935,2.95749488353385e-06,1.40642228673012e-06
بلغت,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,9.58873718211456e-05,9.57511389597979e-07,1.49259523503897e-06,0.00111581517277378,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000139604187572739,0.00103808070412038,0.000704617565651792
تؤكد,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,0.000971679498010371,8.34177146189132e-05,0.000317749385842605,0.000501194316038036,0.000126481878825321,8.633908466756e-07,0.000482450366212741,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
ثلاث,0.000249310365357519,0.000353050284196696,0.000180011905737924,0.000565923508199311,9.57511389597979e-07,1.49259523503897e-06,0.000372489002902276,1.58084271563485e-06,9.09608559052697e-07,0.000353242219348805,8.633908466756e-07,8.02746033631848e-07,0.000554270091254143,2.95749488353385e-06,1.40642228673012e-06
ساعة,0.000745450395919745,0.000265226830416424,1.78229609641509e-06,0.000377909053648045,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00027765543917431,0.000216711102515576,8.02746033631848e-07,1.38221967893801e-06,0.00177745442500384,1.40642228673012e-06
فتح,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000766966623067982,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000546674743990671,0.000252459845782812,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.000634296451315286
للعاملين,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.00194173313929767,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
للنيل,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.000317749385842605,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,0.00172670671834211,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
مؤكداً,6.32578538966838e-05,0.000177403376636151,1.78229609641509e-06,1.88014454551266e-06,0.000336086497748891,1.49259523503897e-06,0.000248601307923692,1.58084271563485e-06,0.000364753032180132,5.03911867829964e-07,8.633908466756e-07,0.000923960684710257,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
واقامة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000766966623067982,1.49259523503897e-06,8.34177146189132e-05,1.58084271563485e-06,0.00131984201918546,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
يمثل,1.24035007640557e-06,1.75646907560546e-06,0.000269126710558679,0.000565923508199311,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000683116027848576,0.000252459845782812,8.633908466756e-07,0.000522587667894333,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الأخرى,0.00018729286153724,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000575464345148386,1.49259523503897e-06,0.000744152087838028,0.00015966511427912,0.000501194316038036,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الاستيطانية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00115950120787675,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الاسرى,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.18704644643224e-05,0.00110911002109375,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
آلاف,1.24035007640557e-06,0.000879991006878333,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.000248601307923692,0.000396791521624348,9.09608559052697e-07,0.000328046625957307,0.000518897898852036,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الثقافة,0.000125275357716962,1.75646907560546e-06,0.000625585929841697,1.88014454551266e-06,0.00134147345682677,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000273792176274862,7.60906920423246e-05,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الخبرات,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.00201173142954536,1.49259523503897e-06,0.000166009511271303,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الداخلي,0.000993520411200858,0.000616520645537515,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,0.000225381880490885,8.25917966523893e-07,0.000871044336314803,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000623381075201044,2.95749488353385e-06,1.40642228673012e-06
القطري,1.24035007640557e-06,1.75646907560546e-06,0.00169496358769075,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000130372017848016,0.000763411477983887,0.000346937139413441,2.95749488353385e-06,1.40642228673012e-06
بالاضافة,1.24035007640557e-06,0.000616520645537515,1.78229609641509e-06,1.88014454551266e-06,0.000671215484108184,1.49259523503897e-06,0.000331193104576081,1.58084271563485e-06,9.09608559052697e-07,0.000353242219348805,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.000212369765296249
بالحجارة,1.24035007640557e-06,0.000879991006878333,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000907545273961765,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
خطورة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000637635599895941,0.000378437812740303,8.633908466756e-07,0.000683136874620703,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
رؤساء,1.24035007640557e-06,1.75646907560546e-06,0.00169496358769075,1.88014454551266e-06,9.57511389597979e-07,0.000747790212754525,8.25917966523893e-07,1.58084271563485e-06,0.000273792176274862,5.03911867829964e-07,0.000475728356518256,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
رياض,0.000311327869177797,1.75646907560546e-06,0.0025861116358983,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.000554875793187833,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000346937139413441,2.95749488353385e-06,1.40642228673012e-06
ريف,1.24035007640557e-06,1.75646907560546e-06,0.00142761917322849,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.000578968494533249,0.000871044336314803,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,0.000742331215766997,1.40642228673012e-06
شارع,1.24035007640557e-06,0.000528697191757242,1.78229609641509e-06,0.000659930735474944,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000831958493787271,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
طهران,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.00167660244318606,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000259880644849356,0.000201489254441594,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
فجر,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,0.00150599578095564,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.000317749385842605,9.09608559052697e-07,0.000580002559872289,8.633908466756e-07,8.02746033631848e-07,0.00020871517151964,2.95749488353385e-06,1.40642228673012e-06
قتلوا,1.24035007640557e-06,0.000353050284196696,1.78229609641509e-06,0.00319812587191703,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000346219729516916,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
مرحلة,0.000311327869177797,1.75646907560546e-06,0.000625585929841697,1.88014454551266e-06,9.57511389597979e-07,0.000523900927498679,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,2.56995052593282e-05,8.633908466756e-07,0.000602862271257518,0.000277826155466541,2.95749488353385e-06,0.000493654222642274
مصراتة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.00198666233820056,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
مئات,1.24035007640557e-06,1.75646907560546e-06,0.000269126710558679,0.000189894599096779,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000580002559872289,0.000259880644849356,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.000845259794324805
يحقق,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000671215484108184,0.000971679498010371,0.00049637669788086,1.58084271563485e-06,0.000228311748322227,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.000142048650959743
الارهاب,0.00167571295322392,1.75646907560546e-06,1.78229609641509e-06,0.00084794519002621,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000227264252391314,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الاستراتيجية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.00119784674838707,0.000374641403994782,0.000620264392859444,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الاعتمادات,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.00185914134264528,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الانقسام,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.00113430561448525,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
التجارية,1.24035007640557e-06,0.000704344099317787,1.78229609641509e-06,1.88014454551266e-06,0.00105422003994738,1.49259523503897e-06,0.000331193104576081,1.58084271563485e-06,9.09608559052697e-07,0.000176873065608317,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
التنموية,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.00129359788734687,0.000523900927498679,0.000455080799554665,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الثقافية,1.24035007640557e-06,1.75646907560546e-06,0.000358241515379433,1.88014454551266e-06,0.00196385586006546,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الخدمة,0.00018729286153724,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.00152877415603573,0.00015966511427912,9.09608559052697e-07,5.03911867829964e-07,0.000130372017848016,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الرصاص,1.24035007640557e-06,0.00158257863712052,1.78229609641509e-06,0.00103595964457748,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.18704644643224e-05,0.000353242219348805,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الشعبي,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000144584219829295,1.49259523503897e-06,0.000207305409597497,1.58084271563485e-06,0.000319272604227497,0.000202068658999816,8.633908466756e-07,0.000723274176302295,1.38221967893801e-06,2.95749488353385e-06,0.000282690879632755
الصحي,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000288210928268992,1.49259523503897e-06,0.00136359056273095,1.58084271563485e-06,0.000182831320369592,5.08950986508264e-05,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الصعيد,0.00018729286153724,1.75646907560546e-06,1.78229609641509e-06,0.000471916280923678,0.00038396206722879,0.000449271165746731,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,0.000993762864523616,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
الصندوق,1.24035007640557e-06,1.75646907560546e-06,0.000180011905737924,1.88014454551266e-06,9.57511389597979e-07,0.000300011642242833,0.00161136595268812,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
العمليات,1.24035007640557e-06,0.000967814460658606,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,9.09608559052697e-07,0.000176873065608317,0.00116644103385874,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
اللغة,1.24035007640557e-06,1.75646907560546e-06,0.00338814487928509,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,1.58084271563485e-06,0.000319272604227497,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
إنه,0.000249310365357519,0.000879991006878333,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.000289897206249886,0.00015966511427912,9.09608559052697e-07,5.08950986508264e-05,0.000518897898852036,8.02746033631848e-07,0.000139604187572739,2.95749488353385e-06,0.000423333108305768
بالتعاون,1.24035007640557e-06,0.000528697191757242,1.78229609641509e-06,1.88014454551266e-06,0.000958468900987577,1.49259523503897e-06,0.000455080799554665,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,0.000554270091254143,2.95749488353385e-06,1.40642228673012e-06
بتنفيذ,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,0.000479713206188588,1.49259523503897e-06,0.000537672596207054,1.58084271563485e-06,9.09608559052697e-07,0.000227264252391314,0.000475728356518256,8.02746033631848e-07,0.000139604187572739,2.95749488353385e-06,1.40642228673012e-06
بنسبة,1.24035007640557e-06,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,0.000868039782816612,1.58084271563485e-06,9.09608559052697e-07,5.03911867829964e-07,8.633908466756e-07,8.02746033631848e-07,1.38221967893801e-06,2.95749488353385e-06,0.00168911316636288
تريد,0.00018729286153724,1.75646907560546e-06,1.78229609641509e-06,1.88014454551266e-06,9.57511389597979e-07,1.49259523503897e-06,8.25917966523893e-07,0.000950086472096546,0.000319272604227497,5.03911867829964e-07,0.000303050187183136,0.00064299957293911,1.38221967893801e-06,2.95749488353385e-06,1.40642228673012e-06
