identifier,حالة_قانون_أمن_الدولة_الطوارئ_القانون_التظاهر,المواطنين_الامن_النار_المسلحة_عناصر_وأضاف_مدينة,السيد_دمشق_العام_جامعة_العربية_وزيرا_العربي,بغداد_بجروح_الشرطة_العراقية_مقتل_مصدر_العراق,سورية_التعاون_البلدين_العلاقات_السورية_مجلس_الوزراء,الرئيس_الأسد_سورية_المنطقة_العلاقات_الخارجية_وزير,العامة_مجلس_المادة_رقم_القانون_مشروع_وزير,الشهيد_الوطن_الشرطي_للوطن_سورية_الله_الشهداء,العربية_الدولية_الدولي_الدول_اسرائيل_المتحدة_العربي,الاحتلال_الفلسطينية_الاسرائيلي_قوات_الفلسطينيين_غزة_مدينة,ليبيا_الليبية_الليبي_أمس_وكالة_الشعب_مصر,سورية_الوطنية_الرئيس_الشعب_السوري_الأسد_السورية,لبنان_اللبنانية_اللبناني_الله_السورية_المقاومة_السوريين,مم_المنطقة_منطقة_محافظة_درجات_الحرارة_دمشق,المتحدة_ونقلت_الولايات_قوله_أمس_العام_الامريكية
TH20101211$17,0.138131699846861,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.0156202143950995,0.245329249617152,0.000306278713629403,0.0462480857580398,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.551607963246554
TH20101211$18,0.000760456273764259,0.266920152091255,0.000760456273764259,0.000760456273764259,0.0768060836501901,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.342965779467681,0.000760456273764259,0.266920152091255,0.0387832699619772
TH20101211$19,0.000203458799593082,0.224008138351984,0.000203458799593082,0.000203458799593082,0.132451678535097,0.152797558494405,0.000203458799593082,0.000203458799593082,0.162970498474059,0.000203458799593082,0.000203458799593082,0.162970498474059,0.000203458799593082,0.0103763987792472,0.152797558494405
TH20101211$20,2.81968137600451e-05,0.0423234174538277,2.81968137600451e-05,2.81968137600451e-05,0.0268151698858029,0.0395037360778232,2.81968137600451e-05,0.0113069223177781,0.157930353870013,0.525898773438601,0.0705202312138728,2.81968137600451e-05,0.0014380375017623,2.81968137600451e-05,0.124094177357959
TH20101211$21,7.39918608953015e-05,0.0703662597114317,0.00377358490566038,0.577210506844247,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.0148723640399556,7.39918608953015e-05,0.081465038845727,7.39918608953015e-05,0.0111727709951905,0.0111727709951905,0.22944876063633
TH20101211$22,5.87716720540699e-05,5.87716720540699e-05,5.87716720540699e-05,5.87716720540699e-05,5.87716720540699e-05,5.87716720540699e-05,5.87716720540699e-05,5.87716720540699e-05,0.144049368204525,5.87716720540699e-05,5.87716720540699e-05,0.16461945342345,0.640669997061416,5.87716720540699e-05,0.0500146929180135
TH20101211$23,0.000375234521575985,0.112945590994371,0.000375234521575985,0.000375234521575985,0.000375234521575985,0.263039399624765,0.000375234521575985,0.39437148217636,0.000375234521575985,0.000375234521575985,0.15046904315197,0.000375234521575985,0.000375234521575985,0.0378986866791745,0.0378986866791745
TH20101211$24,0.0562905317769131,0.116817985300476,0.112494595763078,8.64677907479464e-05,0.380544747081712,0.224902723735409,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,0.108171206225681,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05
TH20101211$25,0.0267539756782039,2.67272484297742e-05,2.67272484297742e-05,2.67272484297742e-05,0.10292663370306,0.70295336095149,2.67272484297742e-05,2.67272484297742e-05,0.0962448215956167,2.67272484297742e-05,0.0040358145128959,0.0147267138848056,2.67272484297742e-05,0.0053721769343846,0.0467994120005346
TH20101205$26,0.000182982616651418,0.036779505946935,0.000182982616651418,0.000182982616651418,0.668069533394328,0.100823421774931,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.0184812442817932,0.000182982616651418,0.174016468435499,0.000182982616651418,0.000182982616651418,0.000182982616651418
TH20101205$27,9.88630746416214e-05,9.88630746416214e-05,0.286801779535344,9.88630746416214e-05,0.024814631735047,0.202768166089965,0.153336628769155,0.0791893227879387,0.0841324765200198,9.88630746416214e-05,0.0198714780029659,9.88630746416214e-05,0.0890756302521008,9.88630746416214e-05,0.0594167078596144
TH20101205$28,0.17243018419489,0.00011883541295306,0.166488413547237,0.00011883541295306,0.320974450386215,0.124896019013666,0.148663101604278,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.00011883541295306,0.0654783125371361
TH20101205$29,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.972815533980583,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553,0.00194174757281553
TH20101205$30,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.000382409177820268,0.994646271510516,0.000382409177820268
TH20101205$31,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.0908491343775763,0.000164880461665293,0.181533388293487,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.0413849958779885,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.68441879637263
TH20101205$32,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.0798418972332016,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.435573122529644,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.475098814229249
TH20101205$33,2.77277138499931e-05,2.77277138499931e-05,2.77277138499931e-05,2.77277138499931e-05,0.0111188132538472,0.0582559267988354,2.77277138499931e-05,2.77277138499931e-05,0.144211839733814,0.597559961181201,0.0166643560238458,0.108165811728823,2.77277138499931e-05,2.77277138499931e-05,0.0638014695688341
