identifier,حالة_قانون_أمن_الدولة_الطوارئ_القانون_التظاهر,المواطنين_الامن_النار_المسلحة_عناصر_وأضاف_مدينة,السيد_دمشق_العام_جامعة_العربية_وزيرا_العربي,بغداد_بجروح_الشرطة_العراقية_مقتل_مصدر_العراق,سورية_التعاون_البلدين_العلاقات_السورية_مجلس_الوزراء,الرئيس_الأسد_سورية_المنطقة_العلاقات_الخارجية_وزير,العامة_مجلس_المادة_رقم_القانون_مشروع_وزير,الشهيد_الوطن_الشرطي_للوطن_سورية_الله_الشهداء,العربية_الدولية_الدولي_الدول_اسرائيل_المتحدة_العربي,الاحتلال_الفلسطينية_الاسرائيلي_قوات_الفلسطينيين_غزة_مدينة,ليبيا_الليبية_الليبي_أمس_وكالة_الشعب_مصر,سورية_الوطنية_الرئيس_الشعب_السوري_الأسد_السورية,لبنان_اللبنانية_اللبناني_الله_السورية_المقاومة_السوريين,مم_المنطقة_منطقة_محافظة_درجات_الحرارة_دمشق,المتحدة_ونقلت_الولايات_قوله_أمس_العام_الامريكية
TH20101208$155,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.924893314366999,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.0714082503556188,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127
TH20101208$156,9.16170407695832e-05,9.16170407695832e-05,0.174163994502978,9.16170407695832e-05,0.311589555657352,9.16170407695832e-05,0.0962895098488319,9.16170407695832e-05,0.389464040311498,9.16170407695832e-05,9.16170407695832e-05,9.16170407695832e-05,9.16170407695832e-05,9.16170407695832e-05,0.0275767292716445
TH20101208$157,0.000133958472873409,0.0470194239785666,0.194373744139317,0.000133958472873409,0.502478231748158,0.113998660415271,0.000133958472873409,0.0269256530475553,0.080509042196919,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.0336235766912257
TH20101208$158,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,7.13521227256511e-05,0.00363895825900821,0.995433464145558,7.13521227256511e-05
TH20101208$159,0.0114221724524076,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.04501679731243,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.324972004479283,0.358566629339306,0.000223964165733483,0.000223964165733483,0.168197088465845,0.000223964165733483,0.0898096304591265
TH20101208$160,0.31699604743083,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.0403162055335968,0.593675889328063,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.000790513833992095,0.0403162055335968,0.000790513833992095,0.000790513833992095
TH20101208$161,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.193388429752066,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.138292011019284,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.661707988980716
TH20101208$162,0.0734992679355783,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.249194729136164,0.000292825768667643,0.000292825768667643,0.263836017569546,0.0734992679355783,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.337042459736457
TH20101208$163,0.000124766063630692,0.0313162819713038,0.0188396756082346,0.000124766063630692,0.224703680598877,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.517903930131004,0.000124766063630692,0.000124766063630692,0.205988771054273,0.000124766063630692,0.000124766063630692,0.000124766063630692
TH20101208$164,0.163110307414105,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.126943942133816,0.0184448462929476,0.000361663652802893,0.000361663652802893,0.199276672694394,0.000361663652802893,0.434358047016275,0.000361663652802893,0.000361663652802893,0.000361663652802893,0.0546112115732369
TH20101208$165,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05,0.0476399560922064,7.31796560556165e-05,7.31796560556165e-05,0.501353823637029,0.15009147457007,0.1061836809367,0.102524698133919,0.0915477497255763,7.31796560556165e-05,7.31796560556165e-05
TH20101208$166,2.33290563396711e-05,2.33290563396711e-05,2.33290563396711e-05,2.33290563396711e-05,0.0291846494809285,2.33290563396711e-05,2.33290563396711e-05,2.33290563396711e-05,0.250810684707804,0.573918115012248,0.040849177650764,0.00818849877522454,0.0385162720167969,2.33290563396711e-05,0.0583459699055173
TH20101209$167,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.99577677224736,0.000301659125188537
TH20101209$168,0.205270863836018,0.000292825768667643,0.132064421669107,0.000292825768667643,0.29311859443631,0.0295754026354319,0.263836017569546,0.000292825768667643,0.000292825768667643,0.0734992679355783,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643
TH20101209$169,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.139030023094688,0.00046189376443418,0.0928406466512702,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.208314087759815,0.00046189376443418,0.416166281755196,0.00046189376443418,0.139030023094688
TH20101209$170,0.100475435816165,0.0899101954569466,0.221975699947174,0.000105652403592182,0.18499735868991,0.100475435816165,0.0318013734812467,0.000105652403592182,0.105758055995774,0.000105652403592182,0.000105652403592182,0.163866877971474,0.000105652403592182,0.000105652403592182,0.000105652403592182
TH20101209$171,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.249279161205767,0.367234600262123,0.000262123197903014,0.000262123197903014,0.000262123197903014,0.30170380078637,0.0788990825688073
TH20101209$172,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.927824620573356,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.0509274873524452,0.000337268128161889,0.000337268128161889,0.0172006745362563,0.000337268128161889,0.000337268128161889
TH20101209$173,0.0996699669966997,0.00066006600660066,0.00066006600660066,0.0996699669966997,0.00066006600660066,0.00066006600660066,0.75973597359736,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.0336633663366337
TH20101209$174,0.0906906906906907,0.000600600600600601,0.0906906906906907,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.811411411411411,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601
TH20101209$175,0.0459286367795059,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.109972552607502,0.000182982616651418,0.000182982616651418,0.119121683440073,0.000182982616651418,0.000182982616651418,0.375297346752059,0.338700823421775,0.00933211344922232,0.000182982616651418
TH20101209$176,0.169146157019112,0.0261515193180256,2.74989687886704e-05,2.74989687886704e-05,0.0206517255602915,0.0124020349236904,0.0632751271827307,2.74989687886704e-05,0.140272239791008,2.74989687886704e-05,2.74989687886704e-05,0.0110270864842568,0.485384298088822,2.74989687886704e-05,0.0715248178193318
TH20101209$177,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.91146931184129,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.000123992560446373,0.0869187848729076,0.000123992560446373,0.000123992560446373
TH20101209$178,8.91662951404369e-05,8.91662951404369e-05,8.91662951404369e-05,8.91662951404369e-05,0.223004904146233,8.91662951404369e-05,0.708961212661614,8.91662951404369e-05,0.040213999108337,8.91662951404369e-05,8.91662951404369e-05,0.0223807400802497,8.91662951404369e-05,8.91662951404369e-05,0.00454748105216228
TH20101209$179,3.11380974622451e-05,3.11380974622451e-05,0.0654211427681769,0.0124863770823603,0.742674762572007,0.112128288961544,0.0280554258134828,3.11380974622451e-05,3.11380974622451e-05,3.11380974622451e-05,3.11380974622451e-05,0.00781566246302351,3.11380974622451e-05,3.11380974622451e-05,0.0311692355597073
TH20101209$180,3.28785138911721e-05,3.28785138911721e-05,3.28785138911721e-05,3.28785138911721e-05,3.28785138911721e-05,0.0789413118527043,3.28785138911721e-05,3.28785138911721e-05,0.207167516028276,0.504718066743383,0.0740095347690285,3.28785138911721e-05,3.28785138911721e-05,3.28785138911721e-05,0.134834785467697
TH20101209$181,0.0423700916999765,4.70256289677874e-05,4.70256289677874e-05,4.70256289677874e-05,0.32922642840348,0.55259816600047,0.0376675288031977,4.70256289677874e-05,4.70256289677874e-05,4.70256289677874e-05,4.70256289677874e-05,4.70256289677874e-05,0.0165059957676934,4.70256289677874e-05,0.0212085586644721
TH20101202$182,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.99228650137741,0.000550964187327824
TH20101202$183,0.000216684723726977,0.000216684723726977,0.119393282773564,0.000216684723726977,0.0977248104008667,0.000216684723726977,0.000216684723726977,0.184398699891658,0.16273022751896,0.249404117009751,0.000216684723726977,0.184398699891658,0.000216684723726977,0.000216684723726977,0.000216684723726977
TH20101202$184,0.254122621564482,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.338689217758985,0.190697674418605,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.21183932346723
TH20101202$185,0.000638977635782748,0.511821086261981,0.000638977635782748,0.288178913738019,0.000638977635782748,0.000638977635782748,0.0645367412140575,0.000638977635782748,0.0964856230031949,0.000638977635782748,0.0325878594249201,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748
TH20101202$186,0.199007444168735,0.000496277915632754,0.24863523573201,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.124565756823821,0.000496277915632754,0.000496277915632754,0.397518610421836,0.000496277915632754,0.0253101736972705,0.000496277915632754
TH20101202$187,0.00122699386503067,0.00122699386503067,0.98282208588957,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067,0.00122699386503067
TH20101202$188,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.574934725848564,0.418276762402089,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251
TH20101202$189,0.000355239786856128,0.000355239786856128,0.941740674955595,0.000355239786856128,0.0536412078152753,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128
TH20101202$190,0.000472813238770686,0.000472813238770686,0.0713947990543735,0.000472813238770686,0.000472813238770686,0.922458628841608,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686
TH20101202$191,0.000243013365735115,0.000243013365735115,0.0974483596597813,0.000243013365735115,0.61992709599028,0.0974483596597813,0.000243013365735115,0.000243013365735115,0.060996354799514,0.000243013365735115,0.000243013365735115,0.121749696233293,0.000243013365735115,0.000243013365735115,0.000243013365735115
TH20101202$192,7.39918608953015e-05,0.0259711431742508,7.39918608953015e-05,7.39918608953015e-05,0.721494635590085,0.111061783203848,0.114761376248613,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.0148723640399556,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.0111727709951905
TH20101202$193,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,0.514826220853498,0.022085349758029,8.7989441267048e-05,0.0616805983282006,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,0.400439947206335
TH20101202$194,6.84228532329798e-05,6.84228532329798e-05,0.00691070817653096,6.84228532329798e-05,0.0342798494697229,0.0821758467328088,6.84228532329798e-05,6.84228532329798e-05,0.123229558672597,0.116387273349299,0.01033185083818,0.150598699965789,0.475607252822443,6.84228532329798e-05,6.84228532329798e-05
TH20101202$195,0.000113442994895065,0.000113442994895065,0.0284741917186614,0.000113442994895065,0.153261486103233,0.448213272830403,0.000113442994895065,0.0341463414634146,0.283720930232558,0.000113442994895065,0.0511627906976744,0.000113442994895065,0.000113442994895065,0.000113442994895065,0.000113442994895065
TH20101202$196,0.000619195046439629,0.000619195046439629,0.465015479876161,0.000619195046439629,0.000619195046439629,0.0934984520123839,0.403095975232198,0.000619195046439629,0.000619195046439629,0.000619195046439629,0.0315789473684211,0.000619195046439629,0.000619195046439629,0.000619195046439629,0.000619195046439629
TH20101202$197,0.000272851296043656,0.000272851296043656,0.0275579809004093,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.123055934515689,0.000272851296043656,0.750613915416098,0.000272851296043656,0.000272851296043656,0.0957708049113233,0.000272851296043656,0.000272851296043656,0.000272851296043656
TH20101202$198,0.0707855251544572,0.000176522506619594,0.000176522506619594,0.000176522506619594,0.256134157105031,0.106090026478376,0.000176522506619594,0.000176522506619594,0.388526037069726,0.000176522506619594,0.114916151809356,0.0619593998234775,0.000176522506619594,0.000176522506619594,0.000176522506619594
TH20101202$199,2.96164667555161e-05,2.96164667555161e-05,2.96164667555161e-05,2.96164667555161e-05,2.96164667555161e-05,2.96164667555161e-05,0.0163186731822894,2.96164667555161e-05,0.228076410484229,0.562742484821561,0.0725899600177699,2.96164667555161e-05,0.0252036132089442,2.96164667555161e-05,0.0948023100844069
TH20101202$200,0.192018419033001,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.0999232540291635,0.0231772831926324,0.000153491941673062,0.6831926323868,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.000153491941673062,0.000153491941673062
TH20101203$201,7.39918608953015e-05,7.39918608953015e-05,0.384831668516463,7.39918608953015e-05,0.081465038845727,7.39918608953015e-05,0.166555678875324,7.39918608953015e-05,0.344136145024047,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.0222715501294858
TH20101203$202,0.0663903854123498,8.28843762950684e-05,0.124409448818898,8.28843762950684e-05,0.0539577289680895,8.28843762950684e-05,8.28843762950684e-05,8.28843762950684e-05,0.331620389556569,0.140986324077911,8.28843762950684e-05,0.281889763779528,8.28843762950684e-05,8.28843762950684e-05,8.28843762950684e-05
TH20101203$203,0.0625097427903352,0.000155884645362432,0.000155884645362432,0.000155884645362432,0.545752143413874,0.117069368667186,0.000155884645362432,0.000155884645362432,0.140452065471551,0.000155884645362432,0.000155884645362432,0.132657833203429,0.000155884645362432,0.000155884645362432,0.000155884645362432
TH20101203$204,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.215612382234186,0.000269179004037685,0.000269179004037685,0.350201884253028,0.202153432032301,0.000269179004037685,0.22907133243607,0.000269179004037685,0.000269179004037685,0.000269179004037685
TH20101203$205,0.253288364249578,0.000337268128161889,0.000337268128161889,0.0172006745362563,0.000337268128161889,0.000337268128161889,0.253288364249578,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.21956155143339,0.253288364249578
TH20101203$206,7.31796560556165e-05,0.0622758873033297,7.31796560556165e-05,0.889206000731797,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05,0.00739114526161727,7.31796560556165e-05,0.0403219904866447,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05,7.31796560556165e-05
TH20101203$207,0.00056657223796034,0.340509915014164,0.00056657223796034,0.538810198300283,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.113881019830028,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034,0.00056657223796034
TH20101203$208,2.57300913418243e-05,0.01932329859771,2.57300913418243e-05,0.00259873922552425,2.57300913418243e-05,2.57300913418243e-05,2.57300913418243e-05,2.57300913418243e-05,0.137681718770102,0.71918178309533,0.0334748488357134,2.57300913418243e-05,0.0437668853724431,2.57300913418243e-05,0.0437668853724431
TH20101203$209,0.0269592476489028,8.95656068069861e-05,0.197133900582176,8.95656068069861e-05,0.438961038961039,0.224003582624272,0.11204657411554,8.95656068069861e-05,8.95656068069861e-05,8.95656068069861e-05,8.95656068069861e-05,8.95656068069861e-05,8.95656068069861e-05,8.95656068069861e-05,8.95656068069861e-05
TH20101203$210,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.30083173384517,0.460780550223928,0.000127959053103007,0.0193218170185541,0.217658349328215,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007,0.000127959053103007
TH20101203$211,0.000229095074455899,0.0231386025200458,0.424054982817869,0.000229095074455899,0.19495990836197,0.14914089347079,0.000229095074455899,0.0575028636884307,0.000229095074455899,0.000229095074455899,0.000229095074455899,0.0918671248568156,0.000229095074455899,0.000229095074455899,0.0575028636884307
TH20101203$212,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.685171102661597,0.000760456273764259,0.304942965779468,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259
TH20101203$213,3.82921692513881e-05,3.82921692513881e-05,0.0287574191077925,3.82921692513881e-05,0.545701704001532,0.308290254642926,0.0210989852575148,3.82921692513881e-05,3.82921692513881e-05,3.82921692513881e-05,3.82921692513881e-05,0.0938541068351522,3.82921692513881e-05,0.00195290063182079,3.82921692513881e-05
TH20101203$214,0.404484304932735,0.000896860986547085,0.269955156950673,0.000896860986547085,0.000896860986547085,0.225112107623318,0.000896860986547085,0.0905829596412556,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085
TH20110108$215,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,0.999636976533126,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05,2.59302476338649e-05
TH20110108$216,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05,0.886025745100313,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05,0.113672735706831,2.31937840658703e-05,2.31937840658703e-05,2.31937840658703e-05
TH20110121$217,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.000405679513184584,0.994320486815416,0.000405679513184584
TH20110121$218,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.190874524714829,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.000760456273764259,0.799239543726236
TH20110121$219,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.623443223443223,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.000732600732600733,0.367032967032967
TH20110121$220,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.322730682670668,0.240210052513128,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.000150037509377344,0.435258814703676
TH20110121$221,0.000985221674876847,0.000985221674876847,0.198029556650246,0.000985221674876847,0.542857142857143,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.247290640394089,0.000985221674876847,0.000985221674876847
TH20110121$222,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,0.00672156688181616,0.89254395726686,4.45136879590474e-05,0.0979746271978633,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,0.00227019808591142,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05
TH20110121$223,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,0.643267304696194,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,0.0823948364121968,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,4.45136879590474e-05,0.273803694636101
TH20110121$224,0.0502463054187192,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.69064039408867,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.000985221674876847,0.247290640394089
TH20110121$225,0.000179694519317161,0.000179694519317161,0.233782569631626,0.000179694519317161,0.107996406109614,0.000179694519317161,0.000179694519317161,0.000179694519317161,0.377538185085355,0.000179694519317161,0.000179694519317161,0.278706199460916,0.000179694519317161,0.000179694519317161,0.000179694519317161
TH20110121$226,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.129624838292367,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.465976714100906,0.000258732212160414,0.000258732212160414,0.401293661060802,0.000258732212160414,0.000258732212160414,0.000258732212160414
TH20110121$227,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,0.221945957053324,0.607233124422069,0.0781054145689921,2.05486489263331e-05,2.05486489263331e-05,2.05486489263331e-05,0.0924894688174253
TH20110121$228,0.000301659125188537,0.120965309200603,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.724283559577677,0.000301659125188537,0.105882352941176,0.000301659125188537,0.000301659125188537,0.0455505279034691,0.000301659125188537,0.000301659125188537,0.000301659125188537,0.000301659125188537
TH20110121$229,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.119787516600266,0.000265604249667995,0.000265604249667995,0.0932270916334661,0.531474103585657,0.000265604249667995,0.252589641434263
TH20110121$230,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.776053962900506,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.21956155143339,0.000337268128161889,0.000337268128161889
TH20110121$231,0.000321027287319422,0.000321027287319422,0.112680577849117,0.128731942215088,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.000321027287319422,0.497913322632424,0.000321027287319422,0.257142857142857,0.000321027287319422,0.000321027287319422
TH20110109$232,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.221192052980132,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.773068432671082
TH20110109$233,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.799186089530152,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.129559748427673,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,7.39918608953015e-05,0.0703662597114317
TH20110109$234,0.000199401794616152,0.169690927218345,0.000199401794616152,0.648255234297109,0.000199401794616152,0.159720837487537,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.0201395812562313,0.000199401794616152,0.000199401794616152
TH20110109$235,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.138400789733465,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.859032576505429
TH20110109$236,0.000496277915632754,0.0749379652605459,0.000496277915632754,0.918610421836228,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754,0.000496277915632754
TH20110109$237,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.349389179755672,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.646073298429319
TH20110109$238,0.000133958472873409,0.10060281312793,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.000133958472873409,0.897655726724715
TH20110109$239,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.550105708245243,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.000422832980972516,0.169556025369979,0.232980972515856,0.000422832980972516,0.000422832980972516,0.0427061310782241
TH20110109$240,0.000431965442764579,0.30280777537797,0.000431965442764579,0.540388768898488,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.151619870410367
TH20110109$241,0.000600600600600601,0.000600600600600601,0.511111111111111,0.000600600600600601,0.270870870870871,0.000600600600600601,0.210810810810811,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601
TH20110109$242,0.268878357030016,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.0161137440758294,0.158293838862559,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.553238546603475
TH20110109$243,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.997151576805697,0.000203458799593082
TH20110109$244,0.000550964187327824,0.028099173553719,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.468870523415978,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.413774104683196,0.000550964187327824,0.000550964187327824,0.000550964187327824,0.0831955922865014
TH20110109$245,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,8.64677907479464e-05,0.0865542585386943,8.64677907479464e-05,8.64677907479464e-05,0.237872892347601,0.67453523562473,8.64677907479464e-05,8.64677907479464e-05
TH20110109$246,2.69796303790638e-05,0.0607311479832726,2.69796303790638e-05,2.69796303790638e-05,2.69796303790638e-05,2.69796303790638e-05,2.69796303790638e-05,0.0458923512747875,2.69796303790638e-05,0.891703763658438,2.69796303790638e-05,2.69796303790638e-05,2.69796303790638e-05,2.69796303790638e-05,0.00137596114933225
