"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Samarqandi_1"
"مجيء" 0.012 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.0133333333333333 0.008 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333
"نعيم" 0.004 0.00933333333333333 0.004 0.008 0.00533333333333333 0.00133333333333333 0 0 0 0.00533333333333333 0.004 0.00533333333333333 0.008 0.00533333333333333 0.004 0.00266666666666667
"نَفْسٍ" 0 0.008 0.00133333333333333 0 0.00266666666666667 0.00666666666666667 0.004 0.008 0.016 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.00133333333333333 0 0.00533333333333333
"والشرك" 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0 0 0.00133333333333333 0.0506666666666667 0 0 0 0.004 0.00266666666666667
"والكفر" 0.00266666666666667 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.012 0.008 0 0.012 0.00533333333333333 0.004
"وثالثها" 0 0 0 0.00133333333333333 0 0 0 0.0653333333333333 0 0 0 0 0 0 0 0
"وَكَذٰلِكَ" 0 0 0.0133333333333333 0 0 0.00266666666666667 0.00266666666666667 0.008 0.0213333333333333 0.00266666666666667 0.0133333333333333 0 0 0 0 0.00266666666666667
"ويوم" 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.00266666666666667 0 0 0.00666666666666667 0.012 0.004 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667
"يسمعون" 0.00266666666666667 0.00933333333333333 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.004 0.004 0 0.004 0.00933333333333333
"يَشَاء" 0 0 0.0173333333333333 0 0 0.0106666666666667 0 0.00933333333333333 0.00666666666666667 0.00666666666666667 0 0 0 0 0 0.016
"يعذب" 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00666666666666667 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00666666666666667 0 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0.004
"يكتب" 0.00266666666666667 0.012 0 0.004 0.00533333333333333 0.004 0.00266666666666667 0.00533333333333333 0 0.004 0.00533333333333333 0.008 0.004 0.00266666666666667 0.00266666666666667 0.004
"يموتون" 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.0293333333333333 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00533333333333333
"آخرون" 0 0.00266666666666667 0 0.00266666666666667 0.00666666666666667 0 0.00666666666666667 0.0106666666666667 0.00133333333333333 0 0 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.0226666666666667 0
"أجاب" 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0.00266666666666667 0.0213333333333333 0.00266666666666667 0.00133333333333333 0 0 0.00533333333333333 0.016 0.00266666666666667 0
"أذى" 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.0106666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0.00666666666666667 0.00666666666666667 0 0 0.004 0.008
"أقول" 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.008 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.008
"ٱلرَّحِيمُ" 0 0.00533333333333333 0.008 0 0 0.004 0 0.004 0.0133333333333333 0.00133333333333333 0.0146666666666667 0 0 0.004 0 0.0106666666666667
"ٱلْكِتَـٰبِ" 0 0.0106666666666667 0.0226666666666667 0 0 0.0133333333333333 0 0.00666666666666667 0 0.00666666666666667 0 0 0 0 0 0.00533333333333333
"ٱلْكَـٰفِرِينَ" 0 0.00933333333333333 0.016 0 0 0.02 0 0.004 0 0.004 0 0 0 0 0 0.012
"إِليه" 0 0 0 0 0 0 0 0 0 0 0 0 0.0653333333333333 0 0 0
"الحرث" 0.004 0.00266666666666667 0.004 0.00666666666666667 0.00933333333333333 0.004 0.004 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.004 0.00133333333333333 0.004 0.00266666666666667 0
"الخيرات" 0.004 0.00133333333333333 0.00533333333333333 0.0106666666666667 0 0.004 0.00266666666666667 0.0106666666666667 0.00266666666666667 0 0.0106666666666667 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667
"السفر" 0 0.00266666666666667 0.00533333333333333 0.00266666666666667 0 0.00133333333333333 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.008 0.00266666666666667 0.00133333333333333 0.012 0.00266666666666667 0.00666666666666667
"العظام" 0.00666666666666667 0.004 0.004 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.00666666666666667 0.00533333333333333 0.00266666666666667
"الكبر" 0.004 0.004 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00533333333333333 0 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00533333333333333
"المسيح" 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.0106666666666667 0.00666666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.016 0.00266666666666667 0 0.00133333333333333 0.00133333333333333
"اليقين" 0.00266666666666667 0.00133333333333333 0.004 0.0106666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.004 0 0.00266666666666667 0.004 0.0106666666666667 0.00933333333333333 0.00133333333333333
"بحذف" 0.00533333333333333 0.00266666666666667 0.0186666666666667 0 0 0.004 0 0.00133333333333333 0.00666666666666667 0.00933333333333333 0 0.00133333333333333 0.004 0.004 0.00533333333333333 0.00266666666666667
"ثان" 0.00933333333333333 0 0.0213333333333333 0 0.004 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.0146666666666667 0 0 0 0 0 0.008 0
"جارية" 0 0.012 0.0106666666666667 0.008 0.00666666666666667 0.00266666666666667 0.004 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00533333333333333
"جعلوا" 0.00666666666666667 0.00666666666666667 0.004 0.00533333333333333 0.00266666666666667 0.00266666666666667 0 0 0.00133333333333333 0.00933333333333333 0 0.00133333333333333 0.008 0.004 0.00933333333333333 0.004
"حرام" 0.00133333333333333 0.004 0.004 0.012 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.008 0.00666666666666667 0.00266666666666667 0.004
"حفظ" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.0133333333333333 0.00133333333333333 0.004 0.004 0 0.0106666666666667 0.00933333333333333 0.00533333333333333 0 0.004 0.00133333333333333 0.00133333333333333
"حي" 0 0.00266666666666667 0.00266666666666667 0.004 0.00533333333333333 0.00533333333333333 0 0.004 0 0 0.00933333333333333 0.0133333333333333 0.00133333333333333 0.0133333333333333 0.00266666666666667 0.00133333333333333
"خص" 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.016 0.004 0.008 0.00133333333333333 0.0133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0
"خلقت" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.004 0.004 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.008 0.012 0.00933333333333333 0.00266666666666667 0.00266666666666667
"خَيْراً" 0 0.00666666666666667 0.004 0 0.00533333333333333 0.00933333333333333 0.00133333333333333 0 0.0106666666666667 0.004 0.0106666666666667 0.00533333333333333 0 0.004 0 0.004
"ذوي" 0.00266666666666667 0.00533333333333333 0.004 0.00266666666666667 0 0.00533333333333333 0.004 0.00666666666666667 0.00933333333333333 0.00533333333333333 0.004 0.0106666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667
"شجر" 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0.00666666666666667 0.004 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00933333333333333 0.00133333333333333 0 0.004 0.008
"شديدة" 0.00133333333333333 0.00266666666666667 0.004 0.00666666666666667 0.004 0.00933333333333333 0.00133333333333333 0.004 0.004 0.00266666666666667 0.00133333333333333 0.008 0.004 0 0.00133333333333333 0.0106666666666667
"شق" 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.0146666666666667 0.00266666666666667 0.004 0.004 0.004
"عبادته" 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.008 0.00533333333333333 0 0 0.00666666666666667 0.00933333333333333 0.00266666666666667 0.008 0 0.00266666666666667 0.00266666666666667 0.004
"عندك" 0.008 0.004 0.00133333333333333 0.00533333333333333 0.004 0.004 0.00266666666666667 0.00266666666666667 0.008 0.004 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00266666666666667 0.008
"عَنْهَا" 0 0.00266666666666667 0.004 0 0.00266666666666667 0.008 0.00133333333333333 0.004 0.0146666666666667 0.00266666666666667 0.016 0.00266666666666667 0 0 0 0.00666666666666667
"فذهب" 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.004 0.004 0.00533333333333333 0.00533333333333333
"فكل" 0.00666666666666667 0.00266666666666667 0 0.0106666666666667 0.00266666666666667 0 0.004 0.0226666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00266666666666667
"قُلِ" 0 0.00666666666666667 0.0106666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.008 0.00266666666666667 0.0186666666666667 0 0.00133333333333333 0.00133333333333333 0 0.00666666666666667
"لجميع" 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00533333333333333 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0 0 0 0.00133333333333333 0.0106666666666667 0.016 0.00533333333333333
"لكنه" 0.0146666666666667 0.00133333333333333 0.00933333333333333 0 0 0 0.00533333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0 0 0.00133333333333333 0.016 0.004 0
"لِي" 0 0.00133333333333333 0.00666666666666667 0 0.008 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.0226666666666667 0.00133333333333333 0 0.004 0 0.00133333333333333
"مسجد" 0.00133333333333333 0.00266666666666667 0.004 0.004 0.00133333333333333 0.00266666666666667 0.004 0.00533333333333333 0.004 0.00533333333333333 0.00533333333333333 0.0106666666666667 0.00133333333333333 0.008 0.00266666666666667 0.00266666666666667
"مِّمَّا" 0 0.00933333333333333 0 0 0 0 0.00266666666666667 0 0.016 0 0.0293333333333333 0.00133333333333333 0 0.00533333333333333 0 0.00133333333333333
"نصر" 0.004 0.00666666666666667 0.004 0.004 0 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.008 0 0.00533333333333333 0.00266666666666667
"وإنه" 0.00933333333333333 0.00533333333333333 0 0.0106666666666667 0 0 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333
"وعشرين" 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00533333333333333 0.004 0.004 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0.00266666666666667 0.00266666666666667
"وقوعه" 0.004 0 0.0106666666666667 0.00266666666666667 0 0.00266666666666667 0 0.00533333333333333 0.00666666666666667 0.00266666666666667 0 0 0 0.0253333333333333 0.00533333333333333 0
"وقولهم" 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0 0.00133333333333333 0.0173333333333333 0 0 0.00133333333333333 0.00666666666666667 0.02 0
"ولأنه" 0.00933333333333333 0.00933333333333333 0.004 0.00266666666666667 0.00133333333333333 0.0133333333333333 0 0.0133333333333333 0 0.00533333333333333 0 0.00133333333333333 0 0.00533333333333333 0 0
"وَلَـٰكِنَّ" 0 0.00666666666666667 0.00933333333333333 0 0 0.008 0.004 0 0 0.00133333333333333 0.02 0 0 0.008 0 0.008
"ويروى" 0 0.00533333333333333 0 0.00666666666666667 0 0 0.00666666666666667 0.00133333333333333 0 0.008 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.024 0.008
"يبلغ" 0.004 0.00266666666666667 0.004 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00133333333333333 0.00933333333333333 0.004 0.00266666666666667 0.008 0.00266666666666667 0.004 0.00133333333333333
"يشبه" 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00666666666666667 0.00266666666666667 0.008 0.00133333333333333 0.004 0.00133333333333333 0.004 0.0106666666666667 0.004
"يعمر" 0.00666666666666667 0.00133333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0 0 0.00266666666666667 0 0 0.0466666666666667 0.00133333333333333 0.004 0
"آلهتهم" 0.00933333333333333 0 0.004 0 0.004 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.0106666666666667 0.00933333333333333 0.00666666666666667 0 0 0.00533333333333333
"آمنا" 0.004 0.00266666666666667 0.00666666666666667 0.0146666666666667 0.00133333333333333 0.00666666666666667 0 0 0.004 0.00933333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333
"ٱلْحَمْدُ" 0 0.004 0.00666666666666667 0 0 0 0.008 0.00266666666666667 0.0146666666666667 0.004 0.008 0.00266666666666667 0 0.00133333333333333 0 0.012
"إظهار" 0.00666666666666667 0 0.00533333333333333 0.00666666666666667 0.00666666666666667 0.004 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.004 0 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667
"إليّ" 0.00933333333333333 0.0106666666666667 0 0.0133333333333333 0 0.008 0.012 0 0 0.00533333333333333 0 0 0.00133333333333333 0 0.00266666666666667 0.00133333333333333
"الاستهزاء" 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.008 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.0133333333333333 0.00266666666666667 0.004
"الجميع" 0 0.00133333333333333 0.008 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.02 0.0133333333333333 0.00133333333333333
"الجيم" 0.004 0.00933333333333333 0.00666666666666667 0 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0 0 0.0133333333333333 0 0.0106666666666667 0.004
"الخالق" 0.004 0.004 0.00533333333333333 0.00533333333333333 0 0.00533333333333333 0 0.008 0.00666666666666667 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667
"الرؤساء" 0.00266666666666667 0.004 0 0.004 0.00666666666666667 0.00933333333333333 0 0.004 0.00133333333333333 0 0.02 0.004 0.00533333333333333 0.00133333333333333 0 0.00133333333333333
"الرعد" 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.0106666666666667 0.004
"السيئات" 0.00266666666666667 0.00666666666666667 0.004 0.008 0.00666666666666667 0.00533333333333333 0.00666666666666667 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667
"العربي" 0.00666666666666667 0 0 0 0 0.00133333333333333 0.0253333333333333 0 0 0 0 0.00133333333333333 0.00133333333333333 0.0266666666666667 0.00133333333333333 0
"الغالب" 0.004 0.00133333333333333 0.008 0.004 0 0.012 0.004 0.00266666666666667 0.0133333333333333 0.00266666666666667 0.004 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0
"الفرائض" 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00133333333333333 0.00533333333333333 0 0.00533333333333333 0 0.004 0.012 0.004 0.00133333333333333 0 0.008
"الفقيه" 0.00133333333333333 0.00133333333333333 0 0 0 0 0 0.00133333333333333 0 0 0 0 0 0.0146666666666667 0.0253333333333333 0.02
"الفلك" 0.00933333333333333 0 0.00666666666666667 0.008 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.008 0 0.00533333333333333 0 0.004 0 0.00533333333333333 0.00666666666666667 0.00133333333333333
"القرى" 0.008 0.00266666666666667 0.00133333333333333 0.004 0 0.00133333333333333 0.004 0.00133333333333333 0.00533333333333333 0.004 0.004 0.0106666666666667 0.004 0 0.00533333333333333 0.008
"الليلة" 0.00266666666666667 0.008 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.004 0.00933333333333333 0 0.004 0.00933333333333333
"الميثاق" 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.004 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.0106666666666667
"النجاة" 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00133333333333333 0.00533333333333333 0.00933333333333333 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00533333333333333
"بالتوبة" 0.004 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.0146666666666667 0.012 0 0.00533333333333333 0.00133333333333333 0.00533333333333333
"بالقتال" 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.012 0.00133333333333333 0.016 0.008 0.004 0.00266666666666667 0 0.00266666666666667
"بتشديد" 0.008 0.0106666666666667 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0 0 0 0.0173333333333333 0 0.004 0.008
"بيانه" 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0 0 0.0293333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.0146666666666667 0 0 0
"تركوا" 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.004 0.00133333333333333 0.008 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00266666666666667 0 0.00266666666666667 0.004 0.012
"رَبِّهِ" 0 0.00933333333333333 0.00133333333333333 0 0.004 0 0.008 0 0.0133333333333333 0.00266666666666667 0.0226666666666667 0 0 0 0 0.00266666666666667
"ساق" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.012 0.0106666666666667 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.00133333333333333 0.012 0.00133333333333333 0.00133333333333333 0.00133333333333333
"سيرين" 0.00666666666666667 0.00533333333333333 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00666666666666667 0 0.00266666666666667 0 0.00133333333333333 0.0133333333333333 0.00266666666666667 0.0106666666666667 0.00133333333333333
"ضلال" 0.00933333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.004 0.00533333333333333 0.00666666666666667 0.00266666666666667 0 0.008 0.00266666666666667
"طلوع" 0 0 0.00266666666666667 0.00533333333333333 0.00933333333333333 0.00133333333333333 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0.008 0.00533333333333333
"ظهره" 0.00133333333333333 0.00666666666666667 0.004 0.00666666666666667 0.00666666666666667 0.00533333333333333 0.00666666666666667 0 0.004 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.004 0 0.00133333333333333 0.004
"عادة" 0.004 0.00266666666666667 0.004 0.00933333333333333 0 0.00133333333333333 0.004 0.00933333333333333 0.004 0.008 0 0.00666666666666667 0 0.00666666666666667 0.004 0
"عبداً" 0.004 0.004 0.00133333333333333 0.0146666666666667 0 0.00266666666666667 0.004 0.008 0.00133333333333333 0.008 0 0.004 0 0 0.00266666666666667 0.00933333333333333
"علموا" 0.00266666666666667 0.00133333333333333 0.004 0.004 0.004 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.004 0.004 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333
"غافر" 0.00266666666666667 0.00666666666666667 0 0.00133333333333333 0 0.008 0.0106666666666667 0.008 0 0.00666666666666667 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00533333333333333
"غلب" 0.008 0.00266666666666667 0.012 0.008 0.00133333333333333 0.004 0.00266666666666667 0 0.00266666666666667 0.004 0.00266666666666667 0.004 0 0 0.00933333333333333 0.00266666666666667
"فَإِنْ" 0 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0.0173333333333333 0.00266666666666667 0.016 0.00266666666666667 0 0.008 0 0.004
"فسر" 0.004 0.00266666666666667 0.00933333333333333 0.00933333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0 0 0.00133333333333333 0.004 0.0213333333333333 0.00133333333333333
"فَهُوَ" 0 0.00266666666666667 0.008 0 0.00266666666666667 0.00933333333333333 0 0.004 0.008 0.00533333333333333 0.0106666666666667 0.00266666666666667 0 0.00266666666666667 0 0.008
"قَالُو" 0 0.0186666666666667 0 0 0 0 0.004 0 0 0.00133333333333333 0.0333333333333333 0 0 0.00666666666666667 0 0
"قَدِيرٌ" 0 0.00133333333333333 0.008 0 0 0.012 0 0 0.02 0.00133333333333333 0.012 0 0 0.00666666666666667 0 0.00266666666666667
"لعل" 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.008 0 0.008 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.0133333333333333 0.004 0.00266666666666667
"للمبالغة" 0.00933333333333333 0.00266666666666667 0.028 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333
"لَهُوَ" 0 0.008 0.016 0 0 0.00666666666666667 0.00133333333333333 0.004 0.00533333333333333 0 0.0146666666666667 0 0 0 0 0.008
"مبين" 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.008 0.004 0.00266666666666667 0 0.00266666666666667 0 0.00666666666666667 0.00533333333333333 0.00133333333333333 0 0 0.00533333333333333 0.0133333333333333
"مصدرية" 0.0213333333333333 0 0.008 0 0 0.008 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00666666666666667 0 0 0 0 0.00533333333333333 0
"مَعَهُ" 0 0.00666666666666667 0.00666666666666667 0 0.00266666666666667 0.00266666666666667 0.004 0.004 0.0173333333333333 0.00266666666666667 0.0106666666666667 0 0.00133333333333333 0 0 0.00533333333333333
"هَذَا" 0 0.00666666666666667 0.00133333333333333 0 0.008 0.00133333333333333 0.008 0 0.00133333333333333 0 0.004 0.0253333333333333 0 0.00266666666666667 0 0.00533333333333333
"وَإِنَّا" 0 0.00266666666666667 0.00933333333333333 0 0 0.00133333333333333 0.00533333333333333 0 0.0173333333333333 0.00133333333333333 0.0213333333333333 0.00133333333333333 0 0 0 0.004
"والعلم" 0.0106666666666667 0.00133333333333333 0.00266666666666667 0.004 0.004 0 0.00533333333333333 0.0106666666666667 0 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0.008 0.00666666666666667 0.00266666666666667
"وعدم" 0.004 0 0.0106666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0 0 0.00133333333333333 0.0293333333333333 0.00133333333333333 0
"وعلم" 0.00533333333333333 0 0 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.008 0.00133333333333333 0.00266666666666667 0.004 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.004 0.00533333333333333
"وَلَوْلاَ" 0 0.00133333333333333 0.008 0 0.00533333333333333 0.00666666666666667 0.004 0.00133333333333333 0.0106666666666667 0.00266666666666667 0.0133333333333333 0 0 0.00133333333333333 0 0.00933333333333333
"يدعون" 0.0106666666666667 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.004
"يشفع" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.0186666666666667 0.00133333333333333 0.00533333333333333 0.004 0.00266666666666667 0.004 0 0.00666666666666667 0 0.004 0.00266666666666667 0.004 0.004
"يصدق" 0.004 0.00133333333333333 0.00533333333333333 0 0 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.0266666666666667 0.00266666666666667 0.00533333333333333
"يصلون" 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.008 0.00133333333333333 0.008 0.00666666666666667 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.004 0 0.00133333333333333 0.004 0.00666666666666667
"يعرفون" 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0.004 0.00266666666666667 0.00133333333333333 0 0 0.00666666666666667 0.0106666666666667 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00666666666666667
"أخذه" 0.004 0.004 0.00666666666666667 0.00666666666666667 0 0.004 0.00533333333333333 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0.004 0.00133333333333333
"أنزلنا" 0.0106666666666667 0.004 0.004 0.00933333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.016 0 0.00133333333333333 0 0.00133333333333333 0.00666666666666667
