"Abu-Hayyan" "al-Baghawi" "al-Baydawi" "al-Khazin" "al-Mawardi" "al-Nasafi" "al-Qurtubi" "al-Razi" "al-Suyuti" "al-Zamakhshari" "Fairuzabadi" "Ibn-Abd-al-Salam" "Ibn-al-Jawzi" "Ibn-Arafa" "Ibn-Atiya" "Samarqandi"
"ثم" 0.261000375211526 0.38150117325571 0.160460322310779 0.434974557464044 0.221298100549865 0.255855856634312 0.296368657141533 0.510338126358911 0.0649692335778181 0.29108785049531 0.176736117587808 0.217593146385504 0.348705850969593 0.177966530158249 0.404238587691593 0.896446873493219
"وقيل" 0.512367526916657 0.418055266779537 0.386607621442634 0.870343515524224 0.0668031657838625 0.268665931185489 0.510596422517808 0.0640823436567348 0.059599875430891 0.479542739909231 0.00139896662998265 0.0216453915252596 0.0912435188135446 0.108195560948481 0.172405185384359 0.0125568477500337
"صلى" 0.177560616318175 0.510965237967941 0.177085577168735 0.598749405009726 0.339565940880207 0.168885603442 0.484858493134227 0.160504224942618 0.22175449146809 0.297084142431207 0.304974725336218 0.549109406061849 0.276357723095287 0.136508418019111 0.346026811882704 0.394766200393448
"وسلم" 0.17330407569907 0.564350848011406 0.174925233317136 0.583934732617348 0.337093618279445 0.166660582061273 0.478986465538847 0.159808038074128 0.220680619838704 0.295210301201239 0.303529126485236 0.531451323501769 0.272282246618197 0.128419030284645 0.342757626388865 0.396084504619173
"فيه" 0.294662457051577 0.161859783566499 0.306862754920574 0.273294963085337 1.09332160073302 0.230430126875904 0.27094570241824 0.286630079284081 0.2652462924582 0.289963545757329 0.096528697468803 0.254048542638573 0.356048444953112 0.395368825522018 0.214549801479344 0.143596287787131
"له" 0.282218037788252 0.270531974930941 0.312623671858171 0.359989144123591 0.243347181703602 0.282944951890933 0.336347940808162 0.258020114164701 0.260950805940658 0.380603922966922 0.160368208017011 0.254048542638573 0.266084827843116 0.35997775418373 0.263942379211832 0.263726760356351
"إلا" 0.299323694232091 0.202453441055039 0.203479343355659 0.357351590136928 0.204799131357023 0.285839639900812 0.261541458989624 0.356746042467731 0.0794665005745213 0.274062664463029 0.132388875417358 0.239808153477218 0.119839217400735 0.291217958440771 0.2594314100808 0.221771728372642
"لم" 0.296230656227037 0.215166186473401 0.221607446110379 0.289292837266124 0.187038773082159 0.245767652898393 0.271778135449003 0.320279111261104 0.14067718344949 0.323371457971615 0.199446009214527 0.260314313869569 0.224622748972879 0.370089488851813 0.232416280341019 0.263364226694276
"الذي" 0.297466426084197 0.19061197413887 0.169477409691365 0.321091385329629 0.265497173983901 0.251989071904698 0.224104470795325 0.257141592640178 0.112756521085469 0.293657689896409 0.167689466713921 0.222719686483592 0.241598287356794 0.189089438293139 0.339158988093322 0.247478660774286
"إذا" 0.25631745785808 0.252987594182236 0.213216545353445 0.277707319754614 0.270239996932302 0.276140274852787 0.334998049406925 0.322898099956853 0.105776355494464 0.337719727961084 0.124321501184458 0.240377769043672 0.169182796234933 0.301329693108853 0.220226526677947 0.262902820215273
"إن" 0.24846200853216 0.209700894050554 0.17461214000531 0.482820279782853 0.197432619118017 0.21606469757315 0.282554768468877 0.262760815221562 0.117588943417704 0.175766307370995 0.148850049430154 0.140125429347733 0.121388572094505 0.389301784721169 0.283608177221279 0.276810929796675
"يكون" 0.382871853990106 0.0808704864308274 0.167317065839766 0.142625115577862 0.131386286783367 0.144129540312743 0.200053905663289 0.449720141166806 0.0289945339934064 0.241457827061587 0.0803939490030031 0.0820246415694048 0.147794965136151 0.351888366449264 0.264119776874289 0.106123490170888
"هذه" 0.241148563529555 0.155642023346304 0.0702268298425516 0.266787353249084 0.134564987270061 0.118055746074511 0.195216794808858 0.494143493727605 0.0370485712137971 0.125547362407854 0.100958758463748 0.079746179303588 0.236983904899262 0.164821275089742 0.487792886708531 0.154043848776004
"كما" 0.282261398134118 0.171483450658904 0.195495463904098 0.145780320346954 0.151265778716027 0.249137588193475 0.246512668055855 0.201446643160967 0.154100578816808 0.345108016239243 0.112710078155602 0.131011580284466 0.161402341142306 0.17695535669144 0.20902513141999 0.186474132728847
"وقرأ" 0.362275689704115 0.18138434272928 0.261276368718722 0.00342635517893585 0.0368325611950299 0.0155103432171087 0.139308792607635 0.0273501984049696 0.000536935814692712 0.116981231070857 0 0.005696155664542 0.405695158401308 0.00606704080084939 0.708323523664975 0.195109025407348
"لأن" 0.252884763810415 0.092197106959337 0.208708001663152 0.210240167778014 0.179268616336906 0.321418379843121 0.196971653630465 0.336854989082298 0.0375855070284898 0.129080891584365 0.0132435507638358 0.160631589740084 0.158404676626098 0.517720815005814 0.170403126050923 0.144057694266135
"فقال" 0.121589636530455 0.416352313343432 0.0992818891799961 0.351879281865535 0.156311335044113 0.144259153208708 0.294703791080008 0.22510042081181 0.0402701861019534 0.194933026237525 0.164471843464961 0.155505049641997 0.27885016325483 0.272005662571414 0.227297090652993 0.419649192654013
"قاله" 0.131873265224829 0.0172275522024534 0.00845351941929957 0.0126701191508851 2.57283008281776 0.00777677375788181 0.166779082622803 0.0110229587510938 0.00966484466446881 0.00567506201076013 0 0.243795462442398 1.08784908476924 0.0232569897365893 0.0841625195739314 0.00128534662008219
"عباس" 0.217509948308686 0.311006821714637 0.0113965965504631 0.265259050939055 0.517674079261653 0.0484104166428143 0.281677339058073 0.0713591540202388 0.0209404967730158 0.0801468663217728 0.0531607319393408 0.0820246415694048 0.566356503820507 0.0273016836038222 0.274079388495052 0.13337943003776
"لهم" 0.199652712536517 0.165938951099494 0.204950881921241 0.272925212526459 0.163476025029996 0.223647051987085 0.13656401342512 0.130617917231006 0.283502110157752 0.236960608109664 0.262259610900748 0.141834276047096 0.197138543970349 0.152687193488043 0.202638815571561 0.226221005134465
"أبو" 0.201560567754587 0.453223235413511 0.0460560261695914 0.0833417759710944 0.201317697490643 0.0656921361047739 0.2878193449337 0.0654084138824303 0.0128864595526251 0.0540737040647899 0.0611814739512413 0.0717715613732292 0.451165350501082 0.172910662824208 0.490200426413295 0.145507828914433
"الآية" 0.146803677651095 0.160354847971802 0.0424241437524108 0.230157397882907 0.143091977464527 0.068197985426758 0.168353955924246 0.32550051277478 0.0220143684024012 0.0520392478722533 0.0532539963813397 0.0706323302403208 0.193871426463921 0.343798978714799 0.539871771901072 0.138290113278586
"كل" 0.180545253458566 0.151483648676746 0.152413824196853 0.221061534134509 0.151871245475397 0.197249225508941 0.151052847798395 0.240549138941163 0.0907421526830683 0.188883195980771 0.142321538490235 0.224428533182955 0.116841552884528 0.143586632286769 0.201701142212864 0.147847818915095
"لما" 0.191710542518866 0.0798011900872269 0.257550558307994 0.179230420906781 0.112919550622571 0.145274454227098 0.135686584014316 0.295183232239817 0.134770889487871 0.167093099392287 0.017580347316782 0.244934693575306 0.0832609739782511 0.181000050558673 0.121061233364851 0.0724737748092496
"بعد" 0.16660490226289 0.125345293610954 0.160429012979596 0.169025305481749 0.180176816475961 0.161022421086808 0.123830037873453 0.141027568502716 0.156248322075579 0.153869134140798 0.289026505754416 0.255187773771482 0.161166569775862 0.149653673087618 0.164599688236279 0.136839978630288
"وفي" 0.206987837712054 0.0719596835674894 0.0696945712124476 0.108632714198348 0.420597575509273 0.0738361464012223 0.179198083514181 0.125628578006827 0.203498673768538 0.123084599648467 0.0192124750517618 0.0421515519176108 0.326408616028815 0.120329642550179 0.22253269628988 0.0698042087521558
"وما" 0.21613687068962 0.0878803180166533 0.121417586326088 0.241668965282641 0.144555188799672 0.158062926628948 0.102659241064056 0.08609510940328 0.0730232707982088 0.214046206783198 0.0866426666169256 0.0871511816674926 0.193433565354812 0.0707821426765762 0.155425694834966 0.100092248338195
"حتى" 0.13254535058574 0.27076959634063 0.128556113835719 0.260772744158003 0.189309273429798 0.140154744836492 0.203698612446629 0.102306317912407 0.0493980949517295 0.19996562839801 0.0887411165618996 0.172593516635623 0.157192138170104 0.0748268365438091 0.124938639415683 0.172500107936158
"يوم" 0.148473050966907 0.167800318808725 0.105074115448775 0.219434631675446 0.148288900482456 0.136395970853516 0.132964303021822 0.0822992333822267 0.129938467155636 0.120728913530793 0.321435899349014 0.166897360971081 0.170597424433593 0.0333687244046716 0.16510653870044 0.192439459350254
"غير" 0.168194781611282 0.0891476322016614 0.143866376784006 0.129782446166167 0.0969251370625377 0.192647967702195 0.13840886500681 0.171245393770752 0.083761987092063 0.171215550098216 0.0917255787058626 0.12474580905347 0.124992505838709 0.279083876839072 0.163611329831166 0.0768900939654295
"رسول" 0.0820160942041093 0.340432272947793 0.069506715225352 0.362675998184771 0.163778758409681 0.123197057614444 0.21364281243574 0.0566397745150188 0.0171819460701668 0.210298524323262 0.0547462274533211 0.039873089651794 0.144830982243722 0.0313463774710552 0.151903084109047 0.162085504552928
"قد" 0.147526350082182 0.126652211364244 0.046619594130878 0.172550260809719 0.144958833305919 0.0888712423331272 0.162684412039051 0.155282823428942 0.0268467907346356 0.1186409190174 0.0795545690250135 0.082594257135859 0.253016357817404 0.116284948682947 0.170403126050923 0.13380787891112
"و" 0.124632087465333 0.0751675725982911 0.211431913476037 0.00675411020883758 0.0131184464530244 0.20861195605518 0.122727626562443 0.0249964237543601 0.110608777826699 0.183529363895148 0.0227565238477178 0.0495565542815154 0.134254952377552 0.0869609181455079 0.67200768790784 0.00988728169293992
"وهذا" 0.173188448110096 0.0531479886337759 0.0265816221740198 0.0880745831247324 0.252984194290247 0.072907253980142 0.165766664071875 0.170748117436116 0.0510089023958076 0.059266921187844 0.0297979892186305 0.0216453915252596 0.162682242845855 0.14864249962081 0.313791122362065 0.0823610565021895
"بين" 0.146413434538308 0.11124642330274 0.128963135141092 0.15541848491504 0.125281163626383 0.158754195407426 0.116113158696383 0.167515821260983 0.0655061693925108 0.179299836547506 0.128984723284401 0.164618898705264 0.118054091340522 0.140553111886344 0.118653693660086 0.130314372712948
"فيها" 0.162492896130002 0.104593023831447 0.155356901328017 0.160594992739332 0.209945598811671 0.138793809428863 0.126214846015638 0.0998033603614072 0.133697017858485 0.152209446194255 0.0687825259741471 0.147530431711638 0.153217706564346 0.155720713888468 0.138066066437452 0.11571415341304
"أهل" 0.0965634902418987 0.231878892288195 0.0754554881500443 0.190618738120223 0.132698131428669 0.120648003993805 0.168668930584534 0.105157368897653 0.101480868976923 0.132828574044301 0.31131670739214 0.178289672300165 0.152544074088794 0.0596592345416856 0.126940698749118 0.209906990341115
"لأنه" 0.167233627277936 0.0657023197790121 0.16844420176234 0.121302833349233 0.164787869675298 0.182754183310223 0.135956562294563 0.165510140044619 0.0456395442488805 0.157884508205015 0.01370987297383 0.178289672300165 0.107073881989021 0.233581070832701 0.0883947209496756 0.100257036366411
"وقد" 0.158012327057261 0.0583360560786527 0.086507682057499 0.0937933917687117 0.0947050922781797 0.0707470390473971 0.333265688775338 0.0936702855675655 0.0542305172839639 0.112269858835509 0.0349741657495663 0.0393034740853398 0.239644753177693 0.0869609181455079 0.170529838666963 0.0934018543926391
"منه" 0.149506472543362 0.100117820615637 0.154261074736626 0.145583120048886 0.112011350483516 0.143200647891663 0.127542239226854 0.178339869478223 0.144435734152339 0.183904132141142 0.063792878327209 0.140125429347733 0.0920518777842072 0.19414530562718 0.108516684376867 0.0804165577692447
"التي" 0.167219173829314 0.0942168889416937 0.0964953587047455 0.151868879549811 0.142940610774685 0.128532788498324 0.11233346277292 0.128711691281569 0.0590629396161983 0.158794659659571 0.043787655518457 0.121328115654745 0.102964723888153 0.0687597957429597 0.200205933343589 0.080746133825676
"قول" 0.14064650853823 0.0884743715408758 0.0222922438020048 0.0797675205686073 0.577817110692442 0.0317335573620233 0.182842790297521 0.0966870953310228 0.00859097303508339 0.0554121620861956 0.018792785062767 0.0506957854144238 0.165814633857172 0.102128520147631 0.323497308750748 0.0649264831169721
"محمد" 0.0532609581711415 0.466173602241562 0.0389488079911432 0.145607770086144 0.104140282611701 0.0642231899505073 0.120095338330031 0.0753539405751465 0.124569109008709 0.0527352460433842 0.555156590998116 0.119619268955382 0.0804317175809319 0.0434804590727539 0.31113015742522 0.141025594546966
"أبي" 0.148039447508254 0.244354016296868 0.034064552326659 0.141639114087521 0.145665211191851 0.0410008794234991 0.207388315610009 0.0426828853895737 0.0182558176995522 0.0793437915089294 0.0913058887168678 0.0677842524080498 0.18669724059929 0.0778603569442338 0.251093719945351 0.141915449899331
"عليهم" 0.137358348976783 0.123800754447976 0.139420451756078 0.186181731413687 0.123212485531867 0.167071022898494 0.0933449903955227 0.100466395474255 0.105239419679771 0.173357082932465 0.123855178974464 0.159492358607176 0.117245732369859 0.109206734415289 0.106615995136263 0.152099350043059
"يا" 0.0711832344621091 0.215284997178246 0.0439896103115404 0.278989121692057 0.105401671693723 0.0758451462886751 0.160322102086887 0.0652426551042183 0.131012338785022 0.097600358920903 0.582529704724777 0.0848727194016758 0.124318873363157 0.0283128570706305 0.112723543229403 0.171577294978151
"عنه" 0.124118990039261 0.129582875417075 0.150253480345254 0.142477215354311 0.126744374961528 0.149033228210074 0.144190899842108 0.126838617087774 0.0719493991688234 0.212386518836655 0.0244819160246964 0.190821214762157 0.0872017239602314 0.199201172961222 0.159835293873166 0.0974556398867445
"الدنيا" 0.0980449687256279 0.136790724844308 0.0999080758036479 0.168261154326735 0.16312283608703 0.12848958419967 0.0975971483094185 0.133120874782006 0.163228487666584 0.0908545304930183 0.285995411389454 0.230694304413951 0.123948375501604 0.0485363264067951 0.102611876469391 0.189044825969011
"فإن" 0.105784790462574 0.0858209324660152 0.243430049944645 0.162345145384687 0.0695277662010291 0.0642447920998348 0.124302499863886 0.224271626920751 0.0225513042170939 0.399663565191739 0.0127772285538416 0.0449996297498818 0.0673632475552193 0.269983315637798 0.0651809696911025 0.0549073710014597
"ومن" 0.162529029751557 0.0788903080167523 0.0878539832983504 0.147012822209881 0.0713441664791402 0.106844230573565 0.110893578611601 0.096024060218175 0.0375855070284898 0.123941212782167 0.0498032120273824 0.0501261698479696 0.122230612688945 0.0697709692097679 0.15575514763667 0.134697734263485
"الذين" 0.143226449117212 0.101345531232364 0.0703833764984646 0.23178430034197 0.0820407458946831 0.124363573678127 0.0648172854493856 0.0905374446593599 0.0434918009901096 0.112805242044072 0.0983007218667811 0.0774677170377712 0.143988941649281 0.0343798978714799 0.123113977744703 0.126952696937349
"عند" 0.120657389094353 0.106692012950367 0.0763947680855221 0.148910875078788 0.117208273501445 0.134170949472789 0.13327927768211 0.141574572470815 0.0993331257181517 0.117195384354282 0.0992333662867695 0.213605837420325 0.106366567889691 0.109206734415289 0.122049591769965 0.109221505101343
"وهي" 0.152281534678737 0.0804744507480124 0.0907031324359662 0.0918460388252877 0.0772474673830011 0.146311357394815 0.109791167300591 0.0919795460298038 0.0869836019802193 0.137914714525642 0.0700882281621309 0.082594257135859 0.0881111278022269 0.0829162242782749 0.211407328601546 0.0677278795966385
"ذكر" 0.180017702583872 0.0553261848892585 0.0563567961286638 0.109322915241586 0.0440477067441933 0.0904265970847035 0.076471347880063 0.181522438019892 0.0757079498716723 0.0871603863539386 0.0583369084702766 0.0535438632466948 0.075076339400292 0.0697709692097679 0.116981087128355 0.0839100639674168
"وإن" 0.156798237373034 0.0872862644924308 0.09461679883379 0.149576426084768 0.106007138453093 0.118941434196937 0.115955671366239 0.135706711722113 0.0300684056227919 0.106327105220468 0.0366529257055455 0.0956954151643056 0.0352309784713797 0.19414530562718 0.108896822224987 0.0613670617075138
"بها" 0.124632087465333 0.100632667003297 0.165970764598915 0.137300707530019 0.131991753542737 0.119157455690211 0.117238068197414 0.0803267039215046 0.144435734152339 0.148086995488326 0.0725597358751003 0.168036592103989 0.102661589274154 0.124374336417412 0.115308480596624 0.0815041587554681
"إليه" 0.136202073087043 0.111602855417273 0.159176639732293 0.142206064944467 0.106309871832778 0.137022433184012 0.0970571917489238 0.109036124307812 0.110608777826699 0.164094953424338 0.0394974911865102 0.131011580284466 0.0391043652058048 0.0970726528135902 0.0959721353888823 0.0865796300245106
"قيل" 0.136353834297571 0.102375224007683 0.068817909939335 0.155024084318903 0.0944528144617754 0.15812773307693 0.111928495352549 0.139154494308921 0.0365116353991044 0.197021020750918 0.00312435880696126 0.0974042618636682 0.0960936726375204 0.352899539916073 0.058237118332097 0.0392854659266146
"السلام" 0.0752735604220638 0.0851476718052297 0.0482476793523727 0.059800990389197 0.0465200293449556 0.175755086928129 0.116855598967063 0.269308286960934 0.0107387162938542 0.0871603863539386 0.0387980078715189 0.0506957854144238 0.0393738181960257 0.0647151018757268 0.182770277376451 0.150912876239906
"الناس" 0.100422561023905 0.106058355857863 0.0672837527113881 0.146618421613744 0.106461238522621 0.091744328193678 0.11271593200327 0.0874543313846179 0.0821511796479849 0.111520322343522 0.0551659174423159 0.11392311329084 0.0964304888752965 0.0758380100106173 0.273091030089938 0.115153874117107
"بما" 0.129206603954117 0.0745735190740686 0.14790528050656 0.145435219825335 0.13739049881379 0.125875724131048 0.0751889510488881 0.0817688052919485 0.117052007603011 0.122709831402474 0.123109063438473 0.153796202942634 0.114786973834094 0.100106173214015 0.0693118009740145 0.100751400451058
"هي" 0.147128880245084 0.0836031326422511 0.066062688795267 0.0936947916196775 0.0988424484672104 0.112525595846684 0.088215403070823 0.0752876370638617 0.0698016559100525 0.119283378867675 0.0219171438697282 0.0563919410789658 0.0883468991686702 0.0859497446786996 0.274586238959213 0.047557824943041
"مع" 0.109535460379918 0.0815833506598945 0.114592152128283 0.121746534019886 0.0777520230158097 0.125724509085756 0.0885978723011734 0.160487649064797 0.0826881154626776 0.125011979199292 0.101238551789745 0.106518110926935 0.0737290744491876 0.216391121896961 0.126991383795534 0.0810097946708211
"ويقال" 0.027822888596865 0.018930505638558 0.00169070388385991 0.00914516382291512 0.0040869006257499 0.0102610209305385 0.052533273698131 0.0162277843869486 0.020403560958323 0.0208264068130726 0.918934547014605 0.0034176933987252 0.0292693310627428 0.00505586733404115 0.028332940946599 1.00346021901647
"معنى" 0.126720610791176 0.0504549459906338 0.0902021831370447 0.0722246091674968 0.108580372180417 0.102588607156058 0.107068886308097 0.0747572089735835 0.0230882400317866 0.193326876611838 0.000512954430993639 0.0074050023639046 0.216977020375361 0.0829162242782749 0.174863410135539 0.0959395900271604
"فلا" 0.130218345357639 0.0969891387213988 0.0915171750467135 0.139124810287151 0.083907601736075 0.108269972429177 0.111456033362116 0.139436284231881 0.12671685226748 0.0959942092952162 0.0650985805151928 0.119049653388928 0.0878079931882284 0.206279387228879 0.0740255102907117 0.069837166357799
"الثاني" 0.0459764200657805 0.00875238859021198 0.0299630299417396 0.0396126098744598 1.49641109578383 0.0191395043041202 0.0401367709967733 0.219282287696571 0.0257729191052502 0.0217900965884847 0.000932644419988435 0.0165188514271718 0.040552675028242 0.121340816016988 0.0283075984233909 0.00985432408729679
"يقال" 0.0813295553945763 0.131206621716617 0.0464317381437825 0.0751826136385205 0.0455613736426192 0.0931700700492896 0.160817062267341 0.190423684409873 0.0209404967730158 0.121585526664493 0.0168808640017907 0.0307592405885268 0.175413896633791 0.0798827038778503 0.0911317134561449 0.0998615450986932
"بمعنى" 0.144512806044548 0.0546925277967545 0.15310262948287 0.0360876545464899 0.0422313064660823 0.0948118333981758 0.112378459152961 0.0659056902170661 0.123495237379324 0.145731309370652 0 0.0387338585188856 0.136747392537095 0.0778603569442338 0.171264771839996 0.0357590021227994
"وابن" 0.198149553879855 0.0408708824665102 0.0531945536792221 0.0182163775340546 0.079871156673606 0.0114491391435482 0.0502834546960697 0.0165758778211937 0.00375855070284898 0.0136522718183381 0.00335751991195837 0.0136707735949008 0.328160060465251 0.0273016836038222 0.21044431271964 0.0492386628308408
"القرآن" 0.0911073133871888 0.106692012950367 0.071729677739316 0.122042334466989 0.10525030500388 0.107038649917512 0.0815559388247215 0.0968694299870559 0.178799626292673 0.0618367605889429 0.195342373766578 0.160631589740084 0.107107563612799 0.0647151018757268 0.0925508947557956 0.125667350317266
