"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.00717934274494659,0.00752986456123995,0.583241654454774,0.00712768689833494,0.00760661039049155,0.00767154916908906,0.00707381722972564,0.00748042253662594,0.0069719814178341,0.230390159479227,0.00783463405624871,0.00750809531159647,0.00774239147301361,0.00741290096569785,0.00780548539994642,0.00696460201117529,0.00655467597127853,0.0759041259287547
